"Frame","Time (aligned)","Time [ smin]","Intensity Ch3-T2","background","Intensity (bg-subst)","bleach-Corrected","Normalized"
72.0,67.0,4260.0,NA,357.481,-357.481,-427.71566033526227,-19.841895953693516
73.0,68.0,4320.0,NA,357.028,-357.028,-428.040583693934,-19.85696927476536
74.0,69.0,4380.0,NA,358.313,-358.313,-430.4481616176693,-19.96865775169819
75.0,70.0,4440.0,NA,358.54,-358.54,-431.58536533601904,-20.02141307480224
76.0,71.0,4500.0,NA,356.114,-356.114,-429.5207713248683,-19.925635755066597
77.0,72.0,4560.0,NA,358.293,-358.293,-433.0068244572563,-20.087355116680975
78.0,73.0,4620.0,NA,357.951,-357.951,-433.44759844410225,-20.107802793483916
79.0,74.0,4680.0,NA,357.197,-357.197,-433.3839041463419,-20.104847990220424
80.0,75.0,4740.0,NA,356.979,-356.979,-433.9652850294342,-20.13181847566569
81.0,76.0,4800.0,NA,357.234,-357.234,-435.11883896032725,-20.18533229149327
82.0,77.0,4860.0,NA,354.317,-354.317,-432.39966081167694,-20.059188558849055
83.0,78.0,4920.0,NA,353.99,-353.99,-432.8307600782082,-20.07918742161111
84.0,79.0,4980.0,NA,356.154,-356.154,-436.30910371267856,-20.24054913661648
85.0,80.0,5040.0,NA,355.61,-355.61,-436.4709402742407,-20.24805679769558
86.0,81.0,5100.0,NA,355.053,-355.053,-436.61144110451414,-20.254574685896138
87.0,82.0,5160.0,NA,354.904,-354.904,-437.249227802219,-20.284161859034924
88.0,83.0,5220.0,NA,355.364,-355.364,-438.6352531513067,-20.3484601144325
89.0,84.0,5280.0,NA,352.144,-352.144,-435.4698547708329,-20.201616051561107
90.0,85.0,5340.0,NA,354.32,-354.32,-438.9721454589404,-20.364088679705112
91.0,86.0,5400.0,NA,351.203,-351.203,-435.9120122940672,-20.22212791115559
92.0,87.0,5460.0,NA,351.273,-351.273,-436.79794126775846,-20.263226501056565
93.0,88.0,5520.0,NA,352.996,-352.996,-439.74073465127145,-20.3997438314791
94.0,89.0,5580.0,NA,352.829,-352.829,-440.3299569044196,-20.427078081133185
95.0,90.0,5640.0,NA,350.665,-350.665,-438.4190411489357,-20.338429955490874
96.0,91.0,5700.0,NA,352.892,-352.892,-441.9954998946937,-20.504343268696154
97.0,92.0,5760.0,NA,350.535,-350.535,-439.82764833779294,-20.40377579122441
98.0,93.0,5820.0,NA,352.759,-352.759,-443.40484975105846,-20.569723557064417
99.0,94.0,5880.0,NA,352.173,-352.173,-443.45108302412376,-20.57186833659632
100.0,95.0,5940.0,NA,351.668,-351.668,-443.5943510431844,-20.57851459576173
101.0,96.0,6000.0,NA,351.256,-351.256,-443.8503848226988,-20.590392102444028
102.0,97.0,6060.0,NA,349.247,-349.247,-442.080607584032,-20.508291447529228
103.0,98.0,6120.0,NA,348.741,-348.741,-442.2053492539156,-20.514078262145695
104.0,99.0,6180.0,NA,350.367,-350.367,-445.03348396642417,-20.645276532194163
105.0,100.0,6240.0,NA,348.1,-348.1,-442.91294058374683,-20.546903699337406
106.0,101.0,6300.0,NA,349.861,-349.861,-445.914000151736,-20.686124020735512
107.0,102.0,6360.0,NA,347.272,-347.272,-443.3666092260953,-20.567949564227824
108.0,103.0,6420.0,NA,347.204,-347.204,-444.0296982527137,-20.5987105222528
109.0,104.0,6480.0,NA,347.451,-347.451,-445.0936790342964,-20.64806900482121
110.0,105.0,6540.0,NA,349.958,-349.958,-449.0563694130777,-20.831899753807228
111.0,106.0,6600.0,NA,349.919,-349.919,-449.7550811483835,-20.86431326315289
112.0,107.0,6660.0,NA,350.348,-350.348,-451.0538492685119,-20.924563621737754
113.0,108.0,6720.0,NA,348.422,-348.422,-449.31521729212545,-20.843907807662152
114.0,109.0,6780.0,NA,348.111,-348.111,-449.65223350721965,-20.859542121050083
115.0,110.0,6840.0,NA,349.602,-349.602,-452.31713639768753,-20.983168003342804
116.0,111.0,6900.0,NA,349.628,-349.628,-453.0875939600255,-21.0189098295286
117.0,112.0,6960.0,NA,NA,0.0,0.0,0.0
118.0,113.0,7020.0,NA,NA,0.0,0.0,0.0
119.0,114.0,7080.0,NA,NA,0.0,0.0,0.0
120.0,115.0,7140.0,NA,NA,0.0,0.0,0.0
121.0,116.0,7200.0,NA,NA,0.0,0.0,0.0
122.0,117.0,7260.0,NA,NA,0.0,0.0,0.0
123.0,118.0,7320.0,NA,NA,0.0,0.0,0.0
124.0,119.0,7380.0,NA,NA,0.0,0.0,0.0
125.0,120.0,7440.0,NA,NA,0.0,0.0,0.0
126.0,121.0,7500.0,NA,NA,0.0,0.0,0.0
127.0,122.0,7560.0,NA,NA,0.0,0.0,0.0
128.0,123.0,7620.0,NA,NA,0.0,0.0,0.0
129.0,124.0,7680.0,NA,NA,0.0,0.0,0.0
130.0,125.0,7740.0,NA,NA,0.0,0.0,0.0
131.0,126.0,7800.0,NA,NA,0.0,0.0,0.0
132.0,127.0,7860.0,NA,NA,0.0,0.0,0.0
133.0,128.0,7920.0,NA,NA,0.0,0.0,0.0
134.0,129.0,7980.0,NA,NA,0.0,0.0,0.0
135.0,130.0,8040.0,NA,NA,0.0,0.0,0.0
136.0,131.0,8100.0,NA,NA,0.0,0.0,0.0
137.0,132.0,8160.0,NA,NA,0.0,0.0,0.0
138.0,133.0,8220.0,NA,NA,0.0,0.0,0.0
139.0,134.0,8280.0,NA,NA,0.0,0.0,0.0
140.0,135.0,8340.0,NA,NA,0.0,0.0,0.0
141.0,136.0,8400.0,NA,NA,0.0,0.0,0.0
142.0,137.0,8460.0,NA,NA,0.0,0.0,0.0
143.0,138.0,8520.0,NA,NA,0.0,0.0,0.0
144.0,139.0,8580.0,NA,NA,0.0,0.0,0.0
145.0,140.0,8640.0,NA,NA,0.0,0.0,0.0
146.0,141.0,8700.0,NA,NA,0.0,0.0,0.0
147.0,142.0,8760.0,NA,NA,0.0,0.0,0.0
148.0,143.0,8820.0,NA,NA,0.0,0.0,0.0
149.0,144.0,8880.0,NA,NA,0.0,0.0,0.0
150.0,145.0,8940.0,NA,NA,0.0,0.0,0.0
151.0,146.0,9000.0,NA,NA,0.0,0.0,0.0
152.0,147.0,9060.0,NA,NA,0.0,0.0,0.0
153.0,148.0,9120.0,NA,NA,0.0,0.0,0.0
154.0,149.0,9180.0,NA,NA,0.0,0.0,0.0
155.0,150.0,9240.0,NA,NA,0.0,0.0,0.0
156.0,151.0,9300.0,NA,NA,0.0,0.0,0.0
157.0,152.0,9360.0,NA,NA,0.0,0.0,0.0
158.0,153.0,9420.0,NA,NA,0.0,0.0,0.0
159.0,154.0,9480.0,NA,NA,0.0,0.0,0.0
160.0,155.0,9540.0,NA,NA,0.0,0.0,0.0
161.0,156.0,9600.0,NA,NA,0.0,0.0,0.0
162.0,157.0,9660.0,NA,NA,0.0,0.0,0.0
163.0,158.0,9720.0,NA,NA,0.0,0.0,0.0
164.0,159.0,9780.0,NA,NA,0.0,0.0,0.0
165.0,160.0,9840.0,NA,NA,0.0,0.0,0.0
166.0,161.0,9900.0,NA,NA,0.0,0.0,0.0
167.0,162.0,9960.0,NA,NA,0.0,0.0,0.0
168.0,163.0,10020.0,NA,NA,0.0,0.0,0.0
169.0,164.0,10080.0,NA,NA,0.0,0.0,0.0
170.0,165.0,10140.0,NA,NA,0.0,0.0,0.0
171.0,166.0,10200.0,NA,NA,0.0,0.0,0.0
172.0,167.0,10260.0,NA,NA,0.0,0.0,0.0
173.0,168.0,10320.0,NA,NA,0.0,0.0,0.0
174.0,169.0,10380.0,NA,NA,0.0,0.0,0.0
175.0,170.0,10440.0,NA,NA,0.0,0.0,0.0
176.0,171.0,10500.0,NA,NA,0.0,0.0,0.0
177.0,172.0,10560.0,NA,NA,0.0,0.0,0.0
178.0,173.0,10620.0,NA,NA,0.0,0.0,0.0
179.0,174.0,10680.0,NA,NA,0.0,0.0,0.0
180.0,175.0,10740.0,NA,NA,0.0,0.0,0.0
