"Frame","Time (aligned)","Time [ smin]","Intensity Ch3-T2","background","Intensity (bg-subst)","bleach-Corrected","Normalized"
1.0,-15.0,0.0,425.355,415.537,9.81800000000004,9.81800000000004,0.6660593389195113
2.0,-14.0,60.0,416.47,406.654,9.816000000000031,9.846576905368716,0.6679980142809113
3.0,-13.0,120.0,411.826,401.626,10.200000000000045,10.263444124664394,0.6962785504900469
4.0,-12.0,180.0,406.335,396.897,9.437999999999988,9.52591493495544,0.6462441030943058
5.0,-11.0,240.0,407.16,397.816,9.344000000000051,9.459865040006507,0.6417632363836326
6.0,-10.0,300.0,404.757,395.029,9.728000000000009,9.878539111049982,0.6701663505598351
7.0,-9.0,360.0,405.012,394.651,10.36099999999999,10.55308920611804,0.7159282562829072
8.0,-8.0,420.0,406.391,395.06,11.331000000000017,11.575685758231725,0.7853018541116106
9.0,-7.0,480.0,404.969,393.14,11.829000000000008,12.12045463930284,0.8222593200710879
10.0,-6.0,540.0,398.728,387.894,10.834000000000003,11.133814787459333,0.7553250475644135
11.0,-5.0,600.0,398.621,386.51,12.11099999999999,12.482782315689892,0.8468398591428542
12.0,-4.0,660.0,395.509,382.338,13.170999999999992,13.615023015605733,0.9236517854092736
13.0,-3.0,720.0,393.979,380.408,13.57099999999997,14.069276977351574,0.9544686619077462
14.0,-2.0,780.0,392.088,379.056,13.032000000000039,13.549504614881025,0.9192069756034311
15.0,-1.0,840.0,391.924,378.062,13.861999999999966,14.453826298508693,0.9805567314363524
16.0,0.0,900.0,390.063,376.573,13.490000000000009,14.106059356357198,0.9569640017981895
17.0,1.0,960.0,390.103,377.593,12.509999999999991,13.118378979975954,0.8899591394477859
18.0,2.0,1020.0,389.3,375.659,13.64100000000002,14.344668617106377,0.9731514051873391
19.0,3.0,1080.0,386.835,374.342,12.492999999999995,13.174219500658944,0.8937473957414336
20.0,4.0,1140.0,385.82,372.518,13.302000000000021,14.066349210054963,0.9542700403198371
21.0,5.0,1200.0,382.471,368.797,13.673999999999978,14.499693790252294,0.9836684111296341
22.0,6.0,1260.0,383.751,369.864,13.887,14.766006553867214,1.001735237701154
23.0,7.0,1320.0,380.155,366.128,14.026999999999987,14.955584876174406,1.0145963511692122
24.0,8.0,1380.0,380.521,367.317,13.204000000000008,14.11629664743399,0.957658506109346
25.0,9.0,1440.0,379.702,366.508,13.194000000000017,14.14363769499769,0.9595133400944391
26.0,10.0,1500.0,377.485,363.261,14.22399999999999,15.288629298506049,1.037190295737255
27.0,11.0,1560.0,378.037,365.231,12.805999999999983,13.801150874757768,0.9362788172712933
28.0,12.0,1620.0,376.695,364.531,12.163999999999987,13.143956299389766,0.8916943209980096
29.0,13.0,1680.0,374.387,361.453,12.934000000000026,14.012750329524524,0.9506338583140386
30.0,14.0,1740.0,371.56,360.712,10.848000000000013,11.78349260922714,0.7993996025121964
31.0,15.0,1800.0,369.018,360.384,8.633999999999958,9.40293171379288,0.6379008434705813
32.0,16.0,1860.0,365.525,359.751,5.774000000000001,6.304461577596768,0.4276986667974685
33.0,17.0,1920.0,365.338,361.232,4.1059999999999945,4.494726909931381,0.30492512062055627
34.0,18.0,1980.0,362.938,360.476,2.461999999999989,2.701959072531227,0.18330261495597042
35.0,19.0,2040.0,362.51,360.217,2.2930000000000064,2.5228671876968565,0.1711529080483895
36.0,20.0,2100.0,359.884,358.224,1.660000000000025,1.831012686458529,0.12421706044976587
37.0,21.0,2160.0,362.26,360.799,1.4610000000000127,1.6155476843706305,0.10959977822823845
38.0,22.0,2220.0,360.52,358.569,1.950999999999965,2.1627511658025296,0.1467224090183163
39.0,23.0,2280.0,362.751,360.85,1.9009999999999536,2.1125383162765714,0.14331593750064217
40.0,24.0,2340.0,362.48,360.953,1.5270000000000437,1.7010936813832296,0.11540327285213557
41.0,25.0,2400.0,360.756,358.963,1.7929999999999495,2.0023028981511453,0.13583749690967284
42.0,26.0,2460.0,362.934,360.997,1.9370000000000118,2.1683681822896554,0.1471034709747346
43.0,27.0,2520.0,359.914,358.426,1.4879999999999995,1.6697595394461937,0.11327754481544866
44.0,28.0,2580.0,360.981,359.726,1.2549999999999955,1.4116793225697515,0.09576921942932862
45.0,29.0,2640.0,360.687,358.89,1.7970000000000255,2.026168268834078,0.13745653877361083
46.0,30.0,2700.0,359.833,358.662,1.1710000000000491,1.3234674436185776,0.08978486968609511
47.0,31.0,2760.0,359.512,357.717,1.795000000000016,2.033497463088745,0.13795375595430712
48.0,32.0,2820.0,357.258,355.261,1.9969999999999573,2.2676393853450776,0.1538380922703996
49.0,33.0,2880.0,356.551,354.637,1.9139999999999873,2.1784549538154754,0.14778776394421106
50.0,34.0,2940.0,355.704,353.924,1.7800000000000296,2.030632841985038,0.13775941824412277
51.0,35.0,3000.0,NA,355.29,-355.29,-406.2498547517017,-27.56024747321907
52.0,36.0,3060.0,NA,352.453,-352.453,-403.9284141712966,-27.402759473797033
53.0,37.0,3120.0,NA,351.513,-351.513,-403.76783408954043,-27.391865619336027
54.0,38.0,3180.0,NA,353.343,-353.343,-406.7880415496407,-27.596758406489638
55.0,39.0,3240.0,NA,352.759,-352.759,-407.029061846135,-27.613109376070938
56.0,40.0,3300.0,NA,350.3,-350.3,-405.09548674204257,-27.48193441624378
57.0,41.0,3360.0,NA,351.601,-351.601,-407.50382373405813,-27.645317523271412
58.0,42.0,3420.0,NA,351.611,-351.611,-408.4160256137294,-27.707201876595406
59.0,43.0,3480.0,NA,351.326,-351.326,-408.9816381385803,-27.74557338855169
60.0,44.0,3540.0,NA,348.805,-348.805,-406.9339537499501,-27.606657182582364
61.0,45.0,3600.0,NA,350.217,-350.217,-409.46870340929667,-27.77861620503407
62.0,46.0,3660.0,NA,349.316,-349.316,-409.2972573304942,-27.766985194450697
63.0,47.0,3720.0,NA,348.821,-348.821,-409.5948561423667,-27.78717448635323
64.0,48.0,3780.0,NA,345.71,-345.71,-406.80850420272964,-27.59814660583665
65.0,49.0,3840.0,NA,347.392,-347.392,-409.6555510786202,-27.791292069274064
66.0,50.0,3900.0,NA,344.613,-344.613,-407.23624436810167,-27.62716476959475
67.0,51.0,3960.0,NA,343.568,-343.568,-406.85348511644764,-27.6011981395151
68.0,52.0,4020.0,NA,345.08,-345.08,-409.49685001811133,-27.780525688804683
69.0,53.0,4080.0,NA,344.624,-344.624,-409.80443799077864,-27.80139265170287
70.0,54.0,4140.0,NA,342.22,-342.22,-407.7855685372656,-27.664431269183854
71.0,55.0,4200.0,NA,344.215,-344.215,-411.00451443487907,-27.882806597823304
72.0,56.0,4260.0,NA,341.239,-341.239,-408.2825778632838,-27.698148696676675
73.0,57.0,4320.0,NA,340.88,-340.88,-408.68075940707234,-27.725161584823525
74.0,58.0,4380.0,NA,340.721,-340.721,-409.31456038305595,-27.768159044496592
75.0,59.0,4440.0,NA,342.854,-342.854,-412.70365606882206,-27.998077442540627
76.0,60.0,4500.0,NA,342.134,-342.134,-412.65903496201355,-27.995050318390827
77.0,61.0,4560.0,NA,339.801,-339.801,-410.65874007418546,-27.859349046173385
78.0,62.0,4620.0,NA,340.345,-340.345,-412.12826027153994,-27.959042227185687
79.0,63.0,4680.0,NA,339.983,-339.983,-412.49831292924,-27.984146833882885
80.0,64.0,4740.0,NA,339.458,-339.458,-412.66569665308515,-27.995502251732773
81.0,65.0,4800.0,NA,339.297,-339.297,-413.27117996249564,-28.036578622968538
82.0,66.0,4860.0,NA,338.811,-338.811,-413.4765237887684,-28.050509278211813
83.0,67.0,4920.0,NA,338.314,-338.314,-413.6633966075283,-28.0631868486055
84.0,68.0,4980.0,NA,339.991,-339.991,-416.5085004811887,-28.256200497540885
85.0,69.0,5040.0,NA,339.879,-339.879,-417.162922047942,-28.300596871153264
86.0,70.0,5100.0,NA,339.95,-339.95,-418.03916430358163,-28.3600417008054
87.0,71.0,5160.0,NA,339.763,-339.763,-418.59519584384884,-28.397763232698736
88.0,72.0,5220.0,NA,339.594,-339.594,-419.16992199171796,-28.436753018613327
89.0,73.0,5280.0,NA,339.459,-339.459,-419.7832745429488,-28.47836324419872
90.0,74.0,5340.0,NA,339.195,-339.195,-420.23356536166546,-28.50891125856376
91.0,75.0,5400.0,NA,336.544,-336.544,-417.7173095488779,-28.338206870376997
92.0,76.0,5460.0,NA,336.378,-336.378,-418.2764342484792,-28.376138244158824
93.0,77.0,5520.0,NA,338.162,-338.162,-421.26144860322285,-28.57864350875302
94.0,78.0,5580.0,NA,337.816,-337.816,-421.5937599279634,-28.601187719516126
95.0,79.0,5640.0,NA,335.924,-335.924,-419.98910064852515,-28.492326617575436
96.0,80.0,5700.0,NA,335.593,-335.593,-420.32858720560387,-28.5153576006453
97.0,81.0,5760.0,NA,337.664,-337.664,-423.6779866442224,-28.742582980138437
