"Frame","Time (aligned)","Time [ smin]","Intensity Ch3-T2","background","Intensity (bg-subst)","bleach-Corrected","Normalized"
71.0,23.0,4200.0,266.703,265.808,0.8949999999999818,1.068660692936709,0.10051578635829275
72.0,24.0,4260.0,264.773,263.448,1.3250000000000455,1.5853241149718222,0.1491119689367995
73.0,25.0,4320.0,266.151,264.901,1.25,1.4986240004073,0.14095715398907396
74.0,26.0,4380.0,264.299,262.956,1.342999999999961,1.6133712174900523,0.15175001540311464
75.0,27.0,4440.0,265.857,264.542,1.3150000000000546,1.5829049908431096,0.14888443164109563
76.0,28.0,4500.0,263.666,262.189,1.4769999999999754,1.781458126461807,0.16755988652825324
77.0,29.0,4560.0,263.095,262.208,0.8870000000000005,1.0719635976521633,0.10082645003941688
78.0,30.0,4620.0,262.609,261.826,0.7829999999999586,0.9481450522046708,0.089180360177916
79.0,31.0,4680.0,264.525,263.186,1.3389999999999986,1.6245966445741458,0.15280585346099682
80.0,32.0,4740.0,264.77,263.364,1.406000000000006,1.7092187236542964,0.1607652131326253
81.0,33.0,4800.0,262.316,260.993,1.322999999999979,1.611442986794381,0.15156865042362522
82.0,34.0,4860.0,262.375,260.686,1.6890000000000214,2.0612136225778936,0.19387305016009662
83.0,35.0,4920.0,268.82,262.876,5.944000000000017,7.267849481355057,0.6835973387816737
84.0,36.0,4980.0,270.305,262.572,7.733000000000004,9.473369101596909,0.8910434818114542
85.0,37.0,5040.0,267.955,260.242,7.712999999999965,9.466832660316648,0.8904286790591749
86.0,38.0,5100.0,269.142,262.624,6.517999999999972,8.015235396178067,0.753894752580158
87.0,39.0,5160.0,253.44,260.354,-6.913999999999987,-8.518194106080903,-0.8012019012062657
88.0,40.0,5220.0,253.454,260.175,-6.721000000000004,-8.295909367380867,-0.7802943058829247
89.0,41.0,5280.0,256.049,261.447,-5.398000000000025,-6.6752983894457,-0.627863335131685
90.0,42.0,5340.0,256.701,259.619,-2.9180000000000064,-3.6151521800891597,-0.34003296517623416
91.0,43.0,5400.0,NA,261.617,-261.617,-324.71816277291765,-30.54224946390254
92.0,44.0,5460.0,NA,261.351,-261.351,-324.98250292015024,-30.567112694992414
93.0,45.0,5520.0,NA,259.961,-259.961,-323.84344615995417,-30.459975615174116
94.0,46.0,5580.0,NA,259.385,-259.385,-323.7120131045148,-30.44761332187721
95.0,47.0,5640.0,NA,259.407,-259.407,-324.3236941449017,-30.505146644831186
96.0,48.0,5700.0,NA,259.676,-259.676,-325.24291689994243,-30.59160663973139
97.0,49.0,5760.0,NA,261.058,-261.058,-327.55795061767736,-30.809353428887288
98.0,50.0,5820.0,NA,258.894,-258.894,-325.4200606404104,-30.60826837576161
99.0,51.0,5880.0,NA,258.461,-258.461,-325.45030530306997,-30.61111311972053
100.0,52.0,5940.0,NA,260.026,-260.026,-327.9970447250107,-30.850653618718933
101.0,53.0,6000.0,NA,258.057,-258.057,-326.0832519763113,-30.670646639577885
102.0,54.0,6060.0,NA,259.453,-259.453,-328.4183969497228,-30.890285047553814
103.0,55.0,6120.0,NA,259.326,-259.326,-328.826677679484,-30.928687001399528
104.0,56.0,6180.0,NA,257.257,-257.257,-326.7658740256656,-30.7348525119655
105.0,57.0,6240.0,NA,259.076,-259.076,-329.64123238918353,-31.00530215878152
106.0,58.0,6300.0,NA,259.154,-259.154,-330.3037400433972,-31.06761611705829
107.0,59.0,6360.0,NA,258.778,-258.778,-330.38518625835223,-31.075276762196843
108.0,60.0,6420.0,NA,258.9,-258.9,-331.10012810229017,-31.142522560717218
109.0,61.0,6480.0,NA,256.924,-256.924,-329.12626065893477,-30.956865092872416
110.0,62.0,6540.0,NA,258.359,-258.359,-331.51908099027116,-31.181928313413863
111.0,63.0,6600.0,NA,256.848,-256.848,-330.1298102783788,-31.05125668022535
112.0,64.0,6660.0,NA,256.41,-256.41,-330.11382251629567,-31.04975290780393
113.0,65.0,6720.0,NA,257.983,-257.983,-332.6876250715351,-31.29183890336903
114.0,66.0,6780.0,NA,257.897,-257.897,-333.1235211320855,-31.332838292217424
115.0,67.0,6840.0,NA,257.625,-257.625,-333.3167495164623,-31.351012913152537
116.0,68.0,6900.0,NA,257.102,-257.102,-333.1819150134156,-31.338330687454945
117.0,69.0,6960.0,NA,255.221,-255.221,-331.28055205073525,-31.159492825625147
118.0,70.0,7020.0,NA,255.165,-255.165,-331.7423974156444,-31.20293294683163
119.0,71.0,7080.0,NA,255.127,-255.127,-332.22586310878376,-31.248406626779207
120.0,72.0,7140.0,NA,256.88,-256.88,-335.043565116829,-31.513433248357007
121.0,73.0,7200.0,NA,257.107,-257.107,-335.87348808748084,-31.59149390929761
122.0,74.0,7260.0,NA,254.926,-254.926,-333.55210266526666,-31.373149693311408
123.0,75.0,7320.0,NA,256.401,-256.401,-336.0113257099685,-31.604458601557443
124.0,76.0,7380.0,NA,256.446,-256.446,-336.59815703826155,-31.659654617292766
125.0,77.0,7440.0,NA,254.39,-254.39,-334.42168041363493,-31.454940192161626
126.0,78.0,7500.0,NA,256.24,-256.24,-337.37811842949856,-31.733016006073573
127.0,79.0,7560.0,NA,256.106,-256.106,-337.7243516931827,-31.76558191683705
128.0,80.0,7620.0,NA,254.481,-254.481,-336.0993658891231,-31.612739459922814
129.0,81.0,7680.0,NA,253.891,-253.891,-335.8353759817896,-31.58790917159869
130.0,82.0,7740.0,NA,255.996,-255.996,-339.1378374039492,-31.898531157567025
131.0,83.0,7800.0,NA,253.977,-253.977,-336.9756675222548,-31.695162392031637
132.0,84.0,7860.0,NA,255.58,-255.58,-339.6168957397993,-31.943590291544474
133.0,85.0,7920.0,NA,253.629,-253.629,-337.53344399342166,-31.747625574201667
134.0,86.0,7980.0,NA,253.697,-253.697,-338.1317481447703,-31.80390069749546
135.0,87.0,8040.0,NA,253.736,-253.736,-338.6902456430442,-31.856431697829972
136.0,88.0,8100.0,NA,255.541,-255.541,-341.60833874459485,-32.13090087659525
137.0,89.0,8160.0,NA,255.342,-255.342,-341.84932072811046,-32.15356709210346
138.0,90.0,8220.0,NA,255.284,-255.284,-342.27722229487676,-32.193814537107976
139.0,91.0,8280.0,NA,253.273,-253.273,-340.0811855022157,-31.98726032720298
140.0,92.0,8340.0,NA,252.792,-252.792,-339.93332568246984,-31.973352969937213
141.0,93.0,8400.0,NA,252.692,-252.692,-340.2953691733198,-32.007405954592876
142.0,94.0,8460.0,NA,252.707,-252.707,-340.8108373884161,-32.05588971873389
143.0,95.0,8520.0,NA,252.499,-252.499,-341.02391735643727,-32.07593153433018
144.0,96.0,8580.0,NA,252.362,-252.362,-341.3309648121224,-32.10481171740559
145.0,97.0,8640.0,NA,252.359,-252.359,-341.81774212263605,-32.150596880527104
146.0,98.0,8700.0,NA,252.327,-252.327,-342.26394519826846,-32.19256572369605
147.0,99.0,8760.0,NA,252.221,-252.221,-342.6082912998913,-32.224954132302074
148.0,100.0,8820.0,NA,252.224,-252.224,-343.09929845334534,-32.271137144799106
149.0,101.0,8880.0,NA,254.076,-254.076,-346.1078758359013,-32.554117068573
150.0,102.0,8940.0,NA,252.006,-252.006,-343.77222270543496,-32.33443086450398
151.0,103.0,9000.0,NA,252.271,-252.271,-344.6172097406748,-32.41390841698726
152.0,104.0,9060.0,NA,251.917,-251.917,-344.6152826787991,-32.41372716194431
153.0,105.0,9120.0,NA,251.76,-251.76,-344.88072873591835,-32.43869441239471
154.0,106.0,9180.0,NA,251.47,-251.47,-344.9620009426125,-32.44633869071329
155.0,107.0,9240.0,NA,251.218,-251.218,-345.09325481956006,-32.4586841308901
156.0,108.0,9300.0,NA,252.814,-252.814,-347.76451162738095,-32.70993645108652
157.0,109.0,9360.0,NA,250.825,-250.825,-345.50249918115907,-32.49717672174771
158.0,110.0,9420.0,NA,252.543,-252.543,-348.3451489844791,-32.76454987602436
159.0,111.0,9480.0,NA,250.484,-250.484,-345.9762855868642,-32.54173999000496
160.0,112.0,9540.0,NA,250.479,-250.479,-346.43953335401704,-32.58531201796655
161.0,113.0,9600.0,NA,250.215,-250.215,-346.5430088693454,-32.59504468883281
162.0,114.0,9660.0,NA,252.233,-252.233,-349.8092563563501,-32.902260474691715
163.0,115.0,9720.0,NA,250.204,-250.204,-347.4618824811292,-32.681471844114924
164.0,116.0,9780.0,NA,252.074,-252.074,-350.5277926462537,-32.96984435859799
165.0,117.0,9840.0,NA,250.388,-250.388,-348.6481616568869,-32.793050556591076
166.0,118.0,9900.0,NA,250.341,-250.341,-349.046520620799,-32.83051929178004
167.0,119.0,9960.0,NA,251.665,-251.665,-351.3578269768546,-33.047915493801305
168.0,120.0,10020.0,NA,249.93,-249.93,-349.3966377248651,-32.86345050770788
169.0,121.0,10080.0,NA,251.553,-251.553,-352.12869167620715,-33.12042126849986
170.0,122.0,10140.0,NA,250.069,-250.069,-350.51081967917725,-32.96824792004289
171.0,123.0,10200.0,NA,249.571,-249.571,-350.2704077994935,-32.94563532720027
172.0,124.0,10260.0,NA,251.262,-251.262,-353.1034957751891,-33.212109117788295
173.0,125.0,10320.0,NA,249.035,-249.035,-350.4286507790655,-32.96051930078748
174.0,126.0,10380.0,NA,250.819,-250.819,-353.3961553489129,-33.239636009516005
175.0,127.0,10440.0,NA,251.231,-251.231,-354.4336613389149,-33.33722145560358
176.0,128.0,10500.0,NA,249.262,-249.262,-352.10837033278636,-33.118509889305976
177.0,129.0,10560.0,NA,249.074,-249.074,-352.2941421633337,-33.135983163801896
178.0,130.0,10620.0,NA,249.294,-249.294,-353.0561950613494,-33.20766012057306
179.0,131.0,10680.0,NA,248.902,-248.902,-352.9503605744545,-33.197705570223846
180.0,132.0,10740.0,NA,249.088,-249.088,-353.6629374691406,-33.26472892701383
NA,NA,NA,NA,250.69,NA,NA,NA
NA,NA,NA,NA,249.048,NA,NA,NA
NA,NA,NA,NA,250.895,NA,NA,NA
NA,NA,NA,NA,250.648,NA,NA,NA
NA,NA,NA,NA,250.471,NA,NA,NA
NA,NA,NA,NA,248.341,NA,NA,NA
NA,NA,NA,NA,247.899,NA,NA,NA
NA,NA,NA,NA,249.785,NA,NA,NA
NA,NA,NA,NA,249.533,NA,NA,NA
NA,NA,NA,NA,247.526,NA,NA,NA
NA,NA,NA,NA,249.029,NA,NA,NA
NA,NA,NA,NA,248.844,NA,NA,NA
NA,NA,NA,NA,246.857,NA,NA,NA
NA,NA,NA,NA,249.074,NA,NA,NA
NA,NA,NA,NA,246.616,NA,NA,NA
NA,NA,NA,NA,246.523,NA,NA,NA
NA,NA,NA,NA,246.35,NA,NA,NA
NA,NA,NA,NA,246.326,NA,NA,NA
NA,NA,NA,NA,246.129,NA,NA,NA
NA,NA,NA,NA,248.084,NA,NA,NA
NA,NA,NA,NA,248.146,NA,NA,NA
NA,NA,NA,NA,248.143,NA,NA,NA
NA,NA,NA,NA,246.059,NA,NA,NA
NA,NA,NA,NA,246.201,NA,NA,NA
NA,NA,NA,NA,246.397,NA,NA,NA
NA,NA,NA,NA,246.437,NA,NA,NA
NA,NA,NA,NA,246.527,NA,NA,NA
NA,NA,NA,NA,246.555,NA,NA,NA
NA,NA,NA,NA,247.208,NA,NA,NA
NA,NA,NA,NA,247.108,NA,NA,NA
NA,NA,NA,NA,248.907,NA,NA,NA
NA,NA,NA,NA,246.851,NA,NA,NA
NA,NA,NA,NA,248.878,NA,NA,NA
NA,NA,NA,NA,246.334,NA,NA,NA
NA,NA,NA,NA,248.242,NA,NA,NA
NA,NA,NA,NA,245.659,NA,NA,NA
NA,NA,NA,NA,245.318,NA,NA,NA
NA,NA,NA,NA,245.602,NA,NA,NA
NA,NA,NA,NA,245.478,NA,NA,NA
NA,NA,NA,NA,245.122,NA,NA,NA
NA,NA,NA,NA,245.175,NA,NA,NA
NA,NA,NA,NA,246.831,NA,NA,NA
NA,NA,NA,NA,244.712,NA,NA,NA
NA,NA,NA,NA,244.805,NA,NA,NA
NA,NA,NA,NA,245.32,NA,NA,NA
NA,NA,NA,NA,245.104,NA,NA,NA
NA,NA,NA,NA,246.7,NA,NA,NA
NA,NA,NA,NA,244.888,NA,NA,NA
NA,NA,NA,NA,244.52,NA,NA,NA
NA,NA,NA,NA,244.387,NA,NA,NA
NA,NA,NA,NA,246.029,NA,NA,NA
NA,NA,NA,NA,245.995,NA,NA,NA
NA,NA,NA,NA,244.233,NA,NA,NA
NA,NA,NA,NA,244.098,NA,NA,NA
NA,NA,NA,NA,244.303,NA,NA,NA
NA,NA,NA,NA,245.908,NA,NA,NA
NA,NA,NA,NA,246.323,NA,NA,NA
NA,NA,NA,NA,244.312,NA,NA,NA
NA,NA,NA,NA,246.309,NA,NA,NA
NA,NA,NA,NA,246.66,NA,NA,NA
NA,NA,NA,NA,246.51,NA,NA,NA
NA,NA,NA,NA,246.165,NA,NA,NA
NA,NA,NA,NA,246.435,NA,NA,NA
NA,NA,NA,NA,245.652,NA,NA,NA
NA,NA,NA,NA,244.224,NA,NA,NA
NA,NA,NA,NA,244.495,NA,NA,NA
NA,NA,NA,NA,246.459,NA,NA,NA
NA,NA,NA,NA,246.389,NA,NA,NA
NA,NA,NA,NA,246.199,NA,NA,NA
NA,NA,NA,NA,246.24,NA,NA,NA
NA,NA,NA,NA,244.452,NA,NA,NA
NA,NA,NA,NA,245.977,NA,NA,NA
NA,NA,NA,NA,246.219,NA,NA,NA
NA,NA,NA,NA,243.991,NA,NA,NA
NA,NA,NA,NA,245.949,NA,NA,NA
NA,NA,NA,NA,245.734,NA,NA,NA
NA,NA,NA,NA,243.593,NA,NA,NA
NA,NA,NA,NA,243.291,NA,NA,NA
NA,NA,NA,NA,243.261,NA,NA,NA
NA,NA,NA,NA,243.172,NA,NA,NA
NA,NA,NA,NA,245.2,NA,NA,NA
NA,NA,NA,NA,245.273,NA,NA,NA
NA,NA,NA,NA,242.822,NA,NA,NA
NA,NA,NA,NA,244.635,NA,NA,NA
NA,NA,NA,NA,244.695,NA,NA,NA
