"Frame","Time (aligned)","Time [ smin]","Intensity Ch3-T2","background","Intensity (bg-subst)","bleach-Corrected","Normalized"
77.0,16.0,4560.0,262.169,254.21,7.958999999999975,9.618667726847278,0.8911431772654052
78.0,17.0,4620.0,260.173,253.951,6.222000000000008,7.534302062347103,0.6980324166492436
79.0,18.0,4680.0,261.252,255.595,5.657000000000011,6.863587168301695,0.6358925217394146
80.0,19.0,4740.0,259.703,255.657,4.045999999999964,4.918562557542811,0.45569132748741137
81.0,20.0,4800.0,256.659,253.317,3.3419999999999845,4.070629222877461,0.37713263023104987
82.0,21.0,4860.0,255.425,253.147,2.27800000000002,2.7800145839149932,0.25756072457304724
83.0,22.0,4920.0,257.016,255.055,1.9610000000000127,2.3977545142895895,0.2221453778055452
84.0,23.0,4980.0,256.506,254.976,1.5299999999999727,1.874337866991207,0.17365226136227951
85.0,24.0,5040.0,253.813,252.749,1.063999999999993,1.3059393168127698,0.12099169501947203
86.0,25.0,5100.0,256.066,254.572,1.4939999999999714,1.8371834430638005,0.17021000591397875
87.0,26.0,5160.0,253.44,252.55,0.8899999999999864,1.0964988074069861,0.10158760639719766
88.0,27.0,5220.0,253.454,252.134,1.3200000000000216,1.6293111687163988,0.15095120996760425
89.0,28.0,5280.0,256.049,254.226,1.822999999999979,2.254366240081385,0.20886084756817677
90.0,29.0,5340.0,256.701,254.072,2.629000000000019,3.2571059223627308,0.3017619282390643
91.0,30.0,5400.0,NA,253.869,-253.869,-315.10137057224046,-29.193277541823193
92.0,31.0,5460.0,NA,254.266,-254.266,-316.1725078055753,-29.292515467958957
93.0,32.0,5520.0,NA,251.798,-251.798,-313.6744821576473,-29.06108024470328
94.0,33.0,5580.0,NA,251.986,-251.986,-314.4780744227857,-29.13553086351222
95.0,34.0,5640.0,NA,251.898,-251.898,-314.9355642203659,-29.177916038191267
96.0,35.0,5700.0,NA,252.096,-252.096,-315.74900406201533,-29.25327900794834
97.0,36.0,5760.0,NA,253.999,-253.999,-318.7007940723496,-29.526754254534467
98.0,37.0,5820.0,NA,251.535,-251.535,-316.17007328553626,-29.292289916356143
99.0,38.0,5880.0,NA,251.469,-251.469,-316.64608132080934,-29.336390754954937
100.0,39.0,5940.0,NA,253.042,-253.042,-319.18742045528586,-29.571838853914127
101.0,40.0,6000.0,NA,250.787,-250.787,-316.8968116089979,-29.359620228308025
102.0,41.0,6060.0,NA,252.511,-252.511,-319.63113871171834,-29.61294813308636
103.0,42.0,6120.0,NA,252.231,-252.231,-319.8301818474581,-29.631388933562388
104.0,43.0,6180.0,NA,249.989,-249.989,-317.5341160077359,-29.418664732485194
105.0,44.0,6240.0,NA,251.953,-251.953,-320.57812157109095,-29.70068349707671
106.0,45.0,6300.0,NA,252.199,-252.199,-321.43927137996997,-29.780466664411204
107.0,46.0,6360.0,NA,251.825,-251.825,-321.5082021250243,-29.786852908837503
108.0,47.0,6420.0,NA,251.568,-251.568,-321.72343386032037,-29.806793538650997
109.0,48.0,6480.0,NA,249.978,-249.978,-320.22825577602407,-29.668269390977365
110.0,49.0,6540.0,NA,251.701,-251.701,-322.975720622592,-29.92281447168139
111.0,50.0,6600.0,NA,249.754,-249.754,-321.01180712431557,-29.740863273820217
112.0,51.0,6660.0,NA,249.666,-249.666,-321.43129211947064,-29.779727407816058
113.0,52.0,6720.0,NA,251.488,-251.488,-324.31185564161285,-30.046603715672262
114.0,53.0,6780.0,NA,251.111,-251.111,-324.35809844627556,-30.05088798466284
115.0,54.0,6840.0,NA,250.979,-250.979,-324.71811538822783,-30.0842425666727
116.0,55.0,6900.0,NA,250.853,-250.853,-325.083752467349,-30.118117838973102
117.0,56.0,6960.0,NA,248.625,-248.625,-322.71884858069694,-29.899015981696536
118.0,57.0,7020.0,NA,248.468,-248.468,-323.03556522669777,-29.92835891007551
119.0,58.0,7080.0,NA,248.408,-248.408,-323.4763949057793,-29.96920057048063
120.0,59.0,7140.0,NA,250.221,-250.221,-326.35836151937895,-30.23620687091116
121.0,60.0,7200.0,NA,250.421,-250.421,-327.13918625457507,-30.308548140530853
122.0,61.0,7260.0,NA,248.189,-248.189,-324.7372288757909,-30.086013378859924
123.0,62.0,7320.0,NA,250.091,-250.091,-327.7421244774074,-30.364408712789718
124.0,63.0,7380.0,NA,250.19,-250.19,-328.3868452204466,-30.424140320920564
125.0,64.0,7440.0,NA,248.178,-248.178,-326.25537089388376,-30.226665072001094
126.0,65.0,7500.0,NA,249.917,-249.917,-329.0529473288518,-30.485852853895437
127.0,66.0,7560.0,NA,249.932,-249.932,-329.5827613073514,-30.534938665524205
128.0,67.0,7620.0,NA,247.739,-247.739,-327.1950393389112,-30.313722775568557
129.0,68.0,7680.0,NA,247.666,-247.666,-327.6012313469398,-30.3513553507748
130.0,69.0,7740.0,NA,249.447,-249.447,-330.46186708738776,-30.616385404326437
131.0,70.0,7800.0,NA,247.322,-247.322,-328.1458401467027,-30.401811862005847
132.0,71.0,7860.0,NA,249.366,-249.366,-331.3596792513139,-30.6995652382774
133.0,72.0,7920.0,NA,247.157,-247.157,-328.9204050683563,-30.47357317707385
134.0,73.0,7980.0,NA,247.194,-247.194,-329.464437304731,-30.523976271288713
135.0,74.0,8040.0,NA,247.371,-247.371,-330.1941575297376,-30.591582848238257
136.0,75.0,8100.0,NA,249.08,-249.08,-332.97124537551196,-30.84887241855172
137.0,76.0,8160.0,NA,249.041,-249.041,-333.41360482587805,-30.88985580806962
138.0,77.0,8220.0,NA,249.132,-249.132,-334.02880299888454,-30.94685223107846
139.0,78.0,8280.0,NA,246.734,-246.734,-331.30097256203265,-30.69412622457005
140.0,79.0,8340.0,NA,246.959,-246.959,-332.08960005544907,-30.767190398332946
141.0,80.0,8400.0,NA,246.638,-246.638,-332.14256589907575,-30.772097538439706
142.0,81.0,8460.0,NA,246.677,-246.677,-332.67853654414915,-30.821753748336487
143.0,82.0,8520.0,NA,246.492,-246.492,-332.9108924669917,-30.84328088714807
144.0,83.0,8580.0,NA,246.458,-246.458,-333.34553904972245,-30.883549700638852
145.0,84.0,8640.0,NA,246.461,-246.461,-333.8289600976664,-30.92833733452492
146.0,85.0,8700.0,NA,246.341,-246.341,-334.14435444517096,-30.957557755575774
147.0,86.0,8760.0,NA,246.162,-246.162,-334.3779550591102,-30.979200211602812
148.0,87.0,8820.0,NA,246.294,-246.294,-335.03274316983413,-31.03986453373107
149.0,88.0,8880.0,NA,248.098,-248.098,-337.96451368541483,-31.311485029049287
150.0,89.0,8940.0,NA,246.055,-246.055,-335.6542076688087,-31.097441514649958
151.0,90.0,9000.0,NA,245.944,-245.944,-335.9741509426788,-31.127083381249168
152.0,91.0,9060.0,NA,245.935,-245.935,-336.43207701588403,-31.169508975668005
153.0,92.0,9120.0,NA,245.594,-245.594,-336.43405502529845,-31.169692232813826
154.0,93.0,9180.0,NA,245.376,-245.376,-336.60236188529245,-31.185285401663187
155.0,94.0,9240.0,NA,245.283,-245.283,-336.9404613598793,-31.216609390449502
156.0,95.0,9300.0,NA,246.884,-246.884,-339.6073543736277,-31.46368971188167
157.0,96.0,9360.0,NA,244.843,-244.843,-337.26250735378267,-31.246446068291238
158.0,97.0,9420.0,NA,246.59,-246.59,-340.13387933176807,-31.512470804797182
159.0,98.0,9480.0,NA,244.347,-244.347,-337.49967045517286,-31.26841857900736
160.0,99.0,9540.0,NA,244.48,-244.48,-338.142267872317,-31.327953466819114
161.0,100.0,9600.0,NA,244.578,-244.578,-338.7358712437174,-31.38294919070182
162.0,101.0,9660.0,NA,246.683,-246.683,-342.1122406098865,-31.695760549825017
163.0,102.0,9720.0,NA,244.449,-244.449,-339.4698314600468,-31.450948591215532
164.0,103.0,9780.0,NA,246.44,-246.44,-342.69329331760815,-31.749593489149085
165.0,104.0,9840.0,NA,244.176,-244.176,-339.998376602441,-31.499916848660032
166.0,105.0,9900.0,NA,244.188,-244.188,-340.46748945379164,-31.543378867384497
167.0,106.0,9960.0,NA,246.13,-246.13,-343.6302304802544,-31.836398146896865
168.0,107.0,10020.0,NA,244.311,-244.311,-341.54139942863816,-31.642873680414638
169.0,108.0,10080.0,NA,245.972,-245.972,-344.31630133204544,-31.899960729164654
170.0,109.0,10140.0,NA,244.161,-244.161,-342.22983354069316,-31.70665521226257
171.0,110.0,10200.0,NA,243.873,-243.873,-342.2733216651209,-31.7106842676865
172.0,111.0,10260.0,NA,245.66,-245.66,-345.2308935379522,-31.984695187971155
173.0,112.0,10320.0,NA,243.727,-243.727,-342.9595188163483,-31.774258551250583
174.0,113.0,10380.0,NA,245.631,-245.631,-346.0864250097035,-32.06395783178397
175.0,114.0,10440.0,NA,245.514,-245.514,-346.36818676820275,-32.09006228573035
176.0,115.0,10500.0,NA,244.014,-244.014,-344.6950272339327,-31.93504864498677
177.0,116.0,10560.0,NA,243.976,-243.976,-345.0834516185611,-31.971035098628267
178.0,117.0,10620.0,NA,243.86,-243.86,-345.360432772793,-31.996696642704258
179.0,118.0,10680.0,NA,243.759,-243.759,-345.6574352285978,-32.02421310544502
180.0,119.0,10740.0,NA,243.654,-243.654,-345.94757421516084,-32.0510936865896
NA,NA,NA,NA,245.364,NA,NA,NA
NA,NA,NA,NA,243.513,NA,NA,NA
NA,NA,NA,NA,245.134,NA,NA,NA
NA,NA,NA,NA,245.116,NA,NA,NA
NA,NA,NA,NA,244.791,NA,NA,NA
NA,NA,NA,NA,242.711,NA,NA,NA
NA,NA,NA,NA,242.727,NA,NA,NA
NA,NA,NA,NA,244.219,NA,NA,NA
NA,NA,NA,NA,244.347,NA,NA,NA
NA,NA,NA,NA,242.389,NA,NA,NA
NA,NA,NA,NA,243.806,NA,NA,NA
NA,NA,NA,NA,243.899,NA,NA,NA
NA,NA,NA,NA,242.118,NA,NA,NA
NA,NA,NA,NA,243.9,NA,NA,NA
NA,NA,NA,NA,241.612,NA,NA,NA
NA,NA,NA,NA,241.293,NA,NA,NA
NA,NA,NA,NA,241.383,NA,NA,NA
NA,NA,NA,NA,241.358,NA,NA,NA
NA,NA,NA,NA,240.902,NA,NA,NA
NA,NA,NA,NA,242.792,NA,NA,NA
NA,NA,NA,NA,243.007,NA,NA,NA
NA,NA,NA,NA,242.806,NA,NA,NA
NA,NA,NA,NA,240.674,NA,NA,NA
NA,NA,NA,NA,240.958,NA,NA,NA
NA,NA,NA,NA,240.985,NA,NA,NA
NA,NA,NA,NA,241.23,NA,NA,NA
NA,NA,NA,NA,241.466,NA,NA,NA
NA,NA,NA,NA,241.447,NA,NA,NA
NA,NA,NA,NA,241.627,NA,NA,NA
NA,NA,NA,NA,241.714,NA,NA,NA
NA,NA,NA,NA,243.697,NA,NA,NA
NA,NA,NA,NA,241.593,NA,NA,NA
NA,NA,NA,NA,243.595,NA,NA,NA
NA,NA,NA,NA,241.243,NA,NA,NA
NA,NA,NA,NA,242.795,NA,NA,NA
NA,NA,NA,NA,240.851,NA,NA,NA
NA,NA,NA,NA,242.524,NA,NA,NA
NA,NA,NA,NA,240.584,NA,NA,NA
NA,NA,NA,NA,240.361,NA,NA,NA
NA,NA,NA,NA,240.144,NA,NA,NA
NA,NA,NA,NA,239.999,NA,NA,NA
NA,NA,NA,NA,241.614,NA,NA,NA
NA,NA,NA,NA,242.066,NA,NA,NA
NA,NA,NA,NA,239.897,NA,NA,NA
NA,NA,NA,NA,239.981,NA,NA,NA
NA,NA,NA,NA,240.046,NA,NA,NA
NA,NA,NA,NA,241.67,NA,NA,NA
NA,NA,NA,NA,239.777,NA,NA,NA
NA,NA,NA,NA,239.432,NA,NA,NA
NA,NA,NA,NA,239.438,NA,NA,NA
NA,NA,NA,NA,241.21,NA,NA,NA
NA,NA,NA,NA,241.219,NA,NA,NA
NA,NA,NA,NA,239.226,NA,NA,NA
NA,NA,NA,NA,239.221,NA,NA,NA
NA,NA,NA,NA,239.546,NA,NA,NA
NA,NA,NA,NA,241.142,NA,NA,NA
NA,NA,NA,NA,241.406,NA,NA,NA
NA,NA,NA,NA,239.627,NA,NA,NA
NA,NA,NA,NA,241.34,NA,NA,NA
NA,NA,NA,NA,241.496,NA,NA,NA
NA,NA,NA,NA,241.517,NA,NA,NA
NA,NA,NA,NA,241.333,NA,NA,NA
NA,NA,NA,NA,241.422,NA,NA,NA
NA,NA,NA,NA,241.028,NA,NA,NA
NA,NA,NA,NA,239.138,NA,NA,NA
NA,NA,NA,NA,239.396,NA,NA,NA
NA,NA,NA,NA,241.457,NA,NA,NA
NA,NA,NA,NA,241.397,NA,NA,NA
NA,NA,NA,NA,241.193,NA,NA,NA
NA,NA,NA,NA,241.327,NA,NA,NA
NA,NA,NA,NA,239.199,NA,NA,NA
NA,NA,NA,NA,241.086,NA,NA,NA
NA,NA,NA,NA,241.156,NA,NA,NA
NA,NA,NA,NA,239.407,NA,NA,NA
NA,NA,NA,NA,240.963,NA,NA,NA
NA,NA,NA,NA,240.976,NA,NA,NA
NA,NA,NA,NA,239.053,NA,NA,NA
NA,NA,NA,NA,238.868,NA,NA,NA
NA,NA,NA,NA,238.541,NA,NA,NA
NA,NA,NA,NA,238.489,NA,NA,NA
NA,NA,NA,NA,240.328,NA,NA,NA
NA,NA,NA,NA,240.403,NA,NA,NA
NA,NA,NA,NA,238.311,NA,NA,NA
NA,NA,NA,NA,240.2,NA,NA,NA
NA,NA,NA,NA,240.199,NA,NA,NA
