"Frame","Time (aligned)","Time [ smin]","Intensity Ch3-T2","background","Intensity (bg-subst)","bleach-Corrected","Normalized"
1.0,-96.0,0.0,NA,415.016,-415.016,-415.016,-39.67796052320727
2.0,-95.0,60.0,NA,405.73,-405.73,-406.99385165191893,-38.9109961520349
3.0,-94.0,120.0,NA,400.866,-400.866,-403.35939141938223,-38.56352046524268
4.0,-93.0,180.0,NA,395.999,-395.999,-399.68772921460305,-38.212488051996495
5.0,-92.0,240.0,NA,396.871,-396.871,-401.79217661519715,-38.41368555012654
6.0,-91.0,300.0,NA,394.13,-394.13,-400.22909332217574,-38.26424563167764
7.0,-90.0,360.0,NA,394.33,-394.33,-401.64073609193423,-38.39920694905178
8.0,-89.0,420.0,NA,394.102,-394.102,-402.6123827279703,-38.492102058799716
9.0,-88.0,480.0,NA,392.577,-392.577,-402.24970165978425,-38.457427624305616
10.0,-87.0,540.0,NA,388.474,-388.474,-399.2244384108801,-38.168194737471545
11.0,-86.0,600.0,NA,387.042,-387.042,-398.9233781710223,-38.139411615104734
12.0,-85.0,660.0,NA,382.995,-382.995,-395.9065932626164,-37.850989307283506
13.0,-84.0,720.0,NA,380.661,-380.661,-394.6374654392189,-37.729653253551426
14.0,-83.0,780.0,NA,378.237,-378.237,-393.25690431389955,-37.59766352344393
15.0,-82.0,840.0,NA,376.64,-376.64,-392.7203244171351,-37.54636334233918
16.0,-81.0,900.0,NA,374.884,-374.884,-392.00414794281755,-37.477892676447695
17.0,-80.0,960.0,NA,375.281,-375.281,-393.5314454024268,-37.62391125960972
18.0,-79.0,1020.0,NA,373.397,-373.397,-392.65861942831623,-37.54046398397603
19.0,-78.0,1080.0,NA,371.53,-371.53,-391.78882342750495,-37.457306391537585
20.0,-77.0,1140.0,NA,370.211,-370.211,-391.4837774322395,-37.42814220760756
21.0,-76.0,1200.0,NA,367.058,-367.058,-389.22251011133795,-37.211951806535914
22.0,-75.0,1260.0,NA,367.958,-367.958,-391.2486670661678,-37.40566427947084
23.0,-74.0,1320.0,NA,364.471,-364.471,-388.5989146220979,-37.15233242510359
24.0,-73.0,1380.0,NA,365.698,-365.698,-390.96496905281066,-37.37854108765535
25.0,-72.0,1440.0,NA,364.822,-364.822,-391.0800508689132,-37.38954358335734
26.0,-71.0,1500.0,NA,362.441,-362.441,-389.5687634687735,-37.24505565565825
27.0,-70.0,1560.0,NA,363.3,-363.3,-391.53194696232265,-37.4327474968327
28.0,-69.0,1620.0,NA,362.607,-362.607,-391.8193490507095,-37.46022481991735
29.0,-68.0,1680.0,NA,360.234,-360.234,-390.27903991077216,-37.31296224390108
30.0,-67.0,1740.0,NA,359.705,-359.705,-390.7246689714273,-37.35556699233649
31.0,-66.0,1800.0,NA,358.915,-358.915,-390.8794575001144,-37.37036568234047
32.0,-65.0,1860.0,NA,357.885,-357.885,-390.76415512612033,-37.35934210001215
33.0,-64.0,1920.0,NA,359.714,-359.714,-393.7691660202286,-37.64663874310118
34.0,-63.0,1980.0,NA,358.419,-358.419,-393.3523431428002,-37.60678803451217
35.0,-62.0,2040.0,NA,357.78,-357.78,-393.64649909035273,-37.63491106609326
36.0,-61.0,2100.0,NA,355.446,-355.446,-392.0639369583907,-37.483608856545885
37.0,-60.0,2160.0,NA,357.642,-357.642,-395.47413068697875,-37.8096433519374
38.0,-59.0,2220.0,NA,355.379,-355.379,-393.94994697680727,-37.663922461460174
39.0,-58.0,2280.0,NA,357.396,-357.396,-397.1660936791163,-37.97140492452439
40.0,-57.0,2340.0,NA,357.985,-357.985,-398.79896629335826,-38.12751711086737
