"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",0.83344,0.92299,1.1131,0.79931,1.0014,1.0629,0.93076,0.88798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",0.99216,1.0948,1.0418,0.93073,1.111,1.0321,0.91072,0.92317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0019_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0021_01",0.95851,0.9433,1.1226,0.96396,0.79117,1.0979,1.0163,0.92405,0.9937,1.0948,1.0932,1.1028,1.0138,1.0183,0.99998,1.027,1.0049,1.0414,0.92572,0.95325,0.96265,0.88622,0.85508,0.84765,1.0687,0.79727,1.3639,0.59579,1.2489,0.70973
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",0.9280366666666667,0.9870299999999999,1.0925,0.898,0.9678566666666667,1.0643,0.9525933333333333,0.9117333333333333,0.9937,1.0948,1.0932,1.1028,1.0138,1.0183,0.99998,1.027,1.0049,1.0414,0.92572,0.95325,0.96265,0.88622,0.85508,0.84765,1.0687,0.79727,1.3639,0.59579,1.2489,0.70973
"Min",0.83344,0.92299,1.0418,0.79931,0.79117,1.0321,0.91072,0.88798,0.9937,1.0948,1.0932,1.1028,1.0138,1.0183,0.99998,1.027,1.0049,1.0414,0.92572,0.95325,0.96265,0.88622,0.85508,0.84765,1.0687,0.79727,1.3639,0.59579,1.2489,0.70973
"Q25",0.895975,0.933145,1.07745,0.8650199999999999,0.896285,1.0474999999999999,0.92074,0.905575,0.9937,1.0948,1.0932,1.1028,1.0138,1.0183,0.99998,1.027,1.0049,1.0414,0.92572,0.95325,0.96265,0.88622,0.85508,0.84765,1.0687,0.79727,1.3639,0.59579,1.2489,0.70973
"Q50",0.95851,0.9433,1.1131,0.93073,1.0014,1.0629,0.93076,0.92317,0.9937,1.0948,1.0932,1.1028,1.0138,1.0183,0.99998,1.027,1.0049,1.0414,0.92572,0.95325,0.96265,0.88622,0.85508,0.84765,1.0687,0.79727,1.3639,0.59579,1.2489,0.70973
"Q75",0.9753350000000001,1.01905,1.11785,0.947345,1.0562,1.0804,0.97353,0.92361,0.9937,1.0948,1.0932,1.1028,1.0138,1.0183,0.99998,1.027,1.0049,1.0414,0.92572,0.95325,0.96265,0.88622,0.85508,0.84765,1.0687,0.79727,1.3639,0.59579,1.2489,0.70973
"Max",0.99216,1.0948,1.1226,0.96396,1.111,1.0979,1.0163,0.92405,0.9937,1.0948,1.0932,1.1028,1.0138,1.0183,0.99998,1.027,1.0049,1.0414,0.92572,0.95325,0.96265,0.88622,0.85508,0.84765,1.0687,0.79727,1.3639,0.59579,1.2489,0.70973
"NAs",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
"NA%",40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
"unique",3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"error",0.027877664562898415,0.03129413097264938,0.014721224284835967,0.02902268327437084,0.05417735651782263,0.010974110948551205,0.018691367387508456,0.006858565069663984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
