"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",NA,0.74002,0.75251,0.88198,NA,0.63544,0.78674,0.70835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",0.78002,0.75604,1.0704,0.94602,NA,0.93355,0.80723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",0.43841,0.72879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0019_01",0.79321,NA,0.86902,NA,0.71292,NA,NA,0.54887,NA,0.7536,NA,0.99862,0.63576,0.95782,0.62693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0021_01",NA,0.62398,NA,0.93529,0.9706,0.44746,1.2211,0.57555,1.0927,1.2512,NA,NA,0.95877,0.68305,0.82283,0.8504,NA,NA,NA,NA,NA,NA,NA,NA,0.79728,NA,NA,NA,NA,NA
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",0.6705466666666666,0.7122075,0.89731,0.9210966666666666,0.8417600000000001,0.6721499999999999,0.9383566666666668,0.6109233333333334,1.0927,1.0024000000000002,NaN,0.99862,0.797265,0.820435,0.72488,0.8504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.79728,NaN,NaN,NaN,NaN,NaN
"Min",0.43841,0.62398,0.75251,0.88198,0.71292,0.44746,0.78674,0.54887,1.0927,0.7536,NaN,0.99862,0.63576,0.68305,0.62693,0.8504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.79728,NaN,NaN,NaN,NaN,NaN
"Q25",0.6092150000000001,0.7025875,0.810765,0.908635,0.77734,0.54145,0.796985,0.56221,1.0927,0.8780000000000001,NaN,0.99862,0.7165125,0.7517425,0.675905,0.8504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.79728,NaN,NaN,NaN,NaN,NaN
"Q50",0.78002,0.734405,0.86902,0.93529,0.8417600000000001,0.63544,0.80723,0.57555,1.0927,1.0024000000000002,NaN,0.99862,0.797265,0.820435,0.72488,0.8504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.79728,NaN,NaN,NaN,NaN,NaN
"Q75",0.7866150000000001,0.744025,0.9697100000000001,0.940655,0.90618,0.7844949999999999,1.014165,0.64195,1.0927,1.1268000000000002,NaN,0.99862,0.8780175,0.8891275000000001,0.773855,0.8504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.79728,NaN,NaN,NaN,NaN,NaN
"Max",0.79321,0.75604,1.0704,0.94602,0.9706,0.93355,1.2211,0.70835,1.0927,1.2512,NaN,0.99862,0.95877,0.95782,0.82283,0.8504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.79728,NaN,NaN,NaN,NaN,NaN
"NAs",2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
"NA%",40.0,20.0,40.0,40.0,60.0,40.0,40.0,40.0,80.0,60.0,100.0,80.0,60.0,60.0,60.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0
"unique",3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"error",0.06704813199264915,0.014967947890826592,0.053607375218133725,0.011432742615125368,0.09110363768807479,0.08170515426417928,0.08169237992026575,0.028474007900643816,NaN,0.17592816715921303,NaN,NaN,0.11420128069553337,0.09714586513331382,0.06926110921722231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
