"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",1.1561,0.84021,0.94765,0.95985,0.57501,NA,0.87738,0.90897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",0.91493,0.64652,1.7953,0.85174,0.54053,1.1166,0.59009,0.96666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",NA,0.83709,0.96554,NA,0.66177,0.52593,0.98655,1.1574,NA,NA,NA,NA,NA,NA,NA,NA,1.1852,0.97663,0.96108,0.98038,0.70862,1.1418,1.3519,0.82604,NA,NA,NA,1.1759,NA,NA
"P_MS0019_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0021_01",1.1432,0.67578,0.58879,0.77691,0.83079,0.66697,0.95975,0.89712,1.022,0.975,0.9887,0.67757,1.0191,0.91357,0.76026,0.71353,1.2303,0.79369,1.0226,0.91298,0.94184,0.98824,1.1493,NA,1.2115,NA,1.1672,NA,0.99948,1.8458
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",1.07141,0.7499,1.07432,0.8628333333333332,0.652025,0.7698333333333333,0.8534425,0.9825375000000001,1.022,0.975,0.9887,0.67757,1.0191,0.91357,0.76026,0.71353,1.2077499999999999,0.88516,0.99184,0.94668,0.82523,1.06502,1.2506,0.82604,1.2115,NaN,1.1672,1.1759,0.99948,1.8458
"Min",0.91493,0.64652,0.58879,0.77691,0.54053,0.52593,0.59009,0.89712,1.022,0.975,0.9887,0.67757,1.0191,0.91357,0.76026,0.71353,1.1852,0.79369,0.96108,0.91298,0.70862,0.98824,1.1493,0.82604,1.2115,NaN,1.1672,1.1759,0.99948,1.8458
"Q25",1.0290650000000001,0.6684650000000001,0.857935,0.814325,0.56639,0.5964499999999999,0.8055575,0.9060075,1.022,0.975,0.9887,0.67757,1.0191,0.91357,0.76026,0.71353,1.196475,0.8394250000000001,0.9764600000000001,0.9298299999999999,0.7669250000000001,1.02663,1.1999499999999999,0.82604,1.2115,NaN,1.1672,1.1759,0.99948,1.8458
"Q50",1.1432,0.756435,0.956595,0.85174,0.61839,0.66697,0.9185650000000001,0.937815,1.022,0.975,0.9887,0.67757,1.0191,0.91357,0.76026,0.71353,1.2077499999999999,0.88516,0.99184,0.94668,0.82523,1.06502,1.2506,0.82604,1.2115,NaN,1.1672,1.1759,0.99948,1.8458
"Q75",1.1496499999999998,0.83787,1.17298,0.905795,0.704025,0.891785,0.96645,1.014345,1.022,0.975,0.9887,0.67757,1.0191,0.91357,0.76026,0.71353,1.219025,0.930895,1.00722,0.96353,0.883535,1.10341,1.30125,0.82604,1.2115,NaN,1.1672,1.1759,0.99948,1.8458
"Max",1.1561,0.84021,1.7953,0.95985,0.83079,1.1166,0.98655,1.1574,1.022,0.975,0.9887,0.67757,1.0191,0.91357,0.76026,0.71353,1.2303,0.97663,1.0226,0.98038,0.94184,1.1418,1.3519,0.82604,1.2115,NaN,1.1672,1.1759,0.99948,1.8458
"NAs",2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0
"NA%",40.0,20.0,20.0,40.0,20.0,40.0,20.0,20.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,80.0,80.0,100.0,80.0,80.0,80.0,80.0
"unique",3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
"error",0.04522302179200322,0.025795344783506965,0.12775545639032407,0.03065771143399928,0.032408311530377515,0.1028258566884016,0.04540246741528299,0.030116895616289868,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.015945257915756617,0.0646790572751335,0.02175060458929817,0.023829498525986655,0.0824557217541633,0.05429165865950309,0.0716299169341973,NaN,NaN,NaN,NaN,NaN,NaN,NaN
