"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",1.1041,0.86831,0.78133,0.85089,0.82768,0.84077,0.94264,1.0796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",0.97047,0.97539,1.0859,0.9822,0.96443,0.96015,0.95931,0.90854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",1.6192,0.8728,1.4618,0.92523,1.1487,1.3042,0.95551,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77983,0.86824,NA,0.87414,NA,NA,NA,1.3095,NA,NA,NA,NA,NA,NA
"P_MS0019_01",NA,NA,NA,0.81897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0021_01",1.1849,0.92511,0.91021,0.86247,0.97316,0.78126,0.90322,0.91837,0.95761,0.85901,0.93366,0.95085,0.9752,0.78046,1.0641,0.83531,0.66422,1.0914,1.3165,NA,NA,0.93937,NA,0.98133,0.60136,2.0222,1.2127,0.75387,NA,NA
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",1.2196675,0.9104025,1.0598100000000001,0.887952,0.9784925,0.9715950000000001,0.9401700000000001,0.9688366666666667,0.95761,0.85901,0.93366,0.95085,0.9752,0.78046,1.0641,0.83531,0.722025,0.9798199999999999,1.3165,0.87414,NaN,0.93937,NaN,1.145415,0.60136,2.0222,1.2127,0.75387,NaN,NaN
"Min",0.97047,0.86831,0.78133,0.81897,0.82768,0.78126,0.90322,0.90854,0.95761,0.85901,0.93366,0.95085,0.9752,0.78046,1.0641,0.83531,0.66422,0.86824,1.3165,0.87414,NaN,0.93937,NaN,0.98133,0.60136,2.0222,1.2127,0.75387,NaN,NaN
"Q25",1.0706925,0.8716775000000001,0.8779899999999999,0.85089,0.9302425,0.8258925,0.9327850000000001,0.913455,0.95761,0.85901,0.93366,0.95085,0.9752,0.78046,1.0641,0.83531,0.6931225000000001,0.9240299999999999,1.3165,0.87414,NaN,0.93937,NaN,1.0633725,0.60136,2.0222,1.2127,0.75387,NaN,NaN
"Q50",1.1445,0.898955,0.998055,0.86247,0.9687950000000001,0.90046,0.949075,0.91837,0.95761,0.85901,0.93366,0.95085,0.9752,0.78046,1.0641,0.83531,0.722025,0.9798199999999999,1.3165,0.87414,NaN,0.93937,NaN,1.145415,0.60136,2.0222,1.2127,0.75387,NaN,NaN
"Q75",1.2934750000000002,0.93768,1.179875,0.92523,1.017045,1.0461624999999999,0.95646,0.998985,0.95761,0.85901,0.93366,0.95085,0.9752,0.78046,1.0641,0.83531,0.7509275,1.03561,1.3165,0.87414,NaN,0.93937,NaN,1.2274575,0.60136,2.0222,1.2127,0.75387,NaN,NaN
"Max",1.6192,0.97539,1.4618,0.9822,1.1487,1.3042,0.95931,1.0796,0.95761,0.85901,0.93366,0.95085,0.9752,0.78046,1.0641,0.83531,0.77983,1.0914,1.3165,0.87414,NaN,0.93937,NaN,1.3095,0.60136,2.0222,1.2127,0.75387,NaN,NaN
"NAs",1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0
"NA%",20.0,20.0,20.0,0.0,20.0,20.0,20.0,40.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,60.0,60.0,80.0,80.0,100.0,80.0,100.0,60.0,80.0,80.0,80.0,80.0,100.0,100.0
"unique",4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0
"error",0.0701620503244394,0.012604076948716495,0.07390984353138176,0.01305901040661198,0.0328954127611916,0.05847001847457095,0.006411348337128466,0.03201656556175832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.040874307486488376,0.07889897464479494,NaN,NaN,NaN,NaN,NaN,0.11602561619099468,NaN,NaN,NaN,NaN,NaN,NaN
