"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",1.6721,NA,1.8156,1.5043,NA,1.6145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",1.0745,NA,NA,1.7356,1.2131,NA,1.8067,1.5226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",1.1295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0478,NA,NA,NA,NA,NA,1.5687,1.6135,NA,NA,2.5058,NA,NA,NA
"P_MS0019_01",NA,NA,1.7462,NA,NA,NA,NA,1.6997,NA,1.2349,1.4835,NA,1.4855,1.8668,1.5578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0021_01",NA,1.2618,NA,1.6833,1.6492,NA,1.0981,1.4952,NA,1.5149,1.5185,1.7421,NA,1.6887,1.8909,NA,NA,NA,1.693,1.087,NA,1.4482,1.2682,1.3931,NA,0.89342,1.759,NA,1.131,NA
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",1.2920333333333334,1.2618,1.7809,1.6410666666666665,1.4311500000000001,1.6145,1.4524,1.5724999999999998,NaN,1.3749,1.501,1.7421,1.4855,1.7777500000000002,1.72435,NaN,1.0478,NaN,1.693,1.087,NaN,1.4482,1.41845,1.5032999999999999,NaN,0.89342,2.1323999999999996,NaN,1.131,NaN
"Min",1.0745,1.2618,1.7462,1.5043,1.2131,1.6145,1.0981,1.4952,NaN,1.2349,1.4835,1.7421,1.4855,1.6887,1.5578,NaN,1.0478,NaN,1.693,1.087,NaN,1.4482,1.2682,1.3931,NaN,0.89342,1.759,NaN,1.131,NaN
"Q25",1.1019999999999999,1.2618,1.76355,1.5937999999999999,1.3221250000000002,1.6145,1.27525,1.5089000000000001,NaN,1.3049,1.4922499999999999,1.7421,1.4855,1.733225,1.641075,NaN,1.0478,NaN,1.693,1.087,NaN,1.4482,1.3433249999999999,1.4482,NaN,0.89342,1.9456999999999998,NaN,1.131,NaN
"Q50",1.1295,1.2618,1.7809,1.6833,1.4311500000000001,1.6145,1.4524,1.5226,NaN,1.3749,1.501,1.7421,1.4855,1.7777500000000002,1.72435,NaN,1.0478,NaN,1.693,1.087,NaN,1.4482,1.41845,1.5032999999999999,NaN,0.89342,2.1323999999999996,NaN,1.131,NaN
"Q75",1.4007999999999998,1.2618,1.7982500000000001,1.70945,1.5401749999999998,1.6145,1.62955,1.6111499999999999,NaN,1.4449,1.5097500000000001,1.7421,1.4855,1.822275,1.807625,NaN,1.0478,NaN,1.693,1.087,NaN,1.4482,1.493575,1.5583999999999998,NaN,0.89342,2.3190999999999997,NaN,1.131,NaN
"Max",1.6721,1.2618,1.8156,1.7356,1.6492,1.6145,1.8067,1.6997,NaN,1.5149,1.5185,1.7421,1.4855,1.8668,1.8909,NaN,1.0478,NaN,1.693,1.087,NaN,1.4482,1.5687,1.6135,NaN,0.89342,2.5058,NaN,1.131,NaN
"NAs",2.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,3.0,5.0,4.0,5.0
"NA%",40.0,80.0,60.0,40.0,60.0,80.0,60.0,40.0,100.0,60.0,60.0,80.0,80.0,60.0,60.0,100.0,80.0,100.0,80.0,80.0,100.0,80.0,60.0,60.0,100.0,80.0,60.0,100.0,80.0,100.0
"unique",3.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
"error",0.1100980640324965,NaN,0.024536605307173245,0.040431922664775306,0.15418463363772666,NaN,0.25052793257439376,0.03700235728226573,NaN,0.09899494936611658,0.012374368670764553,NaN,NaN,0.06296785886466202,0.11776863440661947,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.10624279387327877,0.07792316728675751,NaN,NaN,0.26403367209505685,NaN,NaN,NaN
