"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",1.1434,1.0052,1.3151,1.3448,0.70822,0.61703,0.72477,0.39664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",1.2112,0.75429,0.59742,1.1978,0.99259,0.79006,0.65197,0.19815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",0.99858,0.70411,0.47506,0.49406,0.3624,0.31953,0.22954,0.10647,NA,NA,NA,NA,NA,NA,NA,NA,0.94202,0.71388,0.79276,0.57129,0.46875,0.37077,0.20253,0.1328,NA,NA,1.359,0.65162,NA,NA
"P_MS0019_01",0.97822,0.93349,0.71626,0.78161,0.41096,0.27895,0.14922,0.11728,1.107,0.85805,0.71827,0.6671,0.52423,0.30714,0.24947,0.10568,NA,NA,NA,NA,NA,NA,NA,NA,1.0946,0.56854,NA,NA,NA,NA
"P_MS0021_01",0.72249,1.2433,1.2601,1.5316,2.0699,0.84262,0.93992,0.54793,0.82824,0.71878,1.5261,1.6821,0.92891,1.4072,1.0871,0.08612,0.90505,0.65121,0.6152,0.55046,0.43963,0.23652,0.21676,0.10313,1.3026,0.6276,1.5231,0.59718,0.79988,1.6878
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",1.010778,0.928078,0.8727879999999999,1.0699740000000002,0.9088139999999999,0.5696380000000001,0.539084,0.273294,0.9676199999999999,0.788415,1.122185,1.1745999999999999,0.7265699999999999,0.85717,0.668285,0.0959,0.923535,0.682545,0.70398,0.560875,0.45419,0.303645,0.209645,0.117965,1.1985999999999999,0.5980700000000001,1.44105,0.6244000000000001,0.79988,1.6878
"Min",0.72249,0.70411,0.47506,0.49406,0.3624,0.27895,0.14922,0.10647,0.82824,0.71878,0.71827,0.6671,0.52423,0.30714,0.24947,0.08612,0.90505,0.65121,0.6152,0.55046,0.43963,0.23652,0.20253,0.10313,1.0946,0.56854,1.359,0.59718,0.79988,1.6878
"Q25",0.97822,0.75429,0.59742,0.78161,0.41096,0.31953,0.22954,0.11728,0.8979299999999999,0.7535975,0.9202275,0.92085,0.6254,0.582155,0.4588775,0.09101000000000001,0.9142925,0.6668775,0.65959,0.5556675,0.44691000000000003,0.2700825,0.20608749999999998,0.11054749999999999,1.1466,0.5833050000000001,1.4000249999999999,0.61079,0.79988,1.6878
"Q50",0.99858,0.93349,0.71626,1.1978,0.70822,0.61703,0.65197,0.19815,0.9676199999999999,0.788415,1.122185,1.1745999999999999,0.7265699999999999,0.85717,0.668285,0.0959,0.923535,0.682545,0.70398,0.560875,0.45419,0.303645,0.209645,0.117965,1.1985999999999999,0.5980700000000001,1.44105,0.6244000000000001,0.79988,1.6878
"Q75",1.1434,1.0052,1.2601,1.3448,0.99259,0.79006,0.72477,0.39664,1.03731,0.8232325,1.3241425000000002,1.42835,0.8277399999999999,1.1321850000000002,0.8776925,0.10078999999999999,0.9327775,0.6982124999999999,0.74837,0.5660825,0.46147,0.3372075,0.2132025,0.1253825,1.2506,0.612835,1.482075,0.63801,0.79988,1.6878
"Max",1.2112,1.2433,1.3151,1.5316,2.0699,0.84262,0.93992,0.54793,1.107,0.85805,1.5261,1.6821,0.92891,1.4072,1.0871,0.10568,0.94202,0.71388,0.79276,0.57129,0.46875,0.37077,0.21676,0.1328,1.3026,0.6276,1.5231,0.65162,0.79988,1.6878
"NAs",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0
"NA%",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,80.0,80.0
"unique",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
"error",0.0376930177194663,0.0430936115775877,0.07772815467255093,0.08484091656270576,0.13934862522177965,0.05219238997018627,0.06750581196608185,0.038530040763020225,0.098556543161781,0.04923938070792524,0.28561103552296435,0.3588566914521728,0.14307598610528605,0.38892994285603677,0.2961469265626439,0.006915504320004432,0.013070868850233312,0.022157190988480468,0.06277694003374171,0.007364517126057898,0.010295474734076125,0.047464542687147,0.005031064748142293,0.010489929098902433,0.07353910524340093,0.020880863248438748,0.058018111396356195,0.0192474465838978,NaN,NaN
