"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",0.98092,1.0531,1.1994,1.3595,0.93269,0.85179,1.0617,0.78612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",0.9427,1.0933,1.0486,1.201,0.81727,NA,1.0929,0.71419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",0.97939,0.76375,0.54407,0.90042,0.8701,1.1328,1.0972,0.65111,NA,NA,NA,NA,NA,NA,NA,NA,1.1121,1.0457,1.1013,1.0304,1.0756,1.3477,0.88887,0.89615,NA,NA,1.3694,0.62099,NA,NA
"P_MS0019_01",0.87351,1.078,1.0231,2.0069,0.7227,1.1949,0.73881,0.5525,0.98096,1.7424,0.92579,1.3277,1.2823,0.73906,0.97456,0.65298,NA,NA,NA,NA,NA,NA,NA,NA,0.84276,0.86545,NA,NA,NA,NA
"P_MS0021_01",0.8717,0.94503,0.98017,0.97892,1.4199,NA,0.74949,0.83434,0.93128,0.90398,1.0408,0.88386,1.0072,1.1639,0.87766,1.0466,0.82756,0.90392,0.93465,0.95761,0.91046,0.83506,0.89456,0.89879,1.2868,0.76015,NA,0.78499,0.89285,0.99929
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",0.929644,0.9866360000000001,0.959068,1.289348,0.952532,1.05983,0.94802,0.7076520000000001,0.9561200000000001,1.3231899999999999,0.983295,1.10578,1.1447500000000002,0.95148,0.92611,0.84979,0.96983,0.97481,1.0179749999999999,0.994005,0.99303,1.09138,0.891715,0.89747,1.0647799999999998,0.8128,1.3694,0.70299,0.89285,0.99929
"Min",0.8717,0.76375,0.54407,0.90042,0.7227,0.85179,0.73881,0.5525,0.93128,0.90398,0.92579,0.88386,1.0072,0.73906,0.87766,0.65298,0.82756,0.90392,0.93465,0.95761,0.91046,0.83506,0.88887,0.89615,0.84276,0.76015,1.3694,0.62099,0.89285,0.99929
"Q25",0.87351,0.94503,0.98017,0.97892,0.81727,0.992295,0.74949,0.65111,0.9437,1.113585,0.9545425,0.99482,1.0759750000000001,0.84527,0.9018849999999999,0.751385,0.898695,0.939365,0.9763124999999999,0.9758074999999999,0.9517450000000001,0.96322,0.8902925000000002,0.89681,0.9537699999999999,0.786475,1.3694,0.6619900000000001,0.89285,0.99929
"Q50",0.9427,1.0531,1.0231,1.201,0.8701,1.1328,1.0617,0.71419,0.9561200000000001,1.3231899999999999,0.983295,1.10578,1.1447500000000002,0.95148,0.92611,0.84979,0.96983,0.97481,1.0179749999999999,0.994005,0.99303,1.09138,0.891715,0.89747,1.0647799999999998,0.8128,1.3694,0.70299,0.89285,0.99929
"Q75",0.97939,1.078,1.0486,1.3595,0.93269,1.16385,1.0929,0.78612,0.9685400000000001,1.532795,1.0120475,1.2167400000000002,1.213525,1.05769,0.950335,0.948195,1.0409650000000001,1.0102550000000001,1.0596375,1.0122025,1.0343149999999999,1.21954,0.8931374999999999,0.89813,1.17579,0.839125,1.3694,0.7439899999999999,0.89285,0.99929
"Max",0.98092,1.0933,1.1994,2.0069,1.4199,1.1949,1.0972,0.83434,0.98096,1.7424,1.0408,1.3277,1.2823,1.1639,0.97456,1.0466,1.1121,1.0457,1.1013,1.0304,1.0756,1.3477,0.89456,0.89879,1.2868,0.86545,1.3694,0.78499,0.89285,0.99929
"NAs",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0
"NA%",0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,80.0,60.0,80.0,80.0
"unique",5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
"error",0.010854899778441066,0.02748659326289818,0.04924877467308196,0.08804760515085006,0.05447386014227373,0.06094130482138804,0.03732974875350757,0.022252856598648185,0.01756453244467386,0.2964262337412126,0.040662175452132396,0.15692113688091866,0.09726253775220957,0.15020362245964639,0.03425932354848822,0.1391656856053244,0.10060008175941017,0.0501267997183144,0.05891967254236906,0.025735151301284405,0.058385806922573176,0.1812456101537358,0.0020117187924757183,0.0009333809511662341,0.15699184755903728,0.03722917202947175,NaN,0.05798275605729687,NaN,NaN
