"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",NA,0.84818,NA,1.0722,1.0618,0.86084,1.0311,0.99855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",0.97538,0.70049,0.89017,0.4933,NA,0.69482,0.9622,0.87481,NA,NA,NA,NA,NA,NA,NA,NA,1.0014,0.94283,1.0398,0.89129,0.92852,1.3801,0.81475,0.9306,NA,NA,0.58722,1.834,NA,NA
"P_MS0019_01",NA,1.1136,0.50043,NA,NA,NA,NA,NA,0.72725,1.2808,NA,0.73259,0.74519,0.54915,0.64775,0.55513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0021_01",1.0234,0.85778,0.53876,1.0218,1.0366,0.67383,1.1066,0.9119,0.82309,1.0159,0.87353,0.90992,0.99371,1.0318,0.96118,0.89881,0.99014,0.89022,0.93991,0.95115,0.96591,0.89868,NA,1.005,0.35458,1.9085,0.60694,1.6959,1.3666,0.56029
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",0.99939,0.8800125,0.64312,0.8624333333333333,1.0492,0.7431633333333334,1.0332999999999999,0.92842,0.7751699999999999,1.14835,0.87353,0.821255,0.8694500000000001,0.790475,0.804465,0.72697,0.99577,0.916525,0.989855,0.92122,0.947215,1.1393900000000001,0.81475,0.9678,0.35458,1.9085,0.59708,1.76495,1.3666,0.56029
"Min",0.97538,0.70049,0.50043,0.4933,1.0366,0.67383,0.9622,0.87481,0.72725,1.0159,0.87353,0.73259,0.74519,0.54915,0.64775,0.55513,0.99014,0.89022,0.93991,0.89129,0.92852,0.89868,0.81475,0.9306,0.35458,1.9085,0.58722,1.6959,1.3666,0.56029
"Q25",0.9873850000000001,0.8112575,0.519595,0.7575500000000001,1.0429,0.6843250000000001,0.99665,0.893355,0.75121,1.082125,0.87353,0.7769225,0.80732,0.6698125,0.7261075,0.64105,0.992955,0.9033724999999999,0.9648825,0.906255,0.9378675000000001,1.0190350000000001,0.81475,0.9491999999999999,0.35458,1.9085,0.59215,1.7304249999999999,1.3666,0.56029
"Q50",0.99939,0.8529800000000001,0.53876,1.0218,1.0492,0.69482,1.0311,0.9119,0.7751699999999999,1.14835,0.87353,0.821255,0.8694500000000001,0.790475,0.804465,0.72697,0.99577,0.916525,0.989855,0.92122,0.947215,1.1393900000000001,0.81475,0.9678,0.35458,1.9085,0.59708,1.76495,1.3666,0.56029
"Q75",1.011395,0.921735,0.714465,1.0470000000000002,1.0555,0.77783,1.0688499999999999,0.955225,0.7991299999999999,1.214575,0.87353,0.8655875,0.93158,0.9111375,0.8828225000000001,0.81289,0.9985850000000001,0.9296774999999999,1.0148275,0.936185,0.9565625,1.259745,0.81475,0.9863999999999999,0.35458,1.9085,0.60201,1.7994750000000002,1.3666,0.56029
"Max",1.0234,1.1136,0.89017,1.0722,1.0618,0.86084,1.1066,0.99855,0.82309,1.2808,0.87353,0.90992,0.99371,1.0318,0.96118,0.89881,1.0014,0.94283,1.0398,0.95115,0.96591,1.3801,0.81475,1.005,0.35458,1.9085,0.60694,1.834,1.3666,0.56029
"NAs",3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0
"NA%",60.0,20.0,40.0,40.0,60.0,40.0,40.0,40.0,60.0,60.0,80.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,80.0,60.0,80.0,80.0,60.0,60.0,80.0,80.0
"unique",2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0
"error",0.01697763381628903,0.04289013102174554,0.07160274211074445,0.10689018421483558,0.008909545442950537,0.0341499852502544,0.024075044709777334,0.02116753200330902,0.03388455695445937,0.09365629316815818,NaN,0.06269562275390524,0.08786508863024038,0.1706425439698436,0.11081423921364979,0.12150922927909633,0.003981011178080279,0.01860044387911211,0.03531644818636213,0.021163705960913375,0.013219361274282517,0.1702076732994139,NaN,0.026304372260139534,NaN,NaN,0.006972072862499384,0.048825723240931145,NaN,NaN
