"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",0.88279,0.89136,1.2002,1.2824,0.84884,0.69566,1.0312,0.56078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",0.80562,0.82551,1.098,1.0747,0.77572,0.64189,1.1088,0.50871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",0.98029,0.76272,0.65388,0.87457,0.73188,0.8153,0.92257,0.63888,NA,NA,NA,NA,NA,NA,NA,NA,1.0293,1.1183,0.92202,0.84632,0.66331,1.0841,0.74444,0.70437,NA,NA,1.0978,0.74237,NA,NA
"P_MS0019_01",1.1451,1.0477,0.82846,0.98143,0.64006,0.71326,0.60297,0.45884,0.97072,0.63235,0.77215,0.81268,0.61827,0.49064,0.62567,0.61758,NA,NA,NA,NA,NA,NA,NA,NA,1.6583,0.53651,NA,NA,NA,NA
"P_MS0021_01",0.90856,0.86909,0.79915,1.0083,1.3592,0.70251,0.78309,0.65223,0.89935,0.87489,0.80756,0.69435,0.91776,0.83533,0.77166,0.83837,0.90822,0.78085,0.86233,0.8425,0.62052,0.88194,0.93469,0.81982,1.2889,0.49779,1.1235,0.6278,0.61927,1.1072
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",0.944472,0.879276,0.915938,1.04428,0.8711400000000001,0.713724,0.8897259999999999,0.563888,0.9350350000000001,0.75362,0.789855,0.7535149999999999,0.768015,0.662985,0.698665,0.727975,0.9687600000000001,0.9495750000000001,0.8921749999999999,0.84441,0.641915,0.98302,0.839565,0.762095,1.4736,0.51715,1.1106500000000001,0.6850849999999999,0.61927,1.1072
"Min",0.80562,0.76272,0.65388,0.87457,0.64006,0.64189,0.60297,0.45884,0.89935,0.63235,0.77215,0.69435,0.61827,0.49064,0.62567,0.61758,0.90822,0.78085,0.86233,0.8425,0.62052,0.88194,0.74444,0.70437,1.2889,0.49779,1.0978,0.6278,0.61927,1.1072
"Q25",0.88279,0.82551,0.79915,0.98143,0.73188,0.69566,0.78309,0.50871,0.9171925,0.692985,0.7810025,0.7239325,0.6931425,0.5768125000000001,0.6621675,0.6727775,0.93849,0.8652125,0.8772525,0.843455,0.6312175,0.93248,0.7920024999999999,0.7332325000000001,1.38125,0.5074700000000001,1.104225,0.6564425,0.61927,1.1072
"Q50",0.90856,0.86909,0.82846,1.0083,0.77572,0.70251,0.92257,0.56078,0.9350350000000001,0.75362,0.789855,0.7535149999999999,0.768015,0.662985,0.698665,0.727975,0.9687600000000001,0.9495750000000001,0.8921749999999999,0.84441,0.641915,0.98302,0.839565,0.762095,1.4736,0.51715,1.1106500000000001,0.6850849999999999,0.61927,1.1072
"Q75",0.98029,0.89136,1.098,1.0747,0.84884,0.71326,1.0312,0.63888,0.9528775,0.814255,0.7987074999999999,0.7830975,0.8428875,0.7491575,0.7351625,0.7831725,0.9990300000000001,1.0339375,0.9070975,0.8453649999999999,0.6526124999999999,1.03356,0.8871275000000001,0.7909575,1.56595,0.52683,1.117075,0.7137275,0.61927,1.1072
"Max",1.1451,1.0477,1.2002,1.2824,1.3592,0.8153,1.1088,0.65223,0.97072,0.87489,0.80756,0.81268,0.91776,0.83533,0.77166,0.83837,1.0293,1.1183,0.92202,0.84632,0.66331,1.0841,0.93469,0.81982,1.6583,0.53651,1.1235,0.74237,0.61927,1.1072
"NAs",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0
"NA%",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,80.0,80.0
"unique",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
"error",0.025672698003910692,0.021234995954791242,0.04515724629336913,0.03027749623069913,0.05662121016015111,0.012621443863520534,0.04033451109409906,0.01658838831231051,0.025233105486641965,0.08575083935449261,0.012519325560907804,0.04183597270890206,0.10588570494877957,0.12186631820359553,0.05161525949271206,0.0780610531090889,0.04280824453303361,0.11930659165570023,0.02110360188451248,0.0013505739520662827,0.015128549583486183,0.07147435344233627,0.06726353256037035,0.04081773894399344,0.1306026224851554,0.013689587283771572,0.009086322138247076,0.04050661196027136,NaN,NaN
