"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0019_01",NA,0.84413,0.89415,0.78111,NA,1.0021,1.0051,0.90111,0.89022,0.57796,0.92639,0.78261,0.89823,0.66048,0.86766,0.83565,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2598,NA,NA,NA,NA
"P_MS0021_01",NA,NA,NA,NA,NA,NA,NA,NA,1.1027,NA,NA,0.93582,NA,NA,NA,0.84422,NA,0.86293,NA,0.91882,0.80035,0.62422,0.93012,1.1096,0.67084,NA,0.66478,1.2814,0.77565,1.0241
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",NaN,0.84413,0.89415,0.78111,NaN,1.0021,1.0051,0.90111,0.99646,0.57796,0.92639,0.8592150000000001,0.89823,0.66048,0.86766,0.839935,NaN,0.86293,NaN,0.91882,0.80035,0.62422,0.93012,1.1096,0.67084,1.2598,0.66478,1.2814,0.77565,1.0241
"Min",NaN,0.84413,0.89415,0.78111,NaN,1.0021,1.0051,0.90111,0.89022,0.57796,0.92639,0.78261,0.89823,0.66048,0.86766,0.83565,NaN,0.86293,NaN,0.91882,0.80035,0.62422,0.93012,1.1096,0.67084,1.2598,0.66478,1.2814,0.77565,1.0241
"Q25",NaN,0.84413,0.89415,0.78111,NaN,1.0021,1.0051,0.90111,0.94334,0.57796,0.92639,0.8209125,0.89823,0.66048,0.86766,0.8377924999999999,NaN,0.86293,NaN,0.91882,0.80035,0.62422,0.93012,1.1096,0.67084,1.2598,0.66478,1.2814,0.77565,1.0241
"Q50",NaN,0.84413,0.89415,0.78111,NaN,1.0021,1.0051,0.90111,0.99646,0.57796,0.92639,0.8592150000000001,0.89823,0.66048,0.86766,0.839935,NaN,0.86293,NaN,0.91882,0.80035,0.62422,0.93012,1.1096,0.67084,1.2598,0.66478,1.2814,0.77565,1.0241
"Q75",NaN,0.84413,0.89415,0.78111,NaN,1.0021,1.0051,0.90111,1.04958,0.57796,0.92639,0.8975175,0.89823,0.66048,0.86766,0.8420775,NaN,0.86293,NaN,0.91882,0.80035,0.62422,0.93012,1.1096,0.67084,1.2598,0.66478,1.2814,0.77565,1.0241
"Max",NaN,0.84413,0.89415,0.78111,NaN,1.0021,1.0051,0.90111,1.1027,0.57796,0.92639,0.93582,0.89823,0.66048,0.86766,0.84422,NaN,0.86293,NaN,0.91882,0.80035,0.62422,0.93012,1.1096,0.67084,1.2598,0.66478,1.2814,0.77565,1.0241
"NAs",5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
"NA%",100.0,80.0,80.0,80.0,100.0,80.0,80.0,80.0,60.0,80.0,80.0,60.0,80.0,80.0,80.0,60.0,100.0,80.0,100.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
"unique",0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"error",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07512302443325881,NaN,NaN,0.05416791497279546,NaN,NaN,NaN,0.0030299525573843442,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
