"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"S_MS0006_01",0.77427,0.67404,0.83222,0.88202,0.74884,0.8592,1.0014,0.86808,0.83419,0.78704,0.69366,1.4407,0.66887,0.63562,1.1552,0.91802,NA,NA,NA,NA,NA,NA,NA,NA,0.76152,1.0186,NA,NA,NA,NA
"S_MS0006_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0006_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0008_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0008_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32887,NA,NA,NA,NA
"S_MS0009_01",NA,NA,NA,NA,1.0268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0016_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0016_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0016_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0021_01",NA,0.85067,NA,NA,0.52862,0.90979,NA,NA,NA,NA,NA,NA,0.55893,NA,NA,NA,NA,NA,NA,0.60887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0021_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41339,0.33246,NA,0.22855,0.28019,0.26592,NA,NA,NA,NA,NA,NA
"S_MS0021_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51921
"N",12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"Mean",0.77427,0.762355,0.83222,0.88202,0.7680866666666666,0.884495,1.0014,0.86808,0.83419,0.78704,0.69366,1.4407,0.6139,0.63562,1.1552,0.7808999999999999,NaN,NaN,0.41339,0.470665,NaN,0.22855,0.28019,0.26592,0.76152,0.673735,NaN,NaN,NaN,0.51921
"Min",0.77427,0.67404,0.83222,0.88202,0.52862,0.8592,1.0014,0.86808,0.83419,0.78704,0.69366,1.4407,0.55893,0.63562,1.1552,0.64378,NaN,NaN,0.41339,0.33246,NaN,0.22855,0.28019,0.26592,0.76152,0.32887,NaN,NaN,NaN,0.51921
"Q25",0.77427,0.7181975,0.83222,0.88202,0.63873,0.8718475,1.0014,0.86808,0.83419,0.78704,0.69366,1.4407,0.586415,0.63562,1.1552,0.71234,NaN,NaN,0.41339,0.4015625,NaN,0.22855,0.28019,0.26592,0.76152,0.5013025,NaN,NaN,NaN,0.51921
"Q50",0.77427,0.762355,0.83222,0.88202,0.74884,0.884495,1.0014,0.86808,0.83419,0.78704,0.69366,1.4407,0.6139,0.63562,1.1552,0.7808999999999999,NaN,NaN,0.41339,0.470665,NaN,0.22855,0.28019,0.26592,0.76152,0.673735,NaN,NaN,NaN,0.51921
"Q75",0.77427,0.8065125,0.83222,0.88202,0.8878199999999999,0.8971425,1.0014,0.86808,0.83419,0.78704,0.69366,1.4407,0.641385,0.63562,1.1552,0.84946,NaN,NaN,0.41339,0.5397675,NaN,0.22855,0.28019,0.26592,0.76152,0.8461675,NaN,NaN,NaN,0.51921
"Max",0.77427,0.85067,0.83222,0.88202,1.0268,0.90979,1.0014,0.86808,0.83419,0.78704,0.69366,1.4407,0.66887,0.63562,1.1552,0.91802,NaN,NaN,0.41339,0.60887,NaN,0.22855,0.28019,0.26592,0.76152,1.0186,NaN,NaN,NaN,0.51921
"NAs",11.0,10.0,11.0,11.0,9.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,11.0,11.0,10.0,12.0,12.0,11.0,10.0,12.0,11.0,11.0,11.0,11.0,10.0,12.0,12.0,12.0,11.0
"NA%",91.67,83.33,91.67,91.67,75.0,83.33,91.67,91.67,91.67,91.67,91.67,91.67,83.33,91.67,91.67,83.33,100.0,100.0,91.67,83.33,100.0,91.67,91.67,91.67,91.67,83.33,100.0,100.0,100.0,91.67
"unique",1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0
"error",NaN,0.06244813538048997,NaN,NaN,0.0832156861103411,0.01788626603011373,NaN,NaN,NaN,NaN,NaN,NaN,0.03886965976182449,NaN,NaN,0.09695848183629938,NaN,NaN,NaN,0.09772569269388681,NaN,NaN,NaN,NaN,NaN,0.2438563800938987,NaN,NaN,NaN,NaN
