"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",0.94693,0.63343,0.75887,0.75465,NA,0.63155,1.094,0.86452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",1.1148,NA,0.72549,NA,NA,0.84476,1.0095,0.88736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",0.93471,0.83292,1.0866,NA,0.83055,0.8647,0.91375,1.0635,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0592,1.1009,0.91859,1.19,NA,NA,NA,NA,NA,0.71976,NA,NA,NA
"P_MS0019_01",NA,NA,NA,0.9535,NA,1.0885,NA,1.1642,1.2024,NA,1.0776,NA,1.0574,NA,NA,0.8419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0021_01",1.1549,0.77411,0.88223,1.1423,0.88615,0.92513,1.1832,1.2733,1.1782,1.0568,1.105,0.91111,1.0913,1.1416,1.1835,1.0959,0.96028,0.72906,1.0221,1.0411,1.0328,1.099,NA,1.0179,0.92083,1.3982,NA,NA,0.783,1.3796
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",1.0378349999999998,0.74682,0.8632975,0.9501500000000002,0.85835,0.8709279999999999,1.0501125,1.050576,1.1903,1.0568,1.0913,0.91111,1.07435,1.1416,1.1835,0.9689000000000001,0.96028,0.89413,1.0615,0.979845,1.1114,1.099,NaN,1.0179,0.92083,1.3982,0.71976,NaN,0.783,1.3796
"Min",0.93471,0.63343,0.72549,0.75465,0.83055,0.63155,0.91375,0.86452,1.1782,1.0568,1.0776,0.91111,1.0574,1.1416,1.1835,0.8419,0.96028,0.72906,1.0221,0.91859,1.0328,1.099,NaN,1.0179,0.92083,1.3982,0.71976,NaN,0.783,1.3796
"Q25",0.943875,0.70377,0.7505250000000001,0.854075,0.8444499999999999,0.84476,0.9855625,0.88736,1.18425,1.0568,1.08445,0.91111,1.065875,1.1416,1.1835,0.9054,0.96028,0.8115950000000001,1.0418,0.9492175,1.0720999999999998,1.099,NaN,1.0179,0.92083,1.3982,0.71976,NaN,0.783,1.3796
"Q50",1.030865,0.77411,0.82055,0.9535,0.85835,0.8647,1.0517500000000002,1.0635,1.1903,1.0568,1.0913,0.91111,1.07435,1.1416,1.1835,0.9689000000000001,0.96028,0.89413,1.0615,0.979845,1.1114,1.099,NaN,1.0179,0.92083,1.3982,0.71976,NaN,0.783,1.3796
"Q75",1.124825,0.803515,0.9333225,1.0479,0.8722500000000001,0.92513,1.1163,1.1642,1.1963499999999998,1.0568,1.09815,0.91111,1.082825,1.1416,1.1835,1.0324,0.96028,0.976665,1.0812,1.0104724999999999,1.1507,1.099,NaN,1.0179,0.92083,1.3982,0.71976,NaN,0.783,1.3796
"Max",1.1549,0.83292,1.0866,1.1423,0.88615,1.0885,1.1832,1.2733,1.2024,1.0568,1.105,0.91111,1.0913,1.1416,1.1835,1.0959,0.96028,1.0592,1.1009,1.0411,1.19,1.099,NaN,1.0179,0.92083,1.3982,0.71976,NaN,0.783,1.3796
"NAs",1.0,2.0,1.0,2.0,3.0,0.0,1.0,0.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0
"NA%",20.0,40.0,20.0,40.0,60.0,0.0,20.0,0.0,60.0,80.0,60.0,80.0,60.0,80.0,80.0,60.0,80.0,60.0,60.0,60.0,60.0,80.0,100.0,80.0,80.0,80.0,80.0,100.0,80.0,80.0
"unique",4.0,3.0,4.0,3.0,2.0,5.0,4.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
"error",0.028330751144589626,0.034168899276648894,0.04085504249656135,0.06461557044895948,0.019657568516986013,0.03290908857443488,0.028825083793966103,0.03520507365707392,0.008555992052357225,NaN,0.009687362902255733,NaN,0.011985459941111994,NaN,NaN,0.08980256121069158,NaN,0.11672211637046336,0.027860007178749965,0.04331382588158193,0.05557859300126264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
