"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",0.89677,1.1325,0.95267,0.79016,0.8508,1.6072,0.87081,1.1123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",1.123,0.94349,0.80724,0.94217,1.0535,1.1011,0.90261,0.90307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",0.96418,1.0474,1.026,1.1084,1.3861,1.1768,1.0579,0.94825,NA,NA,NA,NA,NA,NA,NA,NA,0.91352,0.7998,1.1008,0.90898,0.98784,1.073,NA,0.93566,NA,NA,0.72237,1.274,NA,NA
"P_MS0019_01",0.92229,NA,0.93024,0.96984,0.97361,0.99343,0.96485,NA,0.90885,0.86177,0.93404,0.94127,0.98449,1.1133,0.86106,1.0239,NA,NA,NA,NA,NA,NA,NA,NA,0.64917,1.1972,NA,NA,NA,NA
"P_MS0021_01",0.90655,1.0002,1.5012,0.84005,0.77433,1.5594,0.78524,0.74914,0.96276,1.0348,1.0061,0.98134,1.0496,0.96138,1.0033,1.0794,0.83356,0.84621,0.97924,0.82243,0.99924,0.75726,0.96648,0.87338,1.1569,0.70207,1.1651,0.77976,0.8576,0.95568
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",0.9625580000000001,1.0308975,1.0434700000000001,0.930124,1.007668,1.287586,0.916282,0.92819,0.935805,0.948285,0.97007,0.9613050000000001,1.017045,1.03734,0.93218,1.05165,0.87354,0.823005,1.04002,0.865705,0.9935400000000001,0.91513,0.96648,0.90452,0.903035,0.949635,0.943735,1.02688,0.8576,0.95568
"Min",0.89677,0.94349,0.80724,0.79016,0.77433,0.99343,0.78524,0.74914,0.90885,0.86177,0.93404,0.94127,0.98449,0.96138,0.86106,1.0239,0.83356,0.7998,0.97924,0.82243,0.98784,0.75726,0.96648,0.87338,0.64917,0.70207,0.72237,0.77976,0.8576,0.95568
"Q25",0.90655,0.9860225,0.93024,0.84005,0.8508,1.1011,0.87081,0.8645875000000001,0.9223275,0.9050275000000001,0.952055,0.9512875,1.0007675,0.99936,0.89662,1.037775,0.85355,0.8114025,1.00963,0.8440675000000001,0.99069,0.836195,0.96648,0.88895,0.7761025,0.8258525,0.8330525,0.90332,0.8576,0.95568
"Q50",0.92229,1.0238,0.95267,0.94217,0.97361,1.1768,0.90261,0.92566,0.935805,0.948285,0.97007,0.9613050000000001,1.017045,1.03734,0.93218,1.05165,0.87354,0.823005,1.04002,0.865705,0.9935400000000001,0.91513,0.96648,0.90452,0.903035,0.949635,0.943735,1.02688,0.8576,0.95568
"Q75",0.96418,1.068675,1.026,0.96984,1.0535,1.5594,0.96485,0.9892625000000002,0.9492825,0.9915425,0.988085,0.9713225000000001,1.0333225000000001,1.07532,0.96774,1.065525,0.8935299999999999,0.8346075,1.07041,0.8873424999999999,0.9963900000000001,0.994065,0.96648,0.9200900000000001,1.0299675,1.0734175000000001,1.0544175,1.1504400000000001,0.8576,0.95568
"Max",1.123,1.1325,1.5012,1.1084,1.3861,1.6072,1.0579,1.1123,0.96276,1.0348,1.0061,0.98134,1.0496,1.1133,1.0033,1.0794,0.91352,0.84621,1.1008,0.90898,0.99924,1.073,0.96648,0.93566,1.1569,1.1972,1.1651,1.274,0.8576,0.95568
"NAs",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0
"NA%",0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,80.0,60.0,60.0,60.0,60.0,60.0,80.0,80.0
"unique",5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
"error",0.018662994154207947,0.019988438363943463,0.05354364944603609,0.024740259845038012,0.047489524095320236,0.055642993981273134,0.02045510710800606,0.03735773363709314,0.019060063286883356,0.06117534317435413,0.02547705732615131,0.014166884361072458,0.023019861261528093,0.05371183109893013,0.05028943427798727,0.019622213177926652,0.028270129111838183,0.016408412857433857,0.042977950160518356,0.03060004595584785,0.004030508652763309,0.11163094754592023,NaN,0.02201930516614909,0.1795096630059229,0.17505489028444765,0.1565286926173601,0.17474022776681963,NaN,NaN
