"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",0.8701,NA,1.3308,NA,0.83222,0.71754,1.2325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",0.99361,0.61758,NA,NA,0.54162,0.63524,0.91073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0574,NA,1.1697,NA,NA,NA,NA,NA,NA,0.34911,NA,NA
"P_MS0019_01",NA,NA,NA,1.42,0.65937,0.85951,NA,0.59243,NA,NA,NA,NA,0.75856,0.71361,0.95352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0021_01",0.84725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",0.9036533333333333,0.61758,1.3308,1.42,0.6777366666666667,0.7374300000000001,1.071615,0.59243,NaN,NaN,NaN,NaN,0.75856,0.71361,0.95352,NaN,NaN,NaN,1.0574,NaN,1.1697,NaN,NaN,NaN,NaN,NaN,NaN,0.34911,NaN,NaN
"Min",0.84725,0.61758,1.3308,1.42,0.54162,0.63524,0.91073,0.59243,NaN,NaN,NaN,NaN,0.75856,0.71361,0.95352,NaN,NaN,NaN,1.0574,NaN,1.1697,NaN,NaN,NaN,NaN,NaN,NaN,0.34911,NaN,NaN
"Q25",0.858675,0.61758,1.3308,1.42,0.600495,0.67639,0.9911725,0.59243,NaN,NaN,NaN,NaN,0.75856,0.71361,0.95352,NaN,NaN,NaN,1.0574,NaN,1.1697,NaN,NaN,NaN,NaN,NaN,NaN,0.34911,NaN,NaN
"Q50",0.8701,0.61758,1.3308,1.42,0.65937,0.71754,1.071615,0.59243,NaN,NaN,NaN,NaN,0.75856,0.71361,0.95352,NaN,NaN,NaN,1.0574,NaN,1.1697,NaN,NaN,NaN,NaN,NaN,NaN,0.34911,NaN,NaN
"Q75",0.931855,0.61758,1.3308,1.42,0.745795,0.7885249999999999,1.1520575,0.59243,NaN,NaN,NaN,NaN,0.75856,0.71361,0.95352,NaN,NaN,NaN,1.0574,NaN,1.1697,NaN,NaN,NaN,NaN,NaN,NaN,0.34911,NaN,NaN
"Max",0.99361,0.61758,1.3308,1.42,0.83222,0.85951,1.2325,0.59243,NaN,NaN,NaN,NaN,0.75856,0.71361,0.95352,NaN,NaN,NaN,1.0574,NaN,1.1697,NaN,NaN,NaN,NaN,NaN,NaN,0.34911,NaN,NaN
"NAs",2.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
"NA%",40.0,80.0,80.0,80.0,40.0,40.0,60.0,80.0,100.0,100.0,100.0,100.0,80.0,80.0,80.0,100.0,100.0,100.0,80.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0
"unique",3.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"error",0.026246019874625933,NaN,NaN,NaN,0.04872267420289531,0.03781676186266848,0.11376287449119767,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
