"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",0.91734,0.50485,0.71416,0.84649,0.50005,0.24865,0.21136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",1.0535,0.53723,0.75132,0.8747,0.39488,0.26366,0.23059,0.03639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",0.87258,0.6296,1.0053,0.4194,0.51844,0.58987,0.27054,0.052899,NA,NA,NA,NA,NA,NA,NA,NA,0.86632,0.86059,0.71852,0.57367,0.47798,0.27644,0.081059,NA,NA,NA,1.4343,NA,NA,NA
"P_MS0019_01",1.1515,0.59435,0.77029,0.81944,0.44678,0.28952,0.092916,NA,0.88276,0.88148,1.0054,0.91969,0.80695,0.35224,0.5024,0.076819,NA,NA,NA,NA,NA,NA,NA,NA,1.133,0.95868,NA,NA,NA,NA
"P_MS0021_01",1.2092,0.78154,0.76218,0.80233,0.95917,0.26684,0.1265,NA,0.90621,NA,0.72835,0.75943,0.9726,0.33172,0.19404,0.10509,0.91473,0.64441,NA,0.56925,0.37708,0.12068,NA,NA,1.1908,0.56552,1.2243,0.53761,NA,0.89244
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",1.040824,0.609514,0.8006500000000001,0.7524719999999999,0.5638639999999999,0.331708,0.18638119999999997,0.044644500000000004,0.894485,0.88148,0.8668750000000001,0.8395600000000001,0.889775,0.34198,0.34822,0.0909545,0.890525,0.7525,0.71852,0.5714600000000001,0.42753,0.19856000000000001,0.081059,NaN,1.1619000000000002,0.7621,1.3293,0.53761,NaN,0.89244
"Min",0.87258,0.50485,0.71416,0.4194,0.39488,0.24865,0.092916,0.03639,0.88276,0.88148,0.72835,0.75943,0.80695,0.33172,0.19404,0.076819,0.86632,0.64441,0.71852,0.56925,0.37708,0.12068,0.081059,NaN,1.133,0.56552,1.2243,0.53761,NaN,0.89244
"Q25",0.91734,0.53723,0.75132,0.80233,0.44678,0.26366,0.1265,0.04051725,0.8886224999999999,0.88148,0.7976125000000001,0.7994950000000001,0.8483624999999999,0.33685,0.27113,0.08388675,0.8784225,0.698455,0.71852,0.5703550000000001,0.402305,0.15961999999999998,0.081059,NaN,1.14745,0.66381,1.2768,0.53761,NaN,0.89244
"Q50",1.0535,0.59435,0.76218,0.81944,0.50005,0.26684,0.21136,0.044644500000000004,0.894485,0.88148,0.8668750000000001,0.8395600000000001,0.889775,0.34198,0.34822,0.0909545,0.890525,0.7525,0.71852,0.5714600000000001,0.42753,0.19856000000000001,0.081059,NaN,1.1619000000000002,0.7621,1.3293,0.53761,NaN,0.89244
"Q75",1.1515,0.6296,0.77029,0.84649,0.51844,0.28952,0.23059,0.04877175,0.9003475000000001,0.88148,0.9361375000000001,0.879625,0.9311875000000001,0.34711,0.42530999999999997,0.09802225,0.9026275,0.806545,0.71852,0.572565,0.452755,0.23750000000000002,0.081059,NaN,1.17635,0.86039,1.3817999999999997,0.53761,NaN,0.89244
"Max",1.2092,0.78154,1.0053,0.8747,0.95917,0.58987,0.27054,0.052899,0.90621,0.88148,1.0054,0.91969,0.9726,0.35224,0.5024,0.10509,0.91473,0.86059,0.71852,0.57367,0.47798,0.27644,0.081059,NaN,1.1908,0.95868,1.4343,0.53761,NaN,0.89244
"NAs",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,4.0
"NA%",0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,80.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,80.0,60.0,60.0,60.0,80.0,100.0,60.0,60.0,60.0,80.0,100.0,80.0
"unique",5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0
"error",0.029036989706235045,0.021542021381476716,0.023280305410367803,0.03764127504216615,0.04524009895214642,0.029011112470913626,0.014826518063523883,0.005836812925304358,0.00829082700941226,NaN,0.09795196686386651,0.056660466376478036,0.05856611915177583,0.007254915574973971,0.10902172352334188,0.009995307905462445,0.017115519638620406,0.0764311719784539,NaN,0.0015627059864222628,0.03567353711086132,0.05506947611880833,NaN,NaN,0.02043538597629125,0.1390030510456515,0.07424621202458748,NaN,NaN,NaN
