"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"S_MS0006_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0006_02",1.3659,NA,NA,1.1662,NA,0.81325,1.338,0.83419,NA,0.95432,NA,NA,0.80697,1.1266,1.0113,1.2709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0006_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77021,NA,NA,NA,NA
"S_MS0008_01",1.0629,NA,NA,1.0451,NA,0.99019,NA,NA,NA,1.0744,NA,NA,NA,NA,NA,0.6457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0008_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0009_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0016_01",NA,NA,NA,0.99266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0016_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0016_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.50272,NA,NA
"S_MS0021_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0021_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7979,1.7012,1.8323,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0021_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"Mean",1.2144,NaN,NaN,1.0679866666666664,NaN,0.9017200000000001,1.338,0.83419,NaN,1.01436,NaN,NaN,0.80697,1.1266,1.0113,0.9582999999999999,NaN,NaN,1.7979,1.7012,1.8323,NaN,NaN,NaN,NaN,0.77021,NaN,0.50272,NaN,NaN
"Min",1.0629,NaN,NaN,0.99266,NaN,0.81325,1.338,0.83419,NaN,0.95432,NaN,NaN,0.80697,1.1266,1.0113,0.6457,NaN,NaN,1.7979,1.7012,1.8323,NaN,NaN,NaN,NaN,0.77021,NaN,0.50272,NaN,NaN
"Q25",1.13865,NaN,NaN,1.01888,NaN,0.857485,1.338,0.83419,NaN,0.98434,NaN,NaN,0.80697,1.1266,1.0113,0.802,NaN,NaN,1.7979,1.7012,1.8323,NaN,NaN,NaN,NaN,0.77021,NaN,0.50272,NaN,NaN
"Q50",1.2144,NaN,NaN,1.0451,NaN,0.9017200000000001,1.338,0.83419,NaN,1.01436,NaN,NaN,0.80697,1.1266,1.0113,0.9582999999999999,NaN,NaN,1.7979,1.7012,1.8323,NaN,NaN,NaN,NaN,0.77021,NaN,0.50272,NaN,NaN
"Q75",1.29015,NaN,NaN,1.1056499999999998,NaN,0.945955,1.338,0.83419,NaN,1.04438,NaN,NaN,0.80697,1.1266,1.0113,1.1145999999999998,NaN,NaN,1.7979,1.7012,1.8323,NaN,NaN,NaN,NaN,0.77021,NaN,0.50272,NaN,NaN
"Max",1.3659,NaN,NaN,1.1662,NaN,0.99019,1.338,0.83419,NaN,1.0744,NaN,NaN,0.80697,1.1266,1.0113,1.2709,NaN,NaN,1.7979,1.7012,1.8323,NaN,NaN,NaN,NaN,0.77021,NaN,0.50272,NaN,NaN
"NAs",10.0,12.0,12.0,9.0,12.0,10.0,11.0,11.0,12.0,10.0,12.0,12.0,11.0,11.0,11.0,10.0,12.0,12.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,11.0,12.0,11.0,12.0,12.0
"NA%",83.33,100.0,100.0,75.0,100.0,83.33,91.67,91.67,100.0,83.33,100.0,100.0,91.67,91.67,91.67,83.33,100.0,100.0,91.67,91.67,91.67,100.0,100.0,100.0,100.0,91.67,100.0,91.67,100.0,100.0
"unique",2.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"error",0.10712667734976193,NaN,NaN,0.029668319304779797,NaN,0.06255773693157386,NaN,NaN,NaN,0.04245469114244034,NaN,NaN,NaN,NaN,NaN,0.2210415797989147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
