"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",0.86091,0.89541,1.0825,1.0635,0.60643,0.57425,0.85213,0.4013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",0.90968,1.1485,1.1367,1.1024,0.91447,0.79949,0.79259,0.35671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",1.0034,0.77606,0.61504,0.67243,0.73233,0.86019,0.90457,0.46309,NA,NA,NA,NA,NA,NA,NA,NA,0.96967,1.0722,1.0935,0.88494,0.98436,0.87997,0.71658,0.51445,NA,NA,1.9622,0.4374,NA,NA
"P_MS0019_01",0.90359,1.0833,1.0366,1.0849,NA,0.67896,0.55356,0.47201,0.92527,0.93969,0.88587,0.95239,0.88199,0.76336,0.78694,0.5542,NA,NA,NA,NA,NA,NA,NA,NA,1.1069,0.90618,NA,NA,NA,NA
"P_MS0021_01",1.0555,0.97953,0.88774,0.93121,1.391,0.66593,0.62727,0.45439,1.0118,1.0948,1.0075,0.98481,0.8558,0.81251,0.69964,0.56174,0.96741,0.86561,0.9624,0.88056,0.87301,0.6829,0.54549,0.53927,1.2812,0.90408,1.7637,0.50906,1.2942,0.76281
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",0.946616,0.9765600000000001,0.951716,0.9708879999999999,0.9110575000000001,0.715764,0.746024,0.4295,0.968535,1.017245,0.946685,0.9685999999999999,0.868895,0.787935,0.74329,0.5579700000000001,0.96854,0.968905,1.02795,0.8827499999999999,0.928685,0.781435,0.631035,0.52686,1.1940499999999998,0.90513,1.86295,0.47323,1.2942,0.76281
"Min",0.86091,0.77606,0.61504,0.67243,0.60643,0.57425,0.55356,0.35671,0.92527,0.93969,0.88587,0.95239,0.8558,0.76336,0.69964,0.5542,0.96741,0.86561,0.9624,0.88056,0.87301,0.6829,0.54549,0.51445,1.1069,0.90408,1.7637,0.4374,1.2942,0.76281
"Q25",0.90359,0.89541,0.88774,0.93121,0.700855,0.66593,0.62727,0.4013,0.9469025,0.9784675,0.9162775000000001,0.960495,0.8623475,0.7756475,0.721465,0.556085,0.967975,0.9172575,0.9951749999999999,0.881655,0.9008475,0.7321675,0.5882625,0.520655,1.150475,0.904605,1.813325,0.455315,1.2942,0.76281
"Q50",0.90968,0.97953,1.0366,1.0635,0.8234,0.67896,0.79259,0.45439,0.968535,1.017245,0.946685,0.9685999999999999,0.868895,0.787935,0.74329,0.5579700000000001,0.96854,0.968905,1.02795,0.8827499999999999,0.928685,0.781435,0.631035,0.52686,1.1940499999999998,0.90513,1.86295,0.47323,1.2942,0.76281
"Q75",1.0034,1.0833,1.0825,1.0849,1.0336025,0.79949,0.85213,0.46309,0.9901675000000001,1.0560224999999999,0.9770925,0.9767049999999999,0.8754425,0.8002225,0.765115,0.559855,0.9691050000000001,1.0205525,1.060725,0.883845,0.9565224999999999,0.8307025,0.6738075,0.533065,1.237625,0.905655,1.912575,0.491145,1.2942,0.76281
"Max",1.0555,1.1485,1.1367,1.1024,1.391,0.86019,0.90457,0.47201,1.0118,1.0948,1.0075,0.98481,0.88199,0.81251,0.78694,0.56174,0.96967,1.0722,1.0935,0.88494,0.98436,0.87997,0.71658,0.53927,1.2812,0.90618,1.9622,0.50906,1.2942,0.76281
"NAs",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0
"NA%",0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,80.0,80.0
"unique",5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
"error",0.016012860868689277,0.029622826435031484,0.041949074592891794,0.03598925482418329,0.0860108861175675,0.022744908599508593,0.029951396214533972,0.009822690262855687,0.030592974888035977,0.05483966641492268,0.04300269889785989,0.011462200923033936,0.009259563299637856,0.017377149147659376,0.030865210998792775,0.002665792565073281,0.0007990306627408128,0.07304059496266445,0.04635084950677815,0.0015485638507985178,0.03936817004256105,0.06967476668421649,0.0604894495966032,0.008775195154525078,0.06162435598040758,0.0007424621202458717,0.07018034803276481,0.025335635969913978,NaN,NaN
