"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"S_MS0006_01",1.1016,NA,1.4949,0.82786,1.0067,0.77375,1.0885,0.93917,NA,0.75265,1.1081,1.0409,0.9135,0.93316,0.86727,0.95474,NA,NA,NA,NA,NA,NA,NA,NA,0.84831,1.0848,NA,NA,NA,NA
"S_MS0006_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0006_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75654,0.94904,NA,NA,NA,NA
"S_MS0008_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0008_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79803,1.3016,NA,NA,NA,NA
"S_MS0009_01",NA,1.1064,1.1952,0.58926,0.7471,NA,1.2297,0.9872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0016_01",1.0691,1.2401,0.91764,0.71042,1.0912,1.0988,1.1162,1.1103,NA,NA,NA,NA,NA,NA,NA,NA,0.87172,1.3031,1.0564,1.0709,1.1786,1.0017,1.127,1.0655,NA,NA,1.4528,NA,NA,NA
"S_MS0016_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0016_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0021_01",1.0995,0.78098,1.1366,0.99054,NA,NA,NA,1.0336,0.78887,0.80335,0.94766,0.9617,0.85263,NA,0.90549,0.88189,1.4181,NA,NA,NA,0.94232,0.81457,1.1285,NA,1.0631,NA,NA,NA,1.4389,0.46585
