"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",NA,NA,0.91355,0.84111,0.89331,0.85,NA,0.95696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",NA,NA,NA,NA,0.86723,NA,0.91619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",0.81269,0.78122,1.0771,0.98841,1.1887,1.0818,0.99462,0.87108,NA,NA,NA,NA,NA,NA,NA,NA,1.1429,0.8638,1.0625,0.90996,0.91773,1.0291,0.875,0.75168,NA,NA,0.79223,1.1473,NA,NA
"P_MS0019_01",1.4884,0.93321,0.89431,1.0172,1.0684,1.3055,0.96141,1.1873,1.5095,0.90973,0.93878,0.5558,0.68908,0.73047,0.93172,0.82744,NA,NA,NA,NA,NA,NA,NA,NA,1.0004,1.605,NA,NA,NA,NA
"P_MS0021_01",0.86828,0.82336,1.0525,0.77146,1.0856,NA,0.98252,0.8143,1.072,0.95494,0.6835,0.85269,0.7553,0.76354,0.72799,0.85839,0.89045,0.65236,0.92617,0.90826,0.67537,NA,0.87395,0.86747,0.60234,1.4696,0.75495,0.96963,NA,0.93751
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",1.0564566666666666,0.8459300000000001,0.9843649999999999,0.9045450000000002,1.020648,1.0791000000000002,0.963685,0.9574100000000001,1.29075,0.932335,0.81114,0.704245,0.72219,0.7470049999999999,0.829855,0.842915,1.016675,0.7580800000000001,0.994335,0.90911,0.7965500000000001,1.0291,0.874475,0.8095749999999999,0.8013699999999999,1.5373,0.77359,1.058465,NaN,0.93751
"Min",0.81269,0.78122,0.89431,0.77146,0.86723,0.85,0.91619,0.8143,1.072,0.90973,0.6835,0.5558,0.68908,0.73047,0.72799,0.82744,0.89045,0.65236,0.92617,0.90826,0.67537,1.0291,0.87395,0.75168,0.60234,1.4696,0.75495,0.96963,NaN,0.93751
"Q25",0.840485,0.80229,0.90874,0.8236975,0.89331,0.9659,0.950105,0.8568849999999999,1.181375,0.9210325,0.74732,0.6300224999999999,0.705635,0.7387374999999999,0.7789225,0.8351774999999999,0.9535625,0.7052200000000001,0.9602525000000001,0.908685,0.7359600000000001,1.0291,0.8742125000000001,0.7806275,0.701855,1.50345,0.76427,1.0140475,NaN,0.93751
"Q50",0.86828,0.82336,0.983025,0.91476,1.0684,1.0818,0.971965,0.91402,1.29075,0.932335,0.81114,0.704245,0.72219,0.7470049999999999,0.829855,0.842915,1.016675,0.7580800000000001,0.994335,0.90911,0.7965500000000001,1.0291,0.874475,0.8095749999999999,0.8013699999999999,1.5373,0.77359,1.058465,NaN,0.93751
"Q75",1.17834,0.878285,1.0586499999999999,0.9956075,1.0856,1.19365,0.9855449999999999,1.014545,1.400125,0.9436375,0.87496,0.7784675,0.738745,0.7552725,0.8807875000000001,0.8506525,1.0797875000000001,0.81094,1.0284175,0.909535,0.85714,1.0291,0.8747375,0.8385225,0.9008849999999999,1.5711499999999998,0.78291,1.1028825,NaN,0.93751
"Max",1.4884,0.93321,1.0771,1.0172,1.1887,1.3055,0.99462,1.1873,1.5095,0.95494,0.93878,0.85269,0.7553,0.76354,0.93172,0.85839,1.1429,0.8638,1.0625,0.90996,0.91773,1.0291,0.875,0.86747,1.0004,1.605,0.79223,1.1473,NaN,0.93751
"NAs",2.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0
"NA%",40.0,40.0,20.0,20.0,0.0,40.0,20.0,20.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,80.0,60.0,60.0,60.0,60.0,60.0,60.0,100.0,80.0
"unique",3.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0
"error",0.12503503705998806,0.02615614161997989,0.02343733919944838,0.02938966077409991,0.027293321432174583,0.07592066765893053,0.008627333138539008,0.041024117804855556,0.15467960838455727,0.015984148788721897,0.09025510955065091,0.10496646613323704,0.02341230552508657,0.01169201062691958,0.07202943226556766,0.010942477438861835,0.08925455345527199,0.0747553289070418,0.048199933739580994,0.0006010407640085777,0.08568719974418583,NaN,0.00037123106012293584,0.04093794709679515,0.14073546265955852,0.047871129086329255,0.013180470401317238,0.06281583090670695,NaN,NaN
