"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",1.1288,0.76522,NA,0.83748,NA,NA,NA,1.8517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",1.2496,1.0408,1.1804,NA,1.3283,NA,1.0681,1.2416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",NA,0.62267,NA,NA,NA,NA,0.92013,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1509,0.95587,1.2181,NA,NA,0.95508,1.0365,0.53102,NA,NA,0.77638,NA,NA,NA
"P_MS0019_01",NA,NA,NA,NA,NA,1.0834,NA,NA,NA,1.3513,NA,0.80425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0021_01",0.84919,0.6074,1.4138,NA,1.475,1.2955,NA,1.1758,1.0121,0.81963,0.66729,0.83479,NA,1.1244,NA,1.1159,NA,NA,NA,NA,1.2831,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",1.0758633333333334,0.7590225,1.2971,0.83748,1.40165,1.18945,0.9941150000000001,1.4230333333333334,1.0121,1.085465,0.66729,0.81952,NaN,1.1244,NaN,1.1159,1.1509,0.95587,1.2181,NaN,1.2831,0.95508,1.0365,0.53102,NaN,NaN,0.77638,NaN,NaN,NaN
"Min",0.84919,0.6074,1.1804,0.83748,1.3283,1.0834,0.92013,1.1758,1.0121,0.81963,0.66729,0.80425,NaN,1.1244,NaN,1.1159,1.1509,0.95587,1.2181,NaN,1.2831,0.95508,1.0365,0.53102,NaN,NaN,0.77638,NaN,NaN,NaN
"Q25",0.9889950000000001,0.6188525,1.23875,0.83748,1.364975,1.136425,0.9571225000000001,1.2086999999999999,1.0121,0.9525474999999999,0.66729,0.811885,NaN,1.1244,NaN,1.1159,1.1509,0.95587,1.2181,NaN,1.2831,0.95508,1.0365,0.53102,NaN,NaN,0.77638,NaN,NaN,NaN
"Q50",1.1288,0.693945,1.2971,0.83748,1.40165,1.18945,0.9941150000000001,1.2416,1.0121,1.085465,0.66729,0.81952,NaN,1.1244,NaN,1.1159,1.1509,0.95587,1.2181,NaN,1.2831,0.95508,1.0365,0.53102,NaN,NaN,0.77638,NaN,NaN,NaN
"Q75",1.1892,0.8341149999999999,1.3554499999999998,0.83748,1.4383250000000003,1.242475,1.0311075,1.54665,1.0121,1.2183825,0.66729,0.8271550000000001,NaN,1.1244,NaN,1.1159,1.1509,0.95587,1.2181,NaN,1.2831,0.95508,1.0365,0.53102,NaN,NaN,0.77638,NaN,NaN,NaN
"Max",1.2496,1.0408,1.4138,0.83748,1.475,1.2955,1.0681,1.8517,1.0121,1.3513,0.66729,0.83479,NaN,1.1244,NaN,1.1159,1.1509,0.95587,1.2181,NaN,1.2831,0.95508,1.0365,0.53102,NaN,NaN,0.77638,NaN,NaN,NaN
"NAs",2.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0
"NA%",40.0,20.0,60.0,80.0,60.0,60.0,60.0,40.0,80.0,60.0,80.0,60.0,100.0,80.0,100.0,80.0,80.0,80.0,80.0,100.0,80.0,80.0,80.0,80.0,100.0,100.0,80.0,100.0,100.0,100.0
"unique",3.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"error",0.06846228485924312,0.050211709141353006,0.08251936136447012,NaN,0.05186628240003328,0.07498867414483343,0.052315295206086736,0.12423040571335063,NaN,0.18797373117672586,NaN,0.010797520548718584,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
