"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",NA,0.92475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",0.8608,0.96776,1.1229,NA,NA,NA,0.79348,1.2124,NA,NA,NA,NA,NA,NA,NA,NA,0.86004,0.68781,0.8618,0.75252,0.85623,0.86254,0.77427,0.81909,NA,NA,0.71468,1.004,NA,NA
"P_MS0019_01",NA,0.75695,NA,0.63235,NA,0.67764,0.77892,NA,NA,0.61982,NA,NA,0.76085,0.48135,0.76793,0.63043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0021_01",1.0266,1.3509,NA,1.0545,1.0157,NA,1.2648,0.85653,NA,NA,NA,1.3338,NA,0.77599,NA,0.76697,0.92597,0.89388,0.91915,0.98523,0.90806,0.87586,NA,0.88952,1.6447,0.96621,NA,NA,NA,NA
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",0.9437,1.00009,1.1229,0.843425,1.0157,0.67764,0.9457333333333334,1.034465,NaN,0.61982,NaN,1.3338,0.76085,0.62867,0.76793,0.6987000000000001,0.893005,0.790845,0.890475,0.8688750000000001,0.882145,0.8692,0.77427,0.854305,1.6447,0.96621,0.71468,1.004,NaN,NaN
"Min",0.8608,0.75695,1.1229,0.63235,1.0157,0.67764,0.77892,0.85653,NaN,0.61982,NaN,1.3338,0.76085,0.48135,0.76793,0.63043,0.86004,0.68781,0.8618,0.75252,0.85623,0.86254,0.77427,0.81909,1.6447,0.96621,0.71468,1.004,NaN,NaN
"Q25",0.90225,0.8828,1.1229,0.7378875,1.0157,0.67764,0.7862,0.9454974999999999,NaN,0.61982,NaN,1.3338,0.76085,0.55501,0.76793,0.6645650000000001,0.8765225,0.7393275000000001,0.8761375,0.8106975,0.8691875,0.8658699999999999,0.77427,0.8366975,1.6447,0.96621,0.71468,1.004,NaN,NaN
"Q50",0.9437,0.946255,1.1229,0.843425,1.0157,0.67764,0.79348,1.034465,NaN,0.61982,NaN,1.3338,0.76085,0.62867,0.76793,0.6987000000000001,0.893005,0.790845,0.890475,0.8688750000000001,0.882145,0.8692,0.77427,0.854305,1.6447,0.96621,0.71468,1.004,NaN,NaN
"Q75",0.98515,1.063545,1.1229,0.9489624999999999,1.0157,0.67764,1.02914,1.1234325,NaN,0.61982,NaN,1.3338,0.76085,0.7023299999999999,0.76793,0.732835,0.9094875,0.8423624999999999,0.9048125,0.9270525000000001,0.8951025,0.87253,0.77427,0.8719125,1.6447,0.96621,0.71468,1.004,NaN,NaN
"Max",1.0266,1.3509,1.1229,1.0545,1.0157,0.67764,1.2648,1.2124,NaN,0.61982,NaN,1.3338,0.76085,0.77599,0.76793,0.76697,0.92597,0.89388,0.91915,0.98523,0.90806,0.87586,0.77427,0.88952,1.6447,0.96621,0.71468,1.004,NaN,NaN
"NAs",3.0,1.0,4.0,3.0,4.0,4.0,2.0,3.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0
"NA%",60.0,20.0,80.0,60.0,80.0,80.0,40.0,60.0,100.0,80.0,100.0,80.0,80.0,60.0,80.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,80.0,60.0,80.0,80.0,80.0,80.0,100.0,100.0
"unique",2.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0
"error",0.05861915216036477,0.06273390567176042,NaN,0.14925256383895052,NaN,NaN,0.09213857421980903,0.1258190451104283,NaN,NaN,NaN,NaN,NaN,0.10417097100440216,NaN,0.0482741799516056,0.023309775041814515,0.07285674719955591,0.020276286950524254,0.08227540952496076,0.018324672234449356,0.004709331162702406,NaN,0.02490076529948427,NaN,NaN,NaN,NaN,NaN,NaN
