"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",1.0147,1.3677,1.1974,1.2603,NA,1.0451,1.3526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",1.2057,1.1766,0.94934,NA,1.3177,0.98395,NA,1.2936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0019_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0021_01",1.1765,1.2383,0.50978,1.3404,0.85845,0.79192,1.5601,1.3094,1.1948,1.1765,0.86597,1.2154,1.2002,1.2493,1.2894,1.476,0.97042,1.1996,1.7267,1.0128,1.1327,1.3268,1.3821,1.1128,0.87464,1.4055,1.5292,0.69778,1.6764,NA
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",1.1322999999999999,1.2608666666666666,0.8855066666666667,1.30035,1.0880750000000001,0.9403233333333333,1.45635,1.3014999999999999,1.1948,1.1765,0.86597,1.2154,1.2002,1.2493,1.2894,1.476,0.97042,1.1996,1.7267,1.0128,1.1327,1.3268,1.3821,1.1128,0.87464,1.4055,1.5292,0.69778,1.6764,NaN
"Min",1.0147,1.1766,0.50978,1.2603,0.85845,0.79192,1.3526,1.2936,1.1948,1.1765,0.86597,1.2154,1.2002,1.2493,1.2894,1.476,0.97042,1.1996,1.7267,1.0128,1.1327,1.3268,1.3821,1.1128,0.87464,1.4055,1.5292,0.69778,1.6764,NaN
"Q25",1.0956000000000001,1.2074500000000001,0.72956,1.280325,0.9732625000000001,0.8879349999999999,1.4044750000000001,1.29755,1.1948,1.1765,0.86597,1.2154,1.2002,1.2493,1.2894,1.476,0.97042,1.1996,1.7267,1.0128,1.1327,1.3268,1.3821,1.1128,0.87464,1.4055,1.5292,0.69778,1.6764,NaN
"Q50",1.1765,1.2383,0.94934,1.30035,1.0880750000000001,0.98395,1.45635,1.3014999999999999,1.1948,1.1765,0.86597,1.2154,1.2002,1.2493,1.2894,1.476,0.97042,1.1996,1.7267,1.0128,1.1327,1.3268,1.3821,1.1128,0.87464,1.4055,1.5292,0.69778,1.6764,NaN
"Q75",1.1911,1.303,1.07337,1.320375,1.2028875,1.014525,1.508225,1.30545,1.1948,1.1765,0.86597,1.2154,1.2002,1.2493,1.2894,1.476,0.97042,1.1996,1.7267,1.0128,1.1327,1.3268,1.3821,1.1128,0.87464,1.4055,1.5292,0.69778,1.6764,NaN
"Max",1.2057,1.3677,1.1974,1.3404,1.3177,1.0451,1.5601,1.3094,1.1948,1.1765,0.86597,1.2154,1.2002,1.2493,1.2894,1.476,0.97042,1.1996,1.7267,1.0128,1.1327,1.3268,1.3821,1.1128,0.87464,1.4055,1.5292,0.69778,1.6764,NaN
"NAs",2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0
"NA%",40.0,40.0,40.0,60.0,60.0,40.0,60.0,60.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,100.0
"unique",3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
"error",0.03429525396384237,0.03250938895719772,0.11607532847888685,0.02831962658652125,0.162369394629961,0.044035960851878185,0.0733623285481043,0.005586143571373659,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
