"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"S_MS0006_01",0.9273,1.488,1.1806,0.83458,1.0933,1.017,1.1952,1.0911,1.0369,1.0448,0.99153,1.1249,NA,NA,0.99714,1.1954,NA,NA,NA,NA,NA,NA,NA,NA,0.8282,1.2207,NA,NA,NA,NA
"S_MS0006_02",NA,NA,NA,0.92153,0.97195,1.0671,1.0199,NA,0.8587,0.99978,1.0855,1.0825,NA,NA,1.0095,1.0889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0006_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0008_01",1.1481,1.0417,1.3899,1.1089,1.0052,1.1646,NA,1.325,0.9645,NA,0.95151,1.0846,1.2849,1.0587,NA,1.1568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0008_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0009_01",1.0011,0.98858,0.91606,0.93687,1.003,1.1387,1.2853,1.1732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0016_01",NA,NA,NA,1.5556,1.1836,NA,1.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4168,NA,NA,1.6071,NA,NA,NA
"S_MS0016_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0016_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0021_01",NA,NA,NA,NA,NA,NA,NA,NA,0.94796,0.83319,NA,1.1693,1.002,NA,0.93939,0.93026,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6389,NA,NA,NA,0.46618
"S_MS0021_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0344,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0021_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62971,NA,NA,NA,NA,NA
"N",12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"Mean",1.0255,1.17276,1.1621866666666667,1.071496,1.0514100000000002,1.0968499999999999,1.19285,1.1964333333333335,0.9520150000000001,0.9592566666666666,1.0095133333333333,1.115325,1.14345,1.0587,0.9820099999999999,1.09284,NaN,NaN,NaN,NaN,1.0344,NaN,NaN,1.4168,0.728955,1.4298,1.6071,NaN,NaN,0.46618
"Min",0.9273,0.98858,0.91606,0.83458,0.97195,1.017,1.0199,1.0911,0.8587,0.83319,0.95151,1.0825,1.002,1.0587,0.93939,0.93026,NaN,NaN,NaN,NaN,1.0344,NaN,NaN,1.4168,0.62971,1.2207,1.6071,NaN,NaN,0.46618
"Q25",0.9642000000000001,1.0151400000000002,1.04833,0.92153,1.003,1.0545749999999998,1.151375,1.13215,0.925645,0.916485,0.9715199999999999,1.084075,1.0727250000000002,1.0587,0.9682649999999999,1.04924,NaN,NaN,NaN,NaN,1.0344,NaN,NaN,1.4168,0.6793325,1.32525,1.6071,NaN,NaN,0.46618
"Q50",1.0011,1.0417,1.1806,0.93687,1.0052,1.1029,1.2330999999999999,1.1732,0.95623,0.99978,0.99153,1.1047500000000001,1.14345,1.0587,0.99714,1.1228500000000001,NaN,NaN,NaN,NaN,1.0344,NaN,NaN,1.4168,0.728955,1.4298,1.6071,NaN,NaN,0.46618
"Q75",1.0746,1.26485,1.28525,1.1089,1.0933,1.145175,1.274575,1.2490999999999999,0.9825999999999999,1.02229,1.0385149999999999,1.136,1.214175,1.0587,1.00332,1.16645,NaN,NaN,NaN,NaN,1.0344,NaN,NaN,1.4168,0.7785775000000001,1.53435,1.6071,NaN,NaN,0.46618
"Max",1.1481,1.488,1.3899,1.5556,1.1836,1.1646,1.2853,1.325,1.0369,1.0448,1.0855,1.1693,1.2849,1.0587,1.0095,1.1954,NaN,NaN,NaN,NaN,1.0344,NaN,NaN,1.4168,0.8282,1.6389,1.6071,NaN,NaN,0.46618
"NAs",9.0,9.0,9.0,7.0,7.0,8.0,8.0,9.0,8.0,9.0,9.0,8.0,10.0,11.0,9.0,8.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,10.0,10.0,11.0,12.0,12.0,11.0
"NA%",75.0,75.0,75.0,58.33,58.33,66.67,66.67,75.0,66.67,75.0,75.0,66.67,83.33,91.67,75.0,66.67,100.0,100.0,100.0,100.0,91.67,100.0,100.0,91.67,83.33,83.33,91.67,100.0,100.0,91.67
"unique",3.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0
"error",0.037468030817395935,0.09143159361572513,0.07915201586071459,0.05766271708131695,0.01732678619940813,0.016834098579965626,0.030472545703742353,0.03955606897294766,0.018306118455769547,0.03715777686408972,0.022927131509616696,0.010233205244855265,0.10002025419883712,NaN,0.012474599525970116,0.0292465151770258,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07017681249885893,0.14785602794610714,NaN,NaN,NaN,NaN
