"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",NA,NA,0.61999,0.97791,1.2701,0.89604,1.1171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",0.82148,0.98059,NA,1.1491,0.87324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",1.0264,NA,1.2705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0019_01",NA,NA,NA,NA,NA,NA,NA,1.8191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0021_01",NA,NA,NA,NA,0.48135,0.46993,0.94215,0.82541,NA,NA,NA,NA,NA,NA,1.0082,NA,NA,NA,NA,NA,0.84794,NA,NA,0.98625,NA,NA,NA,NA,NA,NA
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",0.92394,0.98059,0.945245,1.063505,0.8748966666666668,0.682985,1.029625,1.322255,NaN,NaN,NaN,NaN,NaN,NaN,1.0082,NaN,NaN,NaN,NaN,NaN,0.84794,NaN,NaN,0.98625,NaN,NaN,NaN,NaN,NaN,NaN
"Min",0.82148,0.98059,0.61999,0.97791,0.48135,0.46993,0.94215,0.82541,NaN,NaN,NaN,NaN,NaN,NaN,1.0082,NaN,NaN,NaN,NaN,NaN,0.84794,NaN,NaN,0.98625,NaN,NaN,NaN,NaN,NaN,NaN
"Q25",0.8727099999999999,0.98059,0.7826175,1.0207074999999999,0.677295,0.5764575000000001,0.9858875,1.0738325,NaN,NaN,NaN,NaN,NaN,NaN,1.0082,NaN,NaN,NaN,NaN,NaN,0.84794,NaN,NaN,0.98625,NaN,NaN,NaN,NaN,NaN,NaN
"Q50",0.92394,0.98059,0.945245,1.063505,0.87324,0.682985,1.029625,1.322255,NaN,NaN,NaN,NaN,NaN,NaN,1.0082,NaN,NaN,NaN,NaN,NaN,0.84794,NaN,NaN,0.98625,NaN,NaN,NaN,NaN,NaN,NaN
"Q75",0.9751700000000001,0.98059,1.1078725,1.1063025,1.0716700000000001,0.7895125,1.0733625,1.5706775,NaN,NaN,NaN,NaN,NaN,NaN,1.0082,NaN,NaN,NaN,NaN,NaN,0.84794,NaN,NaN,0.98625,NaN,NaN,NaN,NaN,NaN,NaN
"Max",1.0264,0.98059,1.2705,1.1491,1.2701,0.89604,1.1171,1.8191,NaN,NaN,NaN,NaN,NaN,NaN,1.0082,NaN,NaN,NaN,NaN,NaN,0.84794,NaN,NaN,0.98625,NaN,NaN,NaN,NaN,NaN,NaN
"NAs",3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
"NA%",60.0,80.0,60.0,60.0,40.0,60.0,60.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0
"unique",2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"error",0.07245016080037366,NaN,0.22999001611483047,0.060524804935662556,0.13145920323360707,0.15065263526569986,0.06185416568429322,0.3513224686986302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
