"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",NA,NA,0.79651,NA,NA,0.89375,0.84914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",NA,NA,0.72131,NA,0.97919,0.75165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",1.0086,NA,NA,NA,NA,NA,NA,0.90543,NA,NA,NA,NA,NA,NA,NA,NA,0.96878,NA,0.91168,0.76742,NA,NA,NA,NA,NA,NA,0.39445,NA,NA,NA
"P_MS0019_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0021_01",NA,1.4373,1.9912,1.3106,1.0146,1.3386,1.5866,1.4748,1.0419,1.3192,1.2779,1.1982,1.9892,1.5709,1.224,1.7604,1.1408,1.2287,0.93746,1.4883,1.5537,1.0496,NA,NA,1.5078,1.0057,0.86214,0.72837,0.89474,1.0948
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",1.0086,1.4373,1.1696733333333333,1.3106,0.996895,0.9946666666666667,1.21787,1.190115,1.0419,1.3192,1.2779,1.1982,1.9892,1.5709,1.224,1.7604,1.0547900000000001,1.2287,0.92457,1.12786,1.5537,1.0496,NaN,NaN,1.5078,1.0057,0.628295,0.72837,0.89474,1.0948
"Min",1.0086,1.4373,0.72131,1.3106,0.97919,0.75165,0.84914,0.90543,1.0419,1.3192,1.2779,1.1982,1.9892,1.5709,1.224,1.7604,0.96878,1.2287,0.91168,0.76742,1.5537,1.0496,NaN,NaN,1.5078,1.0057,0.39445,0.72837,0.89474,1.0948
"Q25",1.0086,1.4373,0.75891,1.3106,0.9880424999999999,0.8227,1.033505,1.0477725,1.0419,1.3192,1.2779,1.1982,1.9892,1.5709,1.224,1.7604,1.0117850000000002,1.2287,0.9181250000000001,0.94764,1.5537,1.0496,NaN,NaN,1.5078,1.0057,0.5113725,0.72837,0.89474,1.0948
"Q50",1.0086,1.4373,0.79651,1.3106,0.996895,0.89375,1.21787,1.190115,1.0419,1.3192,1.2779,1.1982,1.9892,1.5709,1.224,1.7604,1.0547900000000001,1.2287,0.92457,1.12786,1.5537,1.0496,NaN,NaN,1.5078,1.0057,0.628295,0.72837,0.89474,1.0948
"Q75",1.0086,1.4373,1.393855,1.3106,1.0057475,1.1161750000000001,1.4022350000000001,1.3324575,1.0419,1.3192,1.2779,1.1982,1.9892,1.5709,1.224,1.7604,1.097795,1.2287,0.931015,1.30808,1.5537,1.0496,NaN,NaN,1.5078,1.0057,0.7452175,0.72837,0.89474,1.0948
"Max",1.0086,1.4373,1.9912,1.3106,1.0146,1.3386,1.5866,1.4748,1.0419,1.3192,1.2779,1.1982,1.9892,1.5709,1.224,1.7604,1.1408,1.2287,0.93746,1.4883,1.5537,1.0496,NaN,NaN,1.5078,1.0057,0.86214,0.72837,0.89474,1.0948
"NAs",4.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0
"NA%",80.0,80.0,40.0,80.0,60.0,40.0,60.0,60.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,60.0,80.0,60.0,60.0,80.0,80.0,100.0,100.0,80.0,80.0,60.0,80.0,80.0,80.0
"unique",1.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0
"error",NaN,NaN,0.2374852762765476,NaN,0.012519325560907804,0.10207062143074891,0.26073148342691566,0.20130269400209233,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.06081825424985498,NaN,0.009114606409494568,0.25486956821087914,NaN,NaN,NaN,NaN,NaN,NaN,0.1653533852465682,NaN,NaN,NaN
