"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"S_MS0006_01",0.79671,0.81075,0.77778,0.65104,0.64165,0.36759,NA,NA,0.95699,0.70814,0.80412,0.75637,0.6685,0.43785,0.46557,0.36785,NA,NA,NA,NA,NA,NA,NA,NA,0.81076,NA,NA,NA,NA,NA
"S_MS0006_02",0.90929,0.82409,0.78624,0.70039,0.61301,0.35356,0.23666,0.13646,0.94519,0.74019,0.7267,0.70914,0.73919,0.56127,0.45249,0.42008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0006_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.80275,0.98141,NA,NA,NA,NA
"S_MS0008_01",0.97603,0.89316,0.71706,0.70774,0.64925,0.40981,NA,0.11324,1.0282,0.89258,0.87317,0.79951,0.77552,0.63801,0.54049,0.44553,NA,NA,NA,NA,NA,NA,NA,NA,0.91535,0.9414,NA,NA,NA,NA
"S_MS0008_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8834,0.98758,NA,NA,NA,NA
"S_MS0009_01",0.9418,0.85592,0.76509,0.72836,0.54317,0.38303,0.21854,0.13144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0016_01",0.64691,0.92557,0.86047,0.9231,0.66046,0.42875,0.27944,0.11693,NA,NA,NA,NA,NA,NA,NA,NA,1.0996,0.79795,0.59445,0.46257,0.41831,0.20168,NA,0.086389,NA,NA,1.3966,0.74473,NA,NA
"S_MS0016_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0438,0.8701,0.75471,0.50089,0.38391,0.20632,0.10843,NA,NA,NA,NA,NA,NA,NA
"S_MS0016_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5275,0.70089,NA,NA
"S_MS0021_01",0.96119,0.82998,0.70948,0.63657,0.53701,0.29941,0.19768,0.12287,1.0012,0.73181,0.78674,0.73158,0.71272,0.58269,0.47399,0.34442,0.96535,0.66374,0.54679,0.39642,0.3572,0.18087,NA,NA,0.72187,1.1047,1.3914,0.67927,1.8959,0.57482
"S_MS0021_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85582,0.64278,0.58568,0.34173,0.32489,0.13953,0.079488,0.051329,NA,NA,NA,NA,NA,NA
"S_MS0021_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82347,1.0715,1.393,0.6201,1.4593,0.57183
"N",12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
