"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",NA,NA,1.4895,1.2055,1.0734,1.0426,NA,0.78554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",1.156,2.2271,NA,NA,0.90669,0.6035,3.0869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0019_01",1.099,1.0665,NA,0.89601,1.1789,1.1919,NA,0.83045,0.77372,0.8237,1.1656,1.0295,1.0414,1.2856,0.89298,1.0847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0021_01",1.4875,NA,1.1791,1.0897,1.2465,1.1362,1.2195,1.3512,1.1048,1.0274,0.92756,1.2541,1.2133,NA,1.2541,1.2037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",1.2474999999999998,1.6468,1.3343,1.0637366666666666,1.1013725,0.99355,2.1532,0.9890633333333333,0.93926,0.9255500000000001,1.04658,1.1418,1.12735,1.2856,1.07354,1.1442,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Min",1.099,1.0665,1.1791,0.89601,0.90669,0.6035,1.2195,0.78554,0.77372,0.8237,0.92756,1.0295,1.0414,1.2856,0.89298,1.0847,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Q25",1.1275,1.3566500000000001,1.2567,0.9928549999999999,1.0317224999999999,0.9328249999999999,1.68635,0.807995,0.85649,0.874625,0.98707,1.08565,1.084375,1.2856,0.98326,1.1144500000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Q50",1.156,1.6468,1.3343,1.0897,1.12615,1.0894,2.1532,0.83045,0.93926,0.9255500000000001,1.04658,1.1418,1.12735,1.2856,1.07354,1.1442,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Q75",1.32175,1.93695,1.4119000000000002,1.1476,1.1958,1.150125,2.62005,1.090825,1.02203,0.9764750000000001,1.10609,1.19795,1.170325,1.2856,1.1638199999999999,1.17395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Max",1.4875,2.2271,1.4895,1.2055,1.2465,1.1919,3.0869,1.3512,1.1048,1.0274,1.1656,1.2541,1.2133,1.2856,1.2541,1.2037,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"NAs",2.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"NA%",40.0,60.0,60.0,40.0,20.0,20.0,60.0,40.0,60.0,60.0,60.0,60.0,60.0,80.0,60.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"unique",3.0,2.0,2.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"error",0.069930322464579,0.41033406512255355,0.10974297244015217,0.052123343068078365,0.0370124531619089,0.06680766080073951,0.6602256015938794,0.10480746953519281,0.11705445655762109,0.0720188256638499,0.08415984909682286,0.07940809152724926,0.060775827842983736,NaN,0.12767520041104302,0.042072853480599574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
