"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",0.96658,NA,1.1334,0.96531,0.88577,1.0334,1.0157,1.4051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",0.86951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0019_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0021_01",NA,0.83564,NA,NA,NA,NA,0.94057,0.99645,0.92775,1.0744,NA,1.098,0.89148,1.0503,1.0976,0.86725,1.2373,NA,0.7011,NA,0.64294,NA,0.98689,1.0808,1.0452,1.2816,0.70168,1.1488,1.312,0.91866
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",0.918045,0.83564,1.1334,0.96531,0.88577,1.0334,0.978135,1.200775,0.92775,1.0744,NaN,1.098,0.89148,1.0503,1.0976,0.86725,1.2373,NaN,0.7011,NaN,0.64294,NaN,0.98689,1.0808,1.0452,1.2816,0.70168,1.1488,1.312,0.91866
"Min",0.86951,0.83564,1.1334,0.96531,0.88577,1.0334,0.94057,0.99645,0.92775,1.0744,NaN,1.098,0.89148,1.0503,1.0976,0.86725,1.2373,NaN,0.7011,NaN,0.64294,NaN,0.98689,1.0808,1.0452,1.2816,0.70168,1.1488,1.312,0.91866
"Q25",0.8937775,0.83564,1.1334,0.96531,0.88577,1.0334,0.9593525,1.0986125,0.92775,1.0744,NaN,1.098,0.89148,1.0503,1.0976,0.86725,1.2373,NaN,0.7011,NaN,0.64294,NaN,0.98689,1.0808,1.0452,1.2816,0.70168,1.1488,1.312,0.91866
"Q50",0.918045,0.83564,1.1334,0.96531,0.88577,1.0334,0.978135,1.200775,0.92775,1.0744,NaN,1.098,0.89148,1.0503,1.0976,0.86725,1.2373,NaN,0.7011,NaN,0.64294,NaN,0.98689,1.0808,1.0452,1.2816,0.70168,1.1488,1.312,0.91866
"Q75",0.9423125,0.83564,1.1334,0.96531,0.88577,1.0334,0.9969175000000001,1.3029375,0.92775,1.0744,NaN,1.098,0.89148,1.0503,1.0976,0.86725,1.2373,NaN,0.7011,NaN,0.64294,NaN,0.98689,1.0808,1.0452,1.2816,0.70168,1.1488,1.312,0.91866
"Max",0.96658,0.83564,1.1334,0.96531,0.88577,1.0334,1.0157,1.4051,0.92775,1.0744,NaN,1.098,0.89148,1.0503,1.0976,0.86725,1.2373,NaN,0.7011,NaN,0.64294,NaN,0.98689,1.0808,1.0452,1.2816,0.70168,1.1488,1.312,0.91866
"NAs",3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
"NA%",60.0,80.0,80.0,80.0,80.0,80.0,60.0,60.0,80.0,80.0,100.0,80.0,80.0,80.0,80.0,80.0,80.0,100.0,80.0,100.0,80.0,100.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
"unique",2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"error",0.03431942762488908,NaN,NaN,NaN,NaN,NaN,0.02656246623527267,0.14447959306594135,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
