"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",0.94229,NA,1.2448,1.4939,0.8917,0.83871,0.89846,0.75206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",0.98259,1.1158,1.1821,1.449,0.7667,0.75227,0.99989,0.6622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",0.93194,0.61864,0.335,NA,NA,NA,0.50329,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0221,NA,NA,NA,NA,0.81981,NA,NA,NA,NA,2.3647,0.44819,NA,NA
"P_MS0019_01",0.5926,1.2455,0.77355,NA,1.4528,NA,0.74099,0.61476,1.0316,0.90308,0.67328,1.2067,0.80696,0.90592,1.1237,0.84944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0021_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2853,NA
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",0.862355,0.9933133333333334,0.8838625,1.47145,1.0370666666666668,0.79549,0.7856575,0.67634,1.0316,0.90308,0.67328,1.2067,0.80696,0.90592,1.1237,0.84944,1.0221,NaN,NaN,NaN,NaN,0.81981,NaN,NaN,NaN,NaN,2.3647,0.44819,1.2853,NaN
"Min",0.5926,0.61864,0.335,1.449,0.7667,0.75227,0.50329,0.61476,1.0316,0.90308,0.67328,1.2067,0.80696,0.90592,1.1237,0.84944,1.0221,NaN,NaN,NaN,NaN,0.81981,NaN,NaN,NaN,NaN,2.3647,0.44819,1.2853,NaN
"Q25",0.847105,0.8672199999999999,0.6639124999999999,1.460225,0.8292,0.7738799999999999,0.681565,0.6384799999999999,1.0316,0.90308,0.67328,1.2067,0.80696,0.90592,1.1237,0.84944,1.0221,NaN,NaN,NaN,NaN,0.81981,NaN,NaN,NaN,NaN,2.3647,0.44819,1.2853,NaN
"Q50",0.9371149999999999,1.1158,0.9778249999999999,1.47145,0.8917,0.79549,0.819725,0.6622,1.0316,0.90308,0.67328,1.2067,0.80696,0.90592,1.1237,0.84944,1.0221,NaN,NaN,NaN,NaN,0.81981,NaN,NaN,NaN,NaN,2.3647,0.44819,1.2853,NaN
"Q75",0.952365,1.18065,1.1977749999999998,1.482675,1.17225,0.8170999999999999,0.9238175,0.70713,1.0316,0.90308,0.67328,1.2067,0.80696,0.90592,1.1237,0.84944,1.0221,NaN,NaN,NaN,NaN,0.81981,NaN,NaN,NaN,NaN,2.3647,0.44819,1.2853,NaN
"Max",0.98259,1.2455,1.2448,1.4939,1.4528,0.83871,0.99989,0.75206,1.0316,0.90308,0.67328,1.2067,0.80696,0.90592,1.1237,0.84944,1.0221,NaN,NaN,NaN,NaN,0.81981,NaN,NaN,NaN,NaN,2.3647,0.44819,1.2853,NaN
"NAs",1.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0
"NA%",20.0,40.0,20.0,60.0,40.0,60.0,20.0,40.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,80.0,80.0,80.0,100.0
"unique",4.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
"error",0.04528978262717394,0.11029788077612236,0.10534075430824087,0.01587454723763797,0.12180672456046156,0.03056115508288257,0.054072975126790455,0.0232445386656259,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
