"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",1.0443,0.93155,0.89691,1.0117,1.1921,0.89887,0.89761,0.93684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",0.89482,1.039,0.88046,1.0745,0.85546,0.91702,0.93828,0.8795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",0.85441,1.061,1.0335,1.1924,1.1882,1.0636,1.2668,0.89592,NA,NA,NA,NA,NA,NA,NA,NA,0.85045,1.0673,1.0251,0.98899,0.98196,1.1331,1.1375,0.90657,NA,NA,1.1093,0.89436,NA,NA
"P_MS0019_01",0.78246,1.0413,0.96615,0.87804,0.84601,1.0001,0.93178,0.89371,0.95602,1.0915,0.96579,1.0362,1.0962,1.0372,1.1457,0.90268,NA,NA,NA,NA,NA,NA,NA,NA,0.85995,1.0384,NA,NA,NA,NA
"P_MS0021_01",0.9976,1.0443,1.1665,1.0984,1.2663,1.2835,1.0006,1.0223,1.0945,0.94401,1.0605,0.87403,0.90936,0.91152,1.0577,1.0999,0.94759,0.81078,0.79723,0.87598,0.9729,1.0264,0.90058,1.0323,0.67997,1.2936,1.0997,0.98716,1.1135,0.88515
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",0.914718,1.0234299999999998,0.9887039999999999,1.051008,1.069614,1.032618,1.0070139999999999,0.925654,1.02526,1.017755,1.013145,0.9551149999999999,1.00278,0.9743599999999999,1.1017000000000001,1.00129,0.89902,0.9390399999999999,0.911165,0.932485,0.97743,1.07975,1.01904,0.969435,0.76996,1.166,1.1044999999999998,0.94076,1.1135,0.88515
"Min",0.78246,0.93155,0.88046,0.87804,0.84601,0.89887,0.89761,0.8795,0.95602,0.94401,0.96579,0.87403,0.90936,0.91152,1.0577,0.90268,0.85045,0.81078,0.79723,0.87598,0.9729,1.0264,0.90058,0.90657,0.67997,1.0384,1.0997,0.89436,1.1135,0.88515
"Q25",0.85441,1.039,0.89691,1.0117,0.85546,0.91702,0.93178,0.89371,0.99064,0.9808825,0.9894674999999999,0.9145725,0.95607,0.94294,1.0797,0.9519850000000001,0.874735,0.87491,0.8541974999999999,0.9042325,0.975165,1.053075,0.95981,0.9380025000000001,0.724965,1.1021999999999998,1.1020999999999999,0.9175600000000002,1.1135,0.88515
"Q50",0.89482,1.0413,0.96615,1.0745,1.1882,1.0001,0.93828,0.89592,1.02526,1.017755,1.013145,0.9551149999999999,1.00278,0.9743599999999999,1.1017000000000001,1.00129,0.89902,0.9390399999999999,0.911165,0.932485,0.97743,1.07975,1.01904,0.969435,0.76996,1.166,1.1044999999999998,0.94076,1.1135,0.88515
"Q75",0.9976,1.0443,1.0335,1.0984,1.1921,1.0636,1.0006,0.93684,1.05988,1.0546275,1.0368225,0.9956575,1.04949,1.00578,1.1237,1.0505950000000002,0.923305,1.00317,0.9681324999999998,0.9607375,0.9796950000000001,1.106425,1.0782699999999998,1.0008675,0.814955,1.2298,1.1069,0.9639599999999999,1.1135,0.88515
"Max",1.0443,1.061,1.1665,1.1924,1.2663,1.2835,1.2668,1.0223,1.0945,1.0915,1.0605,1.0362,1.0962,1.0372,1.1457,1.0999,0.94759,1.0673,1.0251,0.98899,0.98196,1.1331,1.1375,1.0323,0.85995,1.2936,1.1093,0.98716,1.1135,0.88515
"NAs",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0
"NA%",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,80.0,80.0
"unique",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
"error",0.021257018718531535,0.010416697173288659,0.023295854592609397,0.023292192099499773,0.040448921706270485,0.031017818698290196,0.02998060338285404,0.011619078070139644,0.048960073529356565,0.05214558957860191,0.03348504162308894,0.05733575335251122,0.0660579154984473,0.044434590129762606,0.03111269837220804,0.06972779969280547,0.03434417636223061,0.09069351575498658,0.08056421111448926,0.039955068670945885,0.003203193718775084,0.037724146776302314,0.08376386929935839,0.04445226779929231,0.06363253923897742,0.0902268252794035,0.0033941125496954466,0.0328097546470558,NaN,NaN
