"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",0.97697,0.88487,0.79697,0.97639,1.2451,0.87379,1.048,1.0314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",0.8257,0.94254,0.95864,1.1024,1.1385,0.93277,1.1826,1.1733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0019_01",NA,1.0583,NA,NA,1.0579,NA,NA,NA,0.80835,0.82767,1.3452,0.93942,NA,0.83585,0.88938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4953,NA,NA,NA,NA
"P_MS0021_01",0.91221,0.72267,0.54507,1.1806,0.73771,1.2354,1.0675,1.1494,1.1199,1.1041,0.96614,1.1794,1.0515,0.87989,1.1459,1.1648,1.0125,1.0224,1.0994,1.0096,1.1563,0.7737,1.0466,1.0749,0.63234,1.2967,0.79731,1.3805,1.0398,0.83692
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",0.90496,0.902095,0.7668933333333333,1.0864633333333333,1.0448025,1.0139866666666666,1.0993666666666666,1.1180333333333332,0.9641249999999999,0.9658850000000001,1.15567,1.05941,1.0515,0.8578699999999999,1.0176399999999999,1.1648,1.0125,1.0224,1.0994,1.0096,1.1563,0.7737,1.0466,1.0749,0.63234,1.396,0.79731,1.3805,1.0398,0.83692
"Min",0.8257,0.72267,0.54507,0.97639,0.73771,0.87379,1.048,1.0314,0.80835,0.82767,0.96614,0.93942,1.0515,0.83585,0.88938,1.1648,1.0125,1.0224,1.0994,1.0096,1.1563,0.7737,1.0466,1.0749,0.63234,1.2967,0.79731,1.3805,1.0398,0.83692
"Q25",0.8689549999999999,0.84432,0.67102,1.039395,0.9778525,0.90328,1.05775,1.0904,0.8862375,0.8967775,1.060905,0.9994149999999999,1.0515,0.8468600000000001,0.9535099999999999,1.1648,1.0125,1.0224,1.0994,1.0096,1.1563,0.7737,1.0466,1.0749,0.63234,1.34635,0.79731,1.3805,1.0398,0.83692
"Q50",0.91221,0.913705,0.79697,1.1024,1.0982,0.93277,1.0675,1.1494,0.9641249999999999,0.9658850000000001,1.15567,1.05941,1.0515,0.8578699999999999,1.0176399999999999,1.1648,1.0125,1.0224,1.0994,1.0096,1.1563,0.7737,1.0466,1.0749,0.63234,1.396,0.79731,1.3805,1.0398,0.83692
"Q75",0.94459,0.97148,0.877805,1.1415000000000002,1.1651500000000001,1.084085,1.1250499999999999,1.16135,1.0420125,1.0349925000000002,1.250435,1.119405,1.0515,0.8688799999999999,1.08177,1.1648,1.0125,1.0224,1.0994,1.0096,1.1563,0.7737,1.0466,1.0749,0.63234,1.44565,0.79731,1.3805,1.0398,0.83692
"Max",0.97697,1.0583,0.95864,1.1806,1.2451,1.2354,1.1826,1.1733,1.1199,1.1041,1.3452,1.1794,1.0515,0.87989,1.1459,1.1648,1.0125,1.0224,1.0994,1.0096,1.1563,0.7737,1.0466,1.0749,0.63234,1.4953,0.79731,1.3805,1.0398,0.83692
"NAs",2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0
"NA%",40.0,20.0,40.0,40.0,20.0,40.0,40.0,40.0,60.0,60.0,60.0,60.0,80.0,60.0,60.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,60.0,80.0,80.0,80.0,80.0
"unique",3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
"error",0.025298386202373555,0.03491830683299712,0.06947300885422523,0.034344519267325686,0.0546533885185768,0.06466800534124133,0.024246198632943458,0.025324128444656896,0.1101495588393344,0.09773276376169869,0.13401794823828633,0.08484574267457383,NaN,0.015570491321727765,0.09069351575498658,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0702157033718242,NaN,NaN,NaN,NaN
