"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"S_MS0006_01",NA,NA,NA,NA,NA,1.0278,0.86431,0.95889,NA,0.91538,NA,0.89612,0.98159,0.98196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2759,NA,NA,NA,NA,NA
"S_MS0006_02",NA,NA,NA,0.92278,NA,0.89353,NA,1.0751,1.0,NA,NA,NA,NA,NA,0.99035,0.89189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0006_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0008_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0008_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0009_01",0.87027,1.0288,NA,0.93106,NA,NA,NA,0.92442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0016_01",NA,NA,NA,NA,NA,0.85808,NA,0.97495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0016_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1209,NA,NA,NA,NA,NA,NA,NA
"S_MS0016_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0021_01",NA,NA,1.0334,NA,1.0842,NA,1.1173,NA,NA,1.0396,0.96297,NA,NA,1.2619,NA,1.0118,NA,1.1846,NA,1.0443,1.0893,NA,1.1438,NA,NA,NA,NA,1.3427,0.82628,1.1658
"S_MS0021_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93697,NA,0.99081,NA,NA,1.0158,1.0235,NA,NA,NA,NA,NA,NA,NA
"S_MS0021_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"Mean",0.87027,1.0288,1.0334,0.92692,1.0842,0.9264700000000001,0.9908049999999999,0.9833400000000001,1.0,0.97749,0.96297,0.89612,0.98159,1.12193,0.99035,0.951845,0.93697,1.1846,0.99081,1.0443,1.0893,1.0158,1.0960666666666665,NaN,1.2759,NaN,NaN,1.3427,0.82628,1.1658
"Min",0.87027,1.0288,1.0334,0.92278,1.0842,0.85808,0.86431,0.92442,1.0,0.91538,0.96297,0.89612,0.98159,0.98196,0.99035,0.89189,0.93697,1.1846,0.99081,1.0443,1.0893,1.0158,1.0235,NaN,1.2759,NaN,NaN,1.3427,0.82628,1.1658
"Q25",0.87027,1.0288,1.0334,0.9248500000000001,1.0842,0.875805,0.9275575,0.9502725,1.0,0.946435,0.96297,0.89612,0.98159,1.0519450000000001,0.99035,0.9218675,0.93697,1.1846,0.99081,1.0443,1.0893,1.0158,1.0722,NaN,1.2759,NaN,NaN,1.3427,0.82628,1.1658
"Q50",0.87027,1.0288,1.0334,0.92692,1.0842,0.89353,0.9908049999999999,0.96692,1.0,0.97749,0.96297,0.89612,0.98159,1.12193,0.99035,0.951845,0.93697,1.1846,0.99081,1.0443,1.0893,1.0158,1.1209,NaN,1.2759,NaN,NaN,1.3427,0.82628,1.1658
"Q75",0.87027,1.0288,1.0334,0.92899,1.0842,0.9606650000000001,1.0540524999999998,0.9999875,1.0,1.008545,0.96297,0.89612,0.98159,1.191915,0.99035,0.9818225,0.93697,1.1846,0.99081,1.0443,1.0893,1.0158,1.13235,NaN,1.2759,NaN,NaN,1.3427,0.82628,1.1658
"Max",0.87027,1.0288,1.0334,0.93106,1.0842,1.0278,1.1173,1.0751,1.0,1.0396,0.96297,0.89612,0.98159,1.2619,0.99035,1.0118,0.93697,1.1846,0.99081,1.0443,1.0893,1.0158,1.1438,NaN,1.2759,NaN,NaN,1.3427,0.82628,1.1658
"NAs",11.0,11.0,11.0,10.0,11.0,9.0,10.0,8.0,11.0,10.0,11.0,11.0,11.0,10.0,11.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,9.0,12.0,11.0,12.0,12.0,11.0,11.0,11.0
"NA%",91.67,91.67,91.67,83.33,91.67,75.0,83.33,66.67,91.67,83.33,91.67,91.67,91.67,83.33,91.67,83.33,91.67,91.67,91.67,91.67,91.67,91.67,75.0,100.0,91.67,100.0,100.0,91.67,91.67,91.67
"unique",1.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
"error",NaN,NaN,NaN,0.002927422074112291,NaN,0.02984218174180822,0.0894454722861923,0.01617589423081971,NaN,0.0439184021794965,NaN,NaN,NaN,0.09897373616268104,NaN,0.042394587066039484,NaN,NaN,NaN,NaN,NaN,NaN,0.021293043551913915,NaN,NaN,NaN,NaN,NaN,NaN,NaN
