"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",0.91089,NA,1.7602,1.9809,NA,1.0758,1.6057,1.0347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",0.8554,1.1121,1.5293,1.5275,0.9787,NA,NA,1.0214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54304,NA,NA,NA,NA,NA,0.95579,NA,NA,NA,NA,NA,NA,NA
"P_MS0019_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4396,1.4039,NA,1.0668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0021_01",1.0213,1.3403,NA,1.709,2.5343,NA,1.3328,1.1439,NA,1.3245,1.051,1.1017,0.84458,0.84837,1.1311,1.2559,1.16,1.0562,NA,NA,1.147,1.2278,1.0819,1.229,0.5427,1.5436,NA,0.97432,1.1311,0.73749
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",0.9291966666666668,1.2262,1.6447500000000002,1.7391333333333332,1.7565,1.0758,1.46925,1.0666666666666667,NaN,1.3245,1.051,1.2706499999999998,1.12424,0.84837,1.0989499999999999,1.2559,0.8515199999999999,1.0562,NaN,NaN,1.147,1.2278,1.018845,1.229,0.5427,1.5436,NaN,0.97432,1.1311,0.73749
"Min",0.8554,1.1121,1.5293,1.5275,0.9787,1.0758,1.3328,1.0214,NaN,1.3245,1.051,1.1017,0.84458,0.84837,1.0668,1.2559,0.54304,1.0562,NaN,NaN,1.147,1.2278,0.95579,1.229,0.5427,1.5436,NaN,0.97432,1.1311,0.73749
"Q25",0.8831450000000001,1.1691500000000001,1.5870250000000001,1.6182500000000002,1.3676,1.0758,1.401025,1.02805,NaN,1.3245,1.051,1.186175,0.98441,0.84837,1.082875,1.2559,0.6972799999999999,1.0562,NaN,NaN,1.147,1.2278,0.9873175000000001,1.229,0.5427,1.5436,NaN,0.97432,1.1311,0.73749
"Q50",0.91089,1.2262,1.6447500000000002,1.709,1.7565,1.0758,1.46925,1.0347,NaN,1.3245,1.051,1.2706499999999998,1.12424,0.84837,1.0989499999999999,1.2559,0.8515199999999999,1.0562,NaN,NaN,1.147,1.2278,1.018845,1.229,0.5427,1.5436,NaN,0.97432,1.1311,0.73749
"Q75",0.966095,1.28325,1.702475,1.84495,2.1454,1.0758,1.537475,1.0893,NaN,1.3245,1.051,1.355125,1.2640699999999998,0.84837,1.115025,1.2559,1.00576,1.0562,NaN,NaN,1.147,1.2278,1.0503725000000002,1.229,0.5427,1.5436,NaN,0.97432,1.1311,0.73749
"Max",1.0213,1.3403,1.7602,1.9809,2.5343,1.0758,1.6057,1.1439,NaN,1.3245,1.051,1.4396,1.4039,0.84837,1.1311,1.2559,1.16,1.0562,NaN,NaN,1.147,1.2278,1.0819,1.229,0.5427,1.5436,NaN,0.97432,1.1311,0.73749
"NAs",2.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0
"NA%",40.0,60.0,60.0,40.0,60.0,80.0,60.0,40.0,100.0,80.0,80.0,60.0,60.0,80.0,60.0,80.0,60.0,80.0,100.0,100.0,80.0,80.0,60.0,80.0,80.0,80.0,100.0,80.0,80.0,80.0
"unique",3.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
"error",0.028150494436812962,0.08068088373338506,0.08163547788798688,0.07606569042123563,0.5499876544068967,NaN,0.09648472029290439,0.022405265584811193,NaN,NaN,NaN,0.11946569068146724,0.19774948242662985,NaN,0.02273348301514751,NaN,0.21812829986042617,NaN,NaN,NaN,NaN,NaN,0.04458661808771777,NaN,NaN,NaN,NaN,NaN,NaN,NaN
