"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",0.96475,1.1913,1.1482,1.0502,1.3579,1.3075,NA,1.1557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",1.0959,1.2165,1.5307,1.7143,1.6162,2.3969,1.3714,1.5074,NA,NA,NA,NA,NA,NA,NA,NA,1.0613,1.2514,1.2318,1.1543,1.3559,1.2849,1.2257,1.1825,NA,NA,1.0395,1.1815,NA,NA
"P_MS0019_01",0.96879,0.97502,0.93957,1.226,1.1767,1.3431,1.2049,1.429,0.89517,1.5888,1.1608,0.88818,1.1281,1.0998,0.96844,1.2472,NA,NA,NA,NA,NA,NA,NA,NA,1.1979,0.98934,NA,NA,NA,NA
"P_MS0021_01",0.98922,0.89935,1.1202,0.984,0.83084,1.1702,1.1239,1.243,1.0892,1.0435,1.1062,1.0762,1.0482,1.1467,1.229,1.1904,1.0181,1.0725,1.1875,1.1767,1.1112,1.1362,1.2271,1.0053,1.645,0.81491,1.2554,0.92222,0.83504,1.4762
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",1.0046650000000001,1.0705425,1.1846675000000002,1.243625,1.2454100000000001,1.5544250000000002,1.2333999999999998,1.3337750000000002,0.992185,1.31615,1.1335000000000002,0.98219,1.0881500000000002,1.12325,1.0987200000000001,1.2187999999999999,1.0396999999999998,1.16195,1.20965,1.1655000000000002,1.2335500000000001,1.21055,1.2264,1.0939,1.42145,0.9021250000000001,1.14745,1.05186,0.83504,1.4762
"Min",0.96475,0.89935,0.93957,0.984,0.83084,1.1702,1.1239,1.1557,0.89517,1.0435,1.1062,0.88818,1.0482,1.0998,0.96844,1.1904,1.0181,1.0725,1.1875,1.1543,1.1112,1.1362,1.2257,1.0053,1.1979,0.81491,1.0395,0.92222,0.83504,1.4762
"Q25",0.96778,0.9561025000000001,1.0750425000000001,1.03365,1.090235,1.2731750000000002,1.1644,1.2211750000000001,0.9436775,1.1798250000000001,1.11985,0.9351849999999999,1.068175,1.111525,1.03358,1.2046,1.0289,1.1172250000000001,1.198575,1.1599000000000002,1.172375,1.173375,1.22605,1.0496,1.309675,0.8585174999999999,1.093475,0.9870399999999999,0.83504,1.4762
"Q50",0.979005,1.08316,1.1342,1.1381000000000001,1.2673,1.3253,1.2049,1.336,0.992185,1.31615,1.1335000000000002,0.98219,1.0881500000000002,1.12325,1.0987200000000001,1.2187999999999999,1.0396999999999998,1.16195,1.20965,1.1655000000000002,1.2335500000000001,1.21055,1.2264,1.0939,1.42145,0.9021250000000001,1.14745,1.05186,0.83504,1.4762
"Q75",1.01589,1.1976,1.2438250000000002,1.348075,1.4224750000000002,1.60655,1.28815,1.4485999999999999,1.0406925,1.452475,1.1471500000000001,1.029195,1.1081250000000002,1.134975,1.1638600000000001,1.233,1.0505,1.206675,1.220725,1.1711,1.2947250000000001,1.247725,1.22675,1.1382,1.533225,0.9457325000000001,1.2014250000000002,1.1166800000000001,0.83504,1.4762
"Max",1.0959,1.2165,1.5307,1.7143,1.6162,2.3969,1.3714,1.5074,1.0892,1.5888,1.1608,1.0762,1.1281,1.1467,1.229,1.2472,1.0613,1.2514,1.2318,1.1767,1.3559,1.2849,1.2271,1.1825,1.645,0.98934,1.2554,1.1815,0.83504,1.4762
"NAs",1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0
"NA%",20.0,20.0,20.0,20.0,20.0,20.0,40.0,20.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,80.0,80.0
"unique",4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
"error",0.015439799828689501,0.03934817490340774,0.062131784115666853,0.08249545031646693,0.08250360764839318,0.1416438599901763,0.04206245356609622,0.04061102259547278,0.06859996437681289,0.19279266389051214,0.01930401512639274,0.06647510849934736,0.028248915908402603,0.01658165401882452,0.09212187145298345,0.020081832585698015,0.015273506473629392,0.06325070157713669,0.01566241520328203,0.007919595949289324,0.08651451467817414,0.05257338918121975,0.0004949747468306073,0.06264966081312812,0.15807372093425273,0.061670317921184735,0.0763321770290878,0.091669323113024,NaN,NaN
