"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",0.85651,0.81922,0.82411,0.78671,0.84935,0.80274,0.97453,0.81785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",0.89529,0.98101,0.78388,0.87167,0.69945,0.84187,0.81834,0.93223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",1.1302,1.0319,0.91544,1.1653,0.99731,0.99337,1.1517,0.98861,NA,NA,NA,NA,NA,NA,NA,NA,0.89131,1.1697,0.92114,0.84485,0.93109,0.89934,0.83582,1.2451,NA,NA,0.8509,1.3389,NA,NA
"P_MS0019_01",NA,0.66108,0.92627,0.81403,0.90257,0.95747,1.2122,1.0884,1.0391,1.0119,0.73906,0.8749,0.8946,1.022,1.0046,0.98512,NA,NA,NA,NA,NA,NA,NA,NA,0.72339,1.6859,NA,NA,NA,NA
"P_MS0021_01",0.97054,0.96185,1.036,0.86331,0.9201,0.81723,0.76301,0.87646,0.95929,1.1684,0.98634,1.0329,1.0993,0.91696,1.1053,0.91336,0.83119,0.80025,0.80668,0.91239,0.827,0.96221,0.95074,0.84168,0.69454,1.7059,0.77536,1.042,1.2481,0.63436
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",0.9631350000000001,0.8910120000000001,0.89714,0.9002040000000001,0.873756,0.8825360000000002,0.9839559999999998,0.9407099999999999,0.9991949999999999,1.09015,0.8627,0.9539,0.99695,0.96948,1.0549499999999998,0.94924,0.8612500000000001,0.9849749999999999,0.86391,0.87862,0.879045,0.930775,0.8932800000000001,1.04339,0.7089650000000001,1.6959,0.81313,1.19045,1.2481,0.63436
"Min",0.85651,0.66108,0.78388,0.78671,0.69945,0.80274,0.76301,0.81785,0.95929,1.0119,0.73906,0.8749,0.8946,0.91696,1.0046,0.91336,0.83119,0.80025,0.80668,0.84485,0.827,0.89934,0.83582,0.84168,0.69454,1.6859,0.77536,1.042,1.2481,0.63436
"Q25",0.885595,0.81922,0.82411,0.81403,0.84935,0.81723,0.81834,0.87646,0.9792424999999999,1.051025,0.80088,0.9143999999999999,0.9457749999999999,0.94322,1.0297749999999999,0.9313,0.84622,0.8926125,0.8352949999999999,0.8617349999999999,0.8530225,0.9150575000000001,0.86455,0.9425349999999999,0.7017525,1.6908999999999998,0.7942450000000001,1.116225,1.2481,0.63436
"Q50",0.9329149999999999,0.96185,0.91544,0.86331,0.90257,0.84187,0.97453,0.93223,0.9991949999999999,1.09015,0.8627,0.9539,0.99695,0.96948,1.0549499999999998,0.94924,0.8612500000000001,0.9849749999999999,0.86391,0.87862,0.879045,0.930775,0.8932800000000001,1.04339,0.7089650000000001,1.6959,0.81313,1.19045,1.2481,0.63436
"Q75",1.010455,0.98101,0.92627,0.87167,0.9201,0.95747,1.1517,0.98861,1.0191474999999999,1.129275,0.92452,0.9934000000000001,1.048125,0.99574,1.080125,0.9671799999999999,0.8762800000000001,1.0773375,0.892525,0.895505,0.9050674999999999,0.9464925000000001,0.92201,1.1442450000000002,0.7161774999999999,1.7009,0.832015,1.264675,1.2481,0.63436
"Max",1.1302,1.0319,1.036,1.1653,0.99731,0.99337,1.2122,1.0884,1.0391,1.1684,0.98634,1.0329,1.0993,1.022,1.1053,0.98512,0.89131,1.1697,0.92114,0.91239,0.93109,0.96221,0.95074,1.2451,0.72339,1.7059,0.8509,1.3389,1.2481,0.63436
"NAs",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0
"NA%",20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,80.0,80.0
"unique",4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
"error",0.030254952383866027,0.030164533260105326,0.0196536904931364,0.03045621314608892,0.0221859952041823,0.01737391110832561,0.039568676616738144,0.020832978327641975,0.028217096103249156,0.05533110562784738,0.08742668242590472,0.05586143571373723,0.07237237905444315,0.03713724814791748,0.03560282643274267,0.025370991308973342,0.021255629842467642,0.13062030015468498,0.04046772108730612,0.023878996000669728,0.03680137242685387,0.022227901666599114,0.040630355646979026,0.14263050883313855,0.010200015318615923,0.007071067811865481,0.02670742312541588,0.10497000166714296,NaN,NaN
