"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",1.0783,0.77066,0.93465,1.2722,0.44999,0.73895,0.66446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",0.91782,0.59951,0.8493,0.99875,0.5004,0.89323,0.76623,0.55113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",NA,0.83742,0.54476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88226,1.3264,0.60628,0.72504,0.82817,0.92504,0.42294,0.60903,NA,NA,0.92962,NA,NA,NA
"P_MS0019_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0021_01",NA,1.0286,NA,NA,1.6739,NA,NA,0.76542,0.65924,NA,0.68162,NA,NA,0.77373,NA,NA,NA,NA,NA,1.0059,NA,NA,NA,NA,NA,0.69752,1.1907,1.025,0.74941,NA
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",0.99806,0.8090474999999999,0.7762366666666667,1.135475,0.8747633333333332,0.81609,0.715345,0.6582749999999999,0.65924,NaN,0.68162,NaN,NaN,0.77373,NaN,NaN,0.88226,1.3264,0.60628,0.86547,0.82817,0.92504,0.42294,0.60903,NaN,0.69752,1.06016,1.025,0.74941,NaN
"Min",0.91782,0.59951,0.54476,0.99875,0.44999,0.73895,0.66446,0.55113,0.65924,NaN,0.68162,NaN,NaN,0.77373,NaN,NaN,0.88226,1.3264,0.60628,0.72504,0.82817,0.92504,0.42294,0.60903,NaN,0.69752,0.92962,1.025,0.74941,NaN
"Q25",0.95794,0.7278725,0.69703,1.0671125,0.475195,0.77752,0.6899025000000001,0.6047024999999999,0.65924,NaN,0.68162,NaN,NaN,0.77373,NaN,NaN,0.88226,1.3264,0.60628,0.795255,0.82817,0.92504,0.42294,0.60903,NaN,0.69752,0.99489,1.025,0.74941,NaN
"Q50",0.99806,0.8040400000000001,0.8493,1.135475,0.5004,0.81609,0.715345,0.6582749999999999,0.65924,NaN,0.68162,NaN,NaN,0.77373,NaN,NaN,0.88226,1.3264,0.60628,0.86547,0.82817,0.92504,0.42294,0.60903,NaN,0.69752,1.06016,1.025,0.74941,NaN
"Q75",1.03818,0.8852150000000001,0.891975,1.2038375000000001,1.0871499999999998,0.85466,0.7407874999999999,0.7118475000000001,0.65924,NaN,0.68162,NaN,NaN,0.77373,NaN,NaN,0.88226,1.3264,0.60628,0.935685,0.82817,0.92504,0.42294,0.60903,NaN,0.69752,1.1254300000000002,1.025,0.74941,NaN
"Max",1.0783,1.0286,0.93465,1.2722,1.6739,0.89323,0.76623,0.76542,0.65924,NaN,0.68162,NaN,NaN,0.77373,NaN,NaN,0.88226,1.3264,0.60628,1.0059,0.82817,0.92504,0.42294,0.60903,NaN,0.69752,1.1907,1.025,0.74941,NaN
"NAs",3.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0
"NA%",60.0,20.0,40.0,60.0,40.0,60.0,60.0,60.0,80.0,100.0,80.0,100.0,100.0,80.0,100.0,100.0,80.0,80.0,80.0,60.0,80.0,80.0,80.0,80.0,100.0,80.0,60.0,80.0,80.0,100.0
"unique",2.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0
"error",0.056738248122408595,0.0443442647256948,0.06831889362340351,0.09667917465773071,0.23084382672498963,0.054546217100730265,0.03598112856067744,0.07576295607023263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.09929900528202686,NaN,NaN,NaN,NaN,NaN,NaN,0.09230571921609194,NaN,NaN,NaN
