"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",1.0647,NA,0.63109,0.46877,0.67845,0.79133,1.0918,0.45701,NA,NA,NA,NA,NA,NA,NA,NA,1.2285,1.2986,1.1615,1.0316,0.95957,NA,NA,0.72825,NA,NA,NA,NA,NA,NA
"P_MS0019_01",1.3604,1.8286,1.3061,NA,NA,1.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67405,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77819,NA,NA,NA,NA
"P_MS0021_01",NA,NA,1.4915,1.1302,NA,1.1445,NA,0.93692,1.0229,1.3907,1.3696,1.3144,NA,1.2261,NA,1.2446,NA,NA,NA,1.0166,1.5953,1.6602,1.0858,1.3082,1.4499,1.0596,NA,NA,1.0662,NA
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",1.21255,1.8286,1.142896666666667,0.799485,0.67845,1.01561,1.0918,0.6969650000000001,1.0229,1.3907,1.3696,1.3144,NaN,1.2261,NaN,0.959325,1.2285,1.2986,1.1615,1.0241,1.277435,1.6602,1.0858,1.018225,1.4499,0.918895,NaN,NaN,1.0662,NaN
"Min",1.0647,1.8286,0.63109,0.46877,0.67845,0.79133,1.0918,0.45701,1.0229,1.3907,1.3696,1.3144,NaN,1.2261,NaN,0.67405,1.2285,1.2986,1.1615,1.0166,0.95957,1.6602,1.0858,0.72825,1.4499,0.77819,NaN,NaN,1.0662,NaN
"Q25",1.138625,1.8286,0.9685950000000001,0.6341275,0.67845,0.951165,1.0918,0.5769875,1.0229,1.3907,1.3696,1.3144,NaN,1.2261,NaN,0.8166875,1.2285,1.2986,1.1615,1.02035,1.1185025,1.6602,1.0858,0.8732374999999999,1.4499,0.8485425000000001,NaN,NaN,1.0662,NaN
"Q50",1.21255,1.8286,1.3061,0.799485,0.67845,1.111,1.0918,0.6969650000000001,1.0229,1.3907,1.3696,1.3144,NaN,1.2261,NaN,0.959325,1.2285,1.2986,1.1615,1.0241,1.277435,1.6602,1.0858,1.018225,1.4499,0.918895,NaN,NaN,1.0662,NaN
"Q75",1.286475,1.8286,1.3988,0.9648425,0.67845,1.12775,1.0918,0.8169425,1.0229,1.3907,1.3696,1.3144,NaN,1.2261,NaN,1.1019625,1.2285,1.2986,1.1615,1.02785,1.4363675,1.6602,1.0858,1.1632125,1.4499,0.9892475000000001,NaN,NaN,1.0662,NaN
"Max",1.3604,1.8286,1.4915,1.1302,0.67845,1.1445,1.0918,0.93692,1.0229,1.3907,1.3696,1.3144,NaN,1.2261,NaN,1.2446,1.2285,1.2986,1.1615,1.0316,1.5953,1.6602,1.0858,1.3082,1.4499,1.0596,NaN,NaN,1.0662,NaN
"NAs",3.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0
"NA%",60.0,80.0,40.0,60.0,80.0,40.0,80.0,60.0,80.0,80.0,80.0,80.0,100.0,80.0,100.0,60.0,80.0,80.0,80.0,60.0,60.0,80.0,80.0,60.0,80.0,60.0,100.0,100.0,80.0,100.0
"unique",2.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0
"error",0.10454573759843108,NaN,0.15094253433134866,0.23385081914010908,NaN,0.06498435820342548,NaN,0.16967380767961798,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.20171988700299232,NaN,NaN,NaN,0.00530330085889915,0.22476449700186188,NaN,NaN,0.20504328887456916,NaN,0.09949345964685317,NaN,NaN,NaN,NaN
