"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",1.1958,NA,1.0313,NA,NA,1.5737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0504,0.92705,1.0673,1.1946,1.1856,1.5698,1.0415,1.1263,NA,NA,NA,NA,NA,NA
"P_MS0019_01",NA,NA,1.0072,NA,NA,0.61172,1.0001,NA,NA,0.93314,1.1822,1.033,1.0466,0.94117,1.0068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.408,NA,NA,NA,NA
"P_MS0021_01",NA,NA,1.6113,1.5003,NA,NA,NA,1.272,0.75847,0.85447,1.7571,NA,NA,0.84581,0.81523,NA,1.1243,NA,1.3687,1.3141,1.684,1.2923,0.59127,NA,0.64801,3.7192,1.0566,NA,1.4596,0.88992
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",1.1958,NaN,1.2166,1.5003,NaN,1.09271,1.0001,1.272,0.75847,0.893805,1.4696500000000001,1.033,1.0466,0.8934899999999999,0.9110149999999999,NaN,1.08735,0.92705,1.218,1.25435,1.4348,1.43105,0.816385,1.1263,0.64801,3.0636,1.0566,NaN,1.4596,0.88992
"Min",1.1958,NaN,1.0072,1.5003,NaN,0.61172,1.0001,1.272,0.75847,0.85447,1.1822,1.033,1.0466,0.84581,0.81523,NaN,1.0504,0.92705,1.0673,1.1946,1.1856,1.2923,0.59127,1.1263,0.64801,2.408,1.0566,NaN,1.4596,0.88992
"Q25",1.1958,NaN,1.01925,1.5003,NaN,0.8522150000000001,1.0001,1.272,0.75847,0.8741374999999999,1.325925,1.033,1.0466,0.8696499999999999,0.8631225,NaN,1.068875,0.92705,1.14265,1.224475,1.3102,1.361675,0.7038275,1.1263,0.64801,2.7358000000000002,1.0566,NaN,1.4596,0.88992
"Q50",1.1958,NaN,1.0313,1.5003,NaN,1.09271,1.0001,1.272,0.75847,0.893805,1.4696500000000001,1.033,1.0466,0.8934899999999999,0.9110149999999999,NaN,1.08735,0.92705,1.218,1.25435,1.4348,1.43105,0.816385,1.1263,0.64801,3.0636,1.0566,NaN,1.4596,0.88992
"Q75",1.1958,NaN,1.3213,1.5003,NaN,1.333205,1.0001,1.272,0.75847,0.9134725,1.613375,1.033,1.0466,0.91733,0.9589074999999999,NaN,1.105825,0.92705,1.2933499999999998,1.2842250000000002,1.5594,1.5004250000000001,0.9289425,1.1263,0.64801,3.3913999999999995,1.0566,NaN,1.4596,0.88992
"Max",1.1958,NaN,1.6113,1.5003,NaN,1.5737,1.0001,1.272,0.75847,0.93314,1.7571,1.033,1.0466,0.94117,1.0068,NaN,1.1243,0.92705,1.3687,1.3141,1.684,1.5698,1.0415,1.1263,0.64801,3.7192,1.0566,NaN,1.4596,0.88992
"NAs",4.0,5.0,2.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0
"NA%",80.0,100.0,40.0,80.0,100.0,60.0,80.0,80.0,80.0,60.0,60.0,80.0,80.0,60.0,60.0,100.0,60.0,80.0,60.0,60.0,60.0,60.0,60.0,80.0,80.0,60.0,80.0,100.0,80.0,80.0
"unique",1.0,0.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0
"error",NaN,NaN,0.11401085230996406,NaN,NaN,0.3401112906829175,NaN,NaN,NaN,0.027814045237972852,0.20325784425207316,NaN,NaN,0.03371485132697459,0.06773022303595343,NaN,0.026127595564842957,NaN,0.10656099192481275,0.0422496301758962,0.17621100987168764,0.09811106588963349,0.1591803430468097,NaN,NaN,0.46357920574590056,NaN,NaN,NaN,NaN
