"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",1.1056,NA,0.81866,NA,1.2987,1.0205,0.94949,0.96386,NA,NA,NA,NA,NA,NA,NA,NA,0.86256,0.98986,0.99893,0.9012,0.94286,1.0006,0.93275,NA,NA,NA,0.83194,1.1036,NA,NA
"P_MS0019_01",NA,1.015,0.89703,1.4615,0.89644,1.0574,NA,0.53589,1.0484,1.5283,0.70461,1.0227,1.0855,1.1215,1.0839,0.8968,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1676,NA,NA,NA,NA
"P_MS0021_01",1.0895,1.3071,1.2165,1.2934,1.1564,1.417,1.0413,0.93812,0.87272,1.0419,0.97082,1.1193,1.1854,1.161,1.3013,1.1819,0.97782,1.0602,1.167,1.017,1.2018,0.92535,1.0753,0.94786,1.0538,1.1313,0.90253,1.1551,0.93795,1.1094
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",1.09755,1.16105,0.9773966666666666,1.37745,1.11718,1.1649666666666665,0.9953949999999999,0.8126233333333334,0.9605600000000001,1.2851,0.837715,1.071,1.13545,1.1412499999999999,1.1926,1.03935,0.9201900000000001,1.02503,1.082965,0.9591,1.07233,0.9629749999999999,1.004025,0.94786,1.0538,1.1494499999999999,0.867235,1.12935,0.93795,1.1094
"Min",1.0895,1.015,0.81866,1.2934,0.89644,1.0205,0.94949,0.53589,0.87272,1.0419,0.70461,1.0227,1.0855,1.1215,1.0839,0.8968,0.86256,0.98986,0.99893,0.9012,0.94286,0.92535,0.93275,0.94786,1.0538,1.1313,0.83194,1.1036,0.93795,1.1094
"Q25",1.0935249999999999,1.088025,0.857845,1.335425,1.02642,1.0389499999999998,0.9724424999999999,0.7370049999999999,0.91664,1.1635,0.7711625,1.04685,1.110475,1.1313749999999998,1.1382500000000002,0.968075,0.8913749999999999,1.007445,1.0409475,0.9301499999999999,1.007595,0.9441625,0.9683875,0.94786,1.0538,1.140375,0.8495875,1.1164749999999999,0.93795,1.1094
"Q50",1.09755,1.16105,0.89703,1.37745,1.1564,1.0574,0.9953949999999999,0.93812,0.9605600000000001,1.2851,0.837715,1.071,1.13545,1.1412499999999999,1.1926,1.03935,0.9201900000000001,1.02503,1.082965,0.9591,1.07233,0.9629749999999999,1.004025,0.94786,1.0538,1.1494499999999999,0.867235,1.12935,0.93795,1.1094
"Q75",1.101575,1.2340749999999998,1.056765,1.419475,1.22755,1.2372,1.0183475,0.95099,1.00448,1.4067,0.9042675,1.0951499999999998,1.160425,1.151125,1.24695,1.110625,0.9490050000000001,1.042615,1.1249825,0.9880499999999999,1.137065,0.9817874999999999,1.0396625,0.94786,1.0538,1.158525,0.8848825,1.142225,0.93795,1.1094
"Max",1.1056,1.3071,1.2165,1.4615,1.2987,1.417,1.0413,0.96386,1.0484,1.5283,0.97082,1.1193,1.1854,1.161,1.3013,1.1819,0.97782,1.0602,1.167,1.017,1.2018,1.0006,1.0753,0.94786,1.0538,1.1676,0.90253,1.1551,0.93795,1.1094
"NAs",3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0
"NA%",60.0,60.0,40.0,60.0,40.0,40.0,60.0,40.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,80.0,80.0,60.0,60.0,60.0,80.0,80.0
"unique",2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0
"error",0.005692209588551709,0.10327294539229527,0.0702481848190426,0.05943232495872929,0.06799259208015074,0.07301522164995868,0.03245973679036845,0.08000113904281707,0.062112259659426315,0.17196836918456834,0.09411944810983543,0.03415325753131025,0.03531998372026809,0.013965358928434346,0.07686250711497765,0.10079807165814232,0.040750563799780745,0.024868945494330903,0.059421718357011544,0.04094148263070107,0.09154911496022229,0.026604892642143826,0.05039903582907116,NaN,NaN,0.012833988078535837,0.02495733384197921,0.018207999615553635,NaN,NaN
