"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",NA,0.62361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0019_01",0.81458,0.88764,0.78853,0.64263,0.54936,NA,NA,0.5224,NA,0.52247,1.0722,0.65139,0.86006,1.3954,0.59711,0.66522,NA,NA,NA,NA,NA,NA,NA,NA,1.5499,0.88481,NA,NA,NA,NA
"P_MS0021_01",NA,1.8034,2.3049,1.4739,NA,1.629,0.6238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",0.81458,1.1048833333333332,1.5467149999999998,1.058265,0.54936,1.629,0.6238,0.5224,NaN,0.52247,1.0722,0.65139,0.86006,1.3954,0.59711,0.66522,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5499,0.88481,NaN,NaN,NaN,NaN
"Min",0.81458,0.62361,0.78853,0.64263,0.54936,1.629,0.6238,0.5224,NaN,0.52247,1.0722,0.65139,0.86006,1.3954,0.59711,0.66522,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5499,0.88481,NaN,NaN,NaN,NaN
"Q25",0.81458,0.755625,1.1676225,0.8504475,0.54936,1.629,0.6238,0.5224,NaN,0.52247,1.0722,0.65139,0.86006,1.3954,0.59711,0.66522,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5499,0.88481,NaN,NaN,NaN,NaN
"Q50",0.81458,0.88764,1.5467149999999998,1.058265,0.54936,1.629,0.6238,0.5224,NaN,0.52247,1.0722,0.65139,0.86006,1.3954,0.59711,0.66522,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5499,0.88481,NaN,NaN,NaN,NaN
"Q75",0.81458,1.34552,1.9258075,1.2660825,0.54936,1.629,0.6238,0.5224,NaN,0.52247,1.0722,0.65139,0.86006,1.3954,0.59711,0.66522,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5499,0.88481,NaN,NaN,NaN,NaN
"Max",0.81458,1.8034,2.3049,1.4739,0.54936,1.629,0.6238,0.5224,NaN,0.52247,1.0722,0.65139,0.86006,1.3954,0.59711,0.66522,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5499,0.88481,NaN,NaN,NaN,NaN
"NAs",4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0
"NA%",80.0,40.0,60.0,60.0,80.0,80.0,80.0,80.0,100.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,80.0,100.0,100.0,100.0,100.0
"unique",1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
"error",NaN,0.20639016730275514,0.5361177548939225,0.2938983269984707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
