"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",0.99537,0.9795,0.8912,0.88915,0.87736,0.8679,0.98192,1.0126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",0.98207,0.99897,1.0304,0.91966,1.0528,0.99877,1.008,1.0752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",1.0341,1.079,0.98969,1.4853,1.2231,1.1966,1.1052,0.95289,NA,NA,NA,NA,NA,NA,NA,NA,1.0679,1.0884,1.0973,1.133,1.0511,1.1236,1.1742,1.0962,NA,NA,1.0174,0.98932,NA,NA
"P_MS0019_01",1.0419,0.95587,1.1604,0.90386,0.98664,1.0846,1.1284,1.0257,1.0171,1.0078,1.0668,1.0396,1.0731,0.97835,1.0164,1.0918,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7791,NA,NA,NA,NA
"P_MS0021_01",1.0082,1.0067,1.1711,0.99047,0.9287,1.1824,1.0165,1.041,0.97596,1.1154,0.97691,1.1278,1.0996,1.0593,1.1168,1.0109,NA,0.9576,0.92507,0.9327,1.0017,1.0028,NA,1.016,0.27971,3.7339,0.79447,1.1325,2.8956,0.36306
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",1.0123280000000001,1.004008,1.048558,1.037688,1.01372,1.066054,1.0480040000000002,1.021478,0.9965299999999999,1.0615999999999999,1.021855,1.0836999999999999,1.08635,1.018825,1.0666,1.05135,1.0679,1.0230000000000001,1.011185,1.03285,1.0264,1.0632,1.1742,1.0561,0.27971,3.2565,0.905935,1.06091,2.8956,0.36306
"Min",0.98207,0.95587,0.8912,0.88915,0.87736,0.8679,0.98192,0.95289,0.97596,1.0078,0.97691,1.0396,1.0731,0.97835,1.0164,1.0109,1.0679,0.9576,0.92507,0.9327,1.0017,1.0028,1.1742,1.016,0.27971,2.7791,0.79447,0.98932,2.8956,0.36306
"Q25",0.99537,0.9795,0.98969,0.90386,0.9287,0.99877,1.008,1.0126,0.986245,1.0347,0.9993824999999998,1.06165,1.0797249999999998,0.9985875000000001,1.0415,1.0311249999999998,1.0679,0.9903,0.9681275,0.982775,1.0140500000000001,1.033,1.1742,1.03605,0.27971,3.0178000000000003,0.8502025,1.025115,2.8956,0.36306
"Q50",1.0082,0.99897,1.0304,0.91966,0.98664,1.0846,1.0165,1.0257,0.9965299999999999,1.0615999999999999,1.021855,1.0836999999999999,1.08635,1.018825,1.0666,1.05135,1.0679,1.0230000000000001,1.011185,1.03285,1.0264,1.0632,1.1742,1.0561,0.27971,3.2565,0.905935,1.06091,2.8956,0.36306
"Q75",1.0341,1.0067,1.1604,0.99047,1.0528,1.1824,1.1052,1.041,1.0068149999999998,1.0884999999999998,1.0443275,1.10575,1.092975,1.0390625,1.0917,1.0715750000000002,1.0679,1.0557,1.0542425,1.082925,1.0387499999999998,1.0934,1.1742,1.0761500000000002,0.27971,3.4952,0.9616675,1.096705,2.8956,0.36306
"Max",1.0419,1.079,1.1711,1.4853,1.2231,1.1966,1.1284,1.0752,1.0171,1.1154,1.0668,1.1278,1.0996,1.0593,1.1168,1.0918,1.0679,1.0884,1.0973,1.133,1.0511,1.1236,1.1742,1.0962,0.27971,3.7339,1.0174,1.1325,2.8956,0.36306
"NAs",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0
"NA%",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,80.0,60.0,60.0,60.0,60.0,60.0,80.0,60.0,80.0,60.0,60.0,60.0,80.0,80.0
"unique",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0
"error",0.005068218503576976,0.009259771854640907,0.02368161085737202,0.050644853823463655,0.026818465131323237,0.027333998668325133,0.012920842201652339,0.008982271249522578,0.014545186489007227,0.03804234482783623,0.03178091428042939,0.031183409050326686,0.009369164850721744,0.02862014696852546,0.0354967604155647,0.028602469298995917,NaN,0.04624478348960022,0.06089250046187954,0.07081674413583275,0.017465537495307683,0.04270924958366747,NaN,0.028354981925580572,NaN,0.3375727773384578,0.07881765736495855,0.050621774465144966,NaN,NaN
