"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",NA,NA,NA,1.1293,0.76609,0.79496,0.94208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",NA,NA,1.1114,NA,0.73537,0.9494,0.95959,0.7594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3155,NA,NA,NA,NA,1.6176,NA,NA,NA
"P_MS0019_01",NA,NA,NA,NA,NA,NA,1.2731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0021_01",NA,0.93143,NA,NA,NA,NA,NA,0.81311,NA,NA,1.1103,NA,NA,NA,NA,0.82853,0.99474,NA,NA,NA,NA,NA,NA,NA,NA,0.74664,NA,NA,NA,NA
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",NaN,0.93143,1.1114,1.1293,0.75073,0.87218,1.0582566666666666,0.7862549999999999,NaN,NaN,1.1103,NaN,NaN,NaN,NaN,0.82853,0.99474,NaN,NaN,NaN,NaN,1.3155,NaN,NaN,NaN,0.74664,1.6176,NaN,NaN,NaN
"Min",NaN,0.93143,1.1114,1.1293,0.73537,0.79496,0.94208,0.7594,NaN,NaN,1.1103,NaN,NaN,NaN,NaN,0.82853,0.99474,NaN,NaN,NaN,NaN,1.3155,NaN,NaN,NaN,0.74664,1.6176,NaN,NaN,NaN
"Q25",NaN,0.93143,1.1114,1.1293,0.74305,0.8335699999999999,0.9508350000000001,0.7728275,NaN,NaN,1.1103,NaN,NaN,NaN,NaN,0.82853,0.99474,NaN,NaN,NaN,NaN,1.3155,NaN,NaN,NaN,0.74664,1.6176,NaN,NaN,NaN
"Q50",NaN,0.93143,1.1114,1.1293,0.75073,0.87218,0.95959,0.7862549999999999,NaN,NaN,1.1103,NaN,NaN,NaN,NaN,0.82853,0.99474,NaN,NaN,NaN,NaN,1.3155,NaN,NaN,NaN,0.74664,1.6176,NaN,NaN,NaN
"Q75",NaN,0.93143,1.1114,1.1293,0.75841,0.9107900000000001,1.116345,0.7996825,NaN,NaN,1.1103,NaN,NaN,NaN,NaN,0.82853,0.99474,NaN,NaN,NaN,NaN,1.3155,NaN,NaN,NaN,0.74664,1.6176,NaN,NaN,NaN
"Max",NaN,0.93143,1.1114,1.1293,0.76609,0.9494,1.2731,0.81311,NaN,NaN,1.1103,NaN,NaN,NaN,NaN,0.82853,0.99474,NaN,NaN,NaN,NaN,1.3155,NaN,NaN,NaN,0.74664,1.6176,NaN,NaN,NaN
"NAs",5.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0
"NA%",100.0,80.0,80.0,80.0,60.0,60.0,40.0,60.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,80.0,80.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,80.0,80.0,100.0,100.0,100.0
"unique",0.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"error",NaN,NaN,NaN,NaN,0.010861160159025399,0.0546027856432252,0.06208855095151808,0.018989352608764744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
