"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"S_MS0006_01",NA,NA,0.9802,NA,NA,NA,NA,0.9189,NA,NA,NA,NA,NA,NA,0.89965,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.348,NA,NA,NA,NA,NA
"S_MS0006_02",NA,0.92503,NA,NA,0.88801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0006_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0008_01",NA,NA,NA,NA,0.95157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7658,NA,NA,NA,NA,NA
"S_MS0008_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0009_01",0.87031,NA,NA,0.94557,NA,NA,0.89668,0.89641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0016_01",NA,1.0001,0.90216,NA,1.0249,0.98539,0.96558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81309,NA,NA,NA,NA,NA,NA,1.4531,0.56559,NA,NA
"S_MS0016_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0016_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0021_01",0.91286,0.92653,0.87913,NA,0.98709,NA,0.85021,NA,NA,0.88907,0.83815,NA,NA,0.86153,0.88196,NA,0.92176,NA,0.93655,0.90918,0.87498,NA,0.87442,NA,1.9824,0.42872,1.596,0.51655,0.80059,NA
"S_MS0021_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79512,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0021_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0461
"N",12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"Mean",0.8915850000000001,0.9505533333333333,0.9204966666666666,0.94557,0.9628924999999999,0.98539,0.9041566666666667,0.9076550000000001,NaN,0.88907,0.83815,NaN,NaN,0.86153,0.890805,NaN,0.92176,NaN,0.93655,0.861135,0.87498,0.79512,0.87442,NaN,2.0320666666666667,0.42872,1.52455,0.5410699999999999,0.80059,1.0461
"Min",0.87031,0.92503,0.87913,0.94557,0.88801,0.98539,0.85021,0.89641,NaN,0.88907,0.83815,NaN,NaN,0.86153,0.88196,NaN,0.92176,NaN,0.93655,0.81309,0.87498,0.79512,0.87442,NaN,1.7658,0.42872,1.4531,0.51655,0.80059,1.0461
"Q25",0.8809475,0.92578,0.8906449999999999,0.94557,0.93568,0.98539,0.873445,0.9020325,NaN,0.88907,0.83815,NaN,NaN,0.86153,0.8863825,NaN,0.92176,NaN,0.93655,0.8371125,0.87498,0.79512,0.87442,NaN,1.8740999999999999,0.42872,1.488825,0.52881,0.80059,1.0461
"Q50",0.8915850000000001,0.92653,0.90216,0.94557,0.96933,0.98539,0.89668,0.9076550000000001,NaN,0.88907,0.83815,NaN,NaN,0.86153,0.890805,NaN,0.92176,NaN,0.93655,0.861135,0.87498,0.79512,0.87442,NaN,1.9824,0.42872,1.52455,0.5410699999999999,0.80059,1.0461
"Q75",0.9022224999999999,0.9633149999999999,0.9411799999999999,0.94557,0.9965424999999999,0.98539,0.93113,0.9132775000000001,NaN,0.88907,0.83815,NaN,NaN,0.86153,0.8952275,NaN,0.92176,NaN,0.93655,0.8851574999999999,0.87498,0.79512,0.87442,NaN,2.1652,0.42872,1.560275,0.55333,0.80059,1.0461
