"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"S_MS0006_01",0.83967,NA,NA,0.5925,0.68322,0.432,NA,NA,1.0272,NA,NA,NA,NA,NA,NA,0.34199,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5613,NA,NA,NA,NA
"S_MS0006_02",NA,0.76448,0.4571,0.54443,0.62342,NA,NA,NA,NA,0.68784,0.64286,NA,NA,0.32803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0006_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99603,0.9958,NA,NA,NA,NA
"S_MS0008_01",NA,0.87804,0.70752,0.85048,0.76299,NA,NA,0.44886,NA,NA,0.7668,0.70104,NA,NA,NA,0.49829,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3132,NA,NA,NA,NA
"S_MS0008_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.582,1.4779,NA,NA,NA,NA
"S_MS0009_01",0.64653,0.64287,0.6573,0.64646,0.48186,0.46593,0.3936,0.39734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_MS0016_01",0.97835,0.91229,0.73782,0.47402,0.38208,0.30864,0.32337,0.41025,NA,NA,NA,NA,NA,NA,NA,NA,0.9234,0.61295,0.57852,0.50889,0.44595,0.49016,0.72008,0.3235,NA,NA,0.5149,1.5493,NA,NA
"S_MS0016_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73297,0.73286,0.55247,0.46654,0.51335,0.42993,0.6681,0.44061,NA,NA,NA,NA,NA,NA
"S_MS0016_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58292,1.162,NA,NA
"S_MS0021_01",0.63417,0.6471,0.57932,0.53327,0.58766,0.39752,0.32794,NA,0.80185,0.73284,0.62107,0.48135,0.52629,0.64257,0.42804,0.40719,0.84421,0.54771,0.56038,0.47092,0.45816,0.4113,0.40796,NA,0.46923,1.435,0.66012,0.92322,1.0134,0.59652
"S_MS0021_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68884,0.55229,0.50201,0.43119,0.54461,NA,0.39786,NA,NA,NA,NA,NA,NA,NA
"S_MS0021_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.90876,1.1103,0.84413,0.76958,1.49,0.68667
"N",12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"Mean",0.77468,0.7689560000000001,0.627812,0.60686,0.5868716666666668,0.40102250000000006,0.34830333333333335,0.41881666666666667,0.9145249999999999,0.71034,0.67691,0.591195,0.52629,0.48529999999999995,0.42804,0.4158233333333334,0.7973549999999999,0.6114525,0.548345,0.469385,0.49051750000000005,0.4437966666666666,0.5485000000000001,0.38205500000000003,0.739005,1.3155833333333335,0.6505175000000001,1.101025,1.2517,0.641595
"Min",0.63417,0.64287,0.4571,0.47402,0.38208,0.30864,0.32337,0.39734,0.80185,0.68784,0.62107,0.48135,0.52629,0.32803,0.42804,0.34199,0.68884,0.54771,0.50201,0.43119,0.44595,0.4113,0.39786,0.3235,0.46923,0.9958,0.5149,0.76958,1.0134,0.59652
"Q25",0.64344,0.6471,0.57932,0.53606,0.50831,0.37529999999999997,0.32565500000000003,0.403795,0.8581874999999999,0.69909,0.631965,0.5362725,0.52629,0.40666499999999994,0.42804,0.37459,0.7219375,0.551145,0.539855,0.4577025,0.45510750000000005,0.42061499999999996,0.405435,0.3527775,0.5538075,1.161025,0.565915,0.88481,1.1325500000000002,0.6190575
