"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",0.90073,1.0093,1.3146,1.3628,0.45529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",1.0974,1.2099,1.3724,1.3562,1.1604,NA,1.112,0.78063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",0.78637,0.55921,0.77884,NA,0.58189,0.68054,0.81961,0.33352,NA,NA,NA,NA,NA,NA,NA,NA,0.71761,NA,NA,0.54813,1.1175,NA,NA,NA,NA,NA,0.86182,0.82245,NA,NA
"P_MS0019_01",1.0113,NA,1.0507,NA,0.51639,NA,NA,NA,NA,0.78766,NA,NA,NA,0.75377,1.0016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0021_01",0.84491,NA,NA,NA,0.8964,NA,NA,0.67863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",0.928142,0.9261366666666667,1.129135,1.3595000000000002,0.722074,0.68054,0.965805,0.5975933333333333,NaN,0.78766,NaN,NaN,NaN,0.75377,1.0016,NaN,0.71761,NaN,NaN,0.54813,1.1175,NaN,NaN,NaN,NaN,NaN,0.86182,0.82245,NaN,NaN
"Min",0.78637,0.55921,0.77884,1.3562,0.45529,0.68054,0.81961,0.33352,NaN,0.78766,NaN,NaN,NaN,0.75377,1.0016,NaN,0.71761,NaN,NaN,0.54813,1.1175,NaN,NaN,NaN,NaN,NaN,0.86182,0.82245,NaN,NaN
"Q25",0.84491,0.784255,0.9827349999999999,1.35785,0.51639,0.68054,0.8927075,0.5060749999999999,NaN,0.78766,NaN,NaN,NaN,0.75377,1.0016,NaN,0.71761,NaN,NaN,0.54813,1.1175,NaN,NaN,NaN,NaN,NaN,0.86182,0.82245,NaN,NaN
"Q50",0.90073,1.0093,1.18265,1.3595000000000002,0.58189,0.68054,0.965805,0.67863,NaN,0.78766,NaN,NaN,NaN,0.75377,1.0016,NaN,0.71761,NaN,NaN,0.54813,1.1175,NaN,NaN,NaN,NaN,NaN,0.86182,0.82245,NaN,NaN
"Q75",1.0113,1.1096,1.32905,1.36115,0.8964,0.68054,1.0389025,0.72963,NaN,0.78766,NaN,NaN,NaN,0.75377,1.0016,NaN,0.71761,NaN,NaN,0.54813,1.1175,NaN,NaN,NaN,NaN,NaN,0.86182,0.82245,NaN,NaN
"Max",1.0974,1.2099,1.3724,1.3628,1.1604,0.68054,1.112,0.78063,NaN,0.78766,NaN,NaN,NaN,0.75377,1.0016,NaN,0.71761,NaN,NaN,0.54813,1.1175,NaN,NaN,NaN,NaN,NaN,0.86182,0.82245,NaN,NaN
"NAs",0.0,2.0,1.0,3.0,0.0,4.0,3.0,2.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0
"NA%",0.0,40.0,20.0,60.0,0.0,80.0,60.0,40.0,100.0,80.0,100.0,100.0,100.0,80.0,80.0,100.0,80.0,100.0,100.0,80.0,80.0,100.0,100.0,100.0,100.0,100.0,80.0,80.0,100.0,100.0
"unique",5.0,3.0,4.0,2.0,5.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
"error",0.02516779829067294,0.1110737863030864,0.06807375942987627,0.0023334523779155853,0.05963643189527691,NaN,0.10337547587556736,0.0781039506991472,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
