"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",0.87732,0.98408,1.0174,1.351,0.91238,NA,1.0595,0.74904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",NA,0.9287,NA,NA,0.82854,NA,NA,0.97137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",NA,NA,0.84163,0.50164,NA,0.50488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.055,NA,NA,0.94865,1.0285,1.0716,NA,NA,NA,NA,NA,NA,NA
"P_MS0019_01",1.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0021_01",NA,1.2719,1.0143,0.94563,NA,NA,1.0445,0.89481,NA,NA,NA,NA,NA,0.95878,NA,0.92226,NA,1.0173,NA,NA,NA,NA,0.90937,NA,NA,0.91162,NA,NA,NA,NA
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",0.94766,1.06156,0.9577766666666667,0.9327566666666667,0.87046,0.50488,1.052,0.87174,NaN,NaN,NaN,NaN,NaN,0.95878,NaN,0.92226,NaN,1.0361500000000001,NaN,NaN,0.94865,1.0285,0.9904850000000001,NaN,NaN,0.91162,NaN,NaN,NaN,NaN
"Min",0.87732,0.9287,0.84163,0.50164,0.82854,0.50488,1.0445,0.74904,NaN,NaN,NaN,NaN,NaN,0.95878,NaN,0.92226,NaN,1.0173,NaN,NaN,0.94865,1.0285,0.90937,NaN,NaN,0.91162,NaN,NaN,NaN,NaN
"Q25",0.91249,0.95639,0.9279649999999999,0.723635,0.8494999999999999,0.50488,1.04825,0.821925,NaN,NaN,NaN,NaN,NaN,0.95878,NaN,0.92226,NaN,1.026725,NaN,NaN,0.94865,1.0285,0.9499275,NaN,NaN,0.91162,NaN,NaN,NaN,NaN
"Q50",0.94766,0.98408,1.0143,0.94563,0.87046,0.50488,1.052,0.89481,NaN,NaN,NaN,NaN,NaN,0.95878,NaN,0.92226,NaN,1.0361500000000001,NaN,NaN,0.94865,1.0285,0.9904850000000001,NaN,NaN,0.91162,NaN,NaN,NaN,NaN
"Q75",0.9828300000000001,1.12799,1.01585,1.148315,0.8914200000000001,0.50488,1.0557500000000002,0.93309,NaN,NaN,NaN,NaN,NaN,0.95878,NaN,0.92226,NaN,1.045575,NaN,NaN,0.94865,1.0285,1.0310425,NaN,NaN,0.91162,NaN,NaN,NaN,NaN
"Max",1.018,1.2719,1.0174,1.351,0.91238,0.50488,1.0595,0.97137,NaN,NaN,NaN,NaN,NaN,0.95878,NaN,0.92226,NaN,1.055,NaN,NaN,0.94865,1.0285,1.0716,NaN,NaN,0.91162,NaN,NaN,NaN,NaN
"NAs",3.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0
"NA%",60.0,40.0,40.0,40.0,60.0,80.0,60.0,40.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,80.0,100.0,60.0,100.0,100.0,80.0,80.0,60.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0
"unique",2.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"error",0.04973789098866176,0.06141744486164607,0.03353263523682453,0.14160877030016863,0.029641916267340043,NaN,0.00530330085889915,0.03764870648508391,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.013328962825366365,NaN,NaN,NaN,NaN,0.05735696655594684,NaN,NaN,NaN,NaN,NaN,NaN,NaN
