"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",NA,NA,NA,0.8191,NA,1.0104,NA,1.1909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0019_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0021_01",0.77874,1.2723,1.4513,NA,NA,NA,NA,NA,1.0856,0.83286,1.1998,NA,0.94656,1.2417,NA,0.95866,NA,0.78111,0.78821,0.83678,1.0034,0.72377,NA,NA,NA,NA,0.66,NA,0.98159,NA
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",0.77874,1.2723,1.4513,0.8191,NaN,1.0104,NaN,1.1909,1.0856,0.83286,1.1998,NaN,0.94656,1.2417,NaN,0.95866,NaN,0.78111,0.81749,0.83678,1.0034,0.72377,NaN,NaN,NaN,NaN,0.66,NaN,0.98159,NaN
"Min",0.77874,1.2723,1.4513,0.8191,NaN,1.0104,NaN,1.1909,1.0856,0.83286,1.1998,NaN,0.94656,1.2417,NaN,0.95866,NaN,0.78111,0.78821,0.83678,1.0034,0.72377,NaN,NaN,NaN,NaN,0.66,NaN,0.98159,NaN
"Q25",0.77874,1.2723,1.4513,0.8191,NaN,1.0104,NaN,1.1909,1.0856,0.83286,1.1998,NaN,0.94656,1.2417,NaN,0.95866,NaN,0.78111,0.8028500000000001,0.83678,1.0034,0.72377,NaN,NaN,NaN,NaN,0.66,NaN,0.98159,NaN
"Q50",0.77874,1.2723,1.4513,0.8191,NaN,1.0104,NaN,1.1909,1.0856,0.83286,1.1998,NaN,0.94656,1.2417,NaN,0.95866,NaN,0.78111,0.81749,0.83678,1.0034,0.72377,NaN,NaN,NaN,NaN,0.66,NaN,0.98159,NaN
"Q75",0.77874,1.2723,1.4513,0.8191,NaN,1.0104,NaN,1.1909,1.0856,0.83286,1.1998,NaN,0.94656,1.2417,NaN,0.95866,NaN,0.78111,0.8321299999999999,0.83678,1.0034,0.72377,NaN,NaN,NaN,NaN,0.66,NaN,0.98159,NaN
"Max",0.77874,1.2723,1.4513,0.8191,NaN,1.0104,NaN,1.1909,1.0856,0.83286,1.1998,NaN,0.94656,1.2417,NaN,0.95866,NaN,0.78111,0.84677,0.83678,1.0034,0.72377,NaN,NaN,NaN,NaN,0.66,NaN,0.98159,NaN
"NAs",4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0
"NA%",80.0,80.0,80.0,80.0,100.0,80.0,100.0,80.0,80.0,80.0,80.0,100.0,80.0,80.0,100.0,80.0,100.0,80.0,60.0,80.0,80.0,80.0,100.0,100.0,100.0,100.0,80.0,100.0,80.0,100.0
"unique",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"error",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.020704086553142133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
