"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",0.80652,1.0325,1.074,1.1315,0.84066,1.2032,0.79269,0.89272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",1.0944,0.97524,1.1134,NA,1.1081,1.3692,0.89036,1.0451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",1.1415,1.2418,0.95422,NA,NA,0.4965,NA,0.89197,NA,NA,NA,NA,NA,NA,NA,NA,0.97306,0.86864,0.71611,0.97575,1.0275,0.85019,0.89517,0.99911,NA,NA,0.81387,1.4298,NA,NA
"P_MS0019_01",1.2335,1.1398,NA,0.98659,1.1127,0.81069,NA,1.0724,1.1606,0.92561,NA,1.0334,0.92243,1.0202,0.87987,0.98114,NA,NA,NA,NA,NA,NA,NA,NA,0.65001,1.7098,NA,NA,NA,NA
"P_MS0021_01",1.067,1.1305,0.81227,NA,0.93766,0.97795,0.76325,0.96537,0.9756,0.91943,0.82454,0.96036,0.97229,1.1291,0.99885,1.0079,1.0278,0.89108,1.2562,0.96746,0.9418,0.72105,1.1441,0.92308,0.57962,1.5886,0.81725,1.3277,1.1037,0.94055
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",1.068584,1.103968,0.9884725000000001,1.059045,0.9997800000000001,0.971508,0.8154333333333333,0.973512,1.0681,0.92252,0.82454,0.99688,0.94736,1.07465,0.93936,0.9945200000000001,1.0004300000000002,0.87986,0.986155,0.971605,0.98465,0.78562,1.019635,0.961095,0.614815,1.6492,0.8155600000000001,1.3787500000000001,1.1037,0.94055
"Min",0.80652,0.97524,0.81227,0.98659,0.84066,0.4965,0.76325,0.89197,0.9756,0.91943,0.82454,0.96036,0.92243,1.0202,0.87987,0.98114,0.97306,0.86864,0.71611,0.96746,0.9418,0.72105,0.89517,0.92308,0.57962,1.5886,0.81387,1.3277,1.1037,0.94055
"Q25",1.067,1.0325,0.9187325,1.0228175,0.91341,0.81069,0.77797,0.89272,1.0218500000000001,0.9209749999999999,0.82454,0.97862,0.934895,1.047425,0.9096150000000001,0.98783,0.986745,0.87425,0.8511325000000001,0.9695325,0.963225,0.753335,0.9574024999999999,0.9420875,0.5972175,1.6189,0.814715,1.3532250000000001,1.1037,0.94055
"Q50",1.0944,1.1305,1.01411,1.059045,1.02288,0.97795,0.79269,0.96537,1.0681,0.92252,0.82454,0.99688,0.94736,1.07465,0.93936,0.9945200000000001,1.0004300000000002,0.87986,0.986155,0.971605,0.98465,0.78562,1.019635,0.961095,0.614815,1.6492,0.8155600000000001,1.3787500000000001,1.1037,0.94055
"Q75",1.1415,1.1398,1.08385,1.0952724999999999,1.10925,1.2032,0.8415250000000001,1.0451,1.11435,0.9240650000000001,0.82454,1.01514,0.9598249999999999,1.101875,0.969105,1.00121,1.014115,0.88547,1.1211775,0.9736775,1.006075,0.817905,1.0818675,0.9801025000000001,0.6324125,1.6795,0.816405,1.404275,1.1037,0.94055
"Max",1.2335,1.2418,1.1134,1.1315,1.1127,1.3692,0.89036,1.0724,1.1606,0.92561,0.82454,1.0334,0.97229,1.1291,0.99885,1.0079,1.0278,0.89108,1.2562,0.97575,1.0275,0.85019,1.1441,0.99911,0.65001,1.7098,0.81725,1.4298,1.1037,0.94055
"NAs",0.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0
"NA%",0.0,0.0,20.0,60.0,20.0,0.0,40.0,0.0,60.0,60.0,80.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,80.0,80.0
"unique",5.0,5.0,4.0,2.0,4.0,5.0,3.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
"error",0.031915598869518336,0.02065529290036818,0.033893948659446074,0.0512334218308713,0.03343595170870222,0.06807177375976037,0.022179025209852207,0.016776893478829744,0.06540737725975566,0.0021849599538664582,NaN,0.02582353964893275,0.017628172054980636,0.03850196423560751,0.0420657824127877,0.009461088732276008,0.01935351260107581,0.007933738084913069,0.1909506507255212,0.0029309576080182465,0.0302995255738436,0.045657884861215386,0.08801004552038359,0.02688066428680662,0.024886623163860522,0.04285067093990477,0.0011950104602052828,0.0360978011795732,NaN,NaN
