"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",NA,NA,NA,NA,NA,NA,1.1113,0.58778,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2667,NA,NA,NA,NA,0.55227,NA,NA,NA,NA,NA,NA,NA
"P_MS0019_01",NA,NA,0.7029,0.50215,1.1933,NA,NA,0.45329,NA,1.0349,0.61981,0.83634,0.66048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0021_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4322,NA,NA,NA,NA,0.69736,NA,0.50995,NA,0.90543,NA,NA,NA,NA,NA,NA
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",NaN,NaN,0.7029,0.50215,1.1933,NaN,1.1113,0.520535,NaN,1.0349,0.61981,0.83634,0.66048,NaN,1.4322,NaN,NaN,1.2667,NaN,0.69736,NaN,0.50995,0.55227,0.90543,NaN,NaN,NaN,NaN,NaN,NaN
"Min",NaN,NaN,0.7029,0.50215,1.1933,NaN,1.1113,0.45329,NaN,1.0349,0.61981,0.83634,0.66048,NaN,1.4322,NaN,NaN,1.2667,NaN,0.69736,NaN,0.50995,0.55227,0.90543,NaN,NaN,NaN,NaN,NaN,NaN
"Q25",NaN,NaN,0.7029,0.50215,1.1933,NaN,1.1113,0.4869125,NaN,1.0349,0.61981,0.83634,0.66048,NaN,1.4322,NaN,NaN,1.2667,NaN,0.69736,NaN,0.50995,0.55227,0.90543,NaN,NaN,NaN,NaN,NaN,NaN
"Q50",NaN,NaN,0.7029,0.50215,1.1933,NaN,1.1113,0.520535,NaN,1.0349,0.61981,0.83634,0.66048,NaN,1.4322,NaN,NaN,1.2667,NaN,0.69736,NaN,0.50995,0.55227,0.90543,NaN,NaN,NaN,NaN,NaN,NaN
"Q75",NaN,NaN,0.7029,0.50215,1.1933,NaN,1.1113,0.5541575,NaN,1.0349,0.61981,0.83634,0.66048,NaN,1.4322,NaN,NaN,1.2667,NaN,0.69736,NaN,0.50995,0.55227,0.90543,NaN,NaN,NaN,NaN,NaN,NaN
"Max",NaN,NaN,0.7029,0.50215,1.1933,NaN,1.1113,0.58778,NaN,1.0349,0.61981,0.83634,0.66048,NaN,1.4322,NaN,NaN,1.2667,NaN,0.69736,NaN,0.50995,0.55227,0.90543,NaN,NaN,NaN,NaN,NaN,NaN
"NAs",5.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
"NA%",100.0,100.0,80.0,80.0,80.0,100.0,80.0,60.0,100.0,80.0,80.0,80.0,80.0,100.0,80.0,100.0,100.0,80.0,100.0,80.0,100.0,80.0,80.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0
"unique",0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"error",NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.047549395500889366,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
