"x","Control_0","Control_2_5","Control_5","Control_7_5","Control_10","Control_20","Control_30","Control_45","B55_0","B55_2_5","B55_5","B55_7_5","B55_10","B55_20","B55_30","B55_45","GWL_0","GWL_2_5","GWL_5","GWL_7_5","GWL_10","GWL_20","GWL_30","GWL_45","CM_Con_H_B55_L_","CM_Con_L_B55_H_","CM_Con_H_GWL_L_","CM_Con_L_GWL_H_","CM_B55_H_GWL_L_","CM_B55_L_GWL_H_"
"P_MS0009_01",NA,1.9027,NA,1.5055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0009_02",NA,1.8224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0016_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87681,0.94552,NA,0.94298,0.9414,1.0939,NA,NA,NA,NA,NA,NA,NA
"P_MS0019_01",NA,NA,NA,NA,NA,NA,NA,NA,1.157,0.94132,NA,0.76119,0.80321,NA,1.1296,0.72586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P_MS0021_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85767,NA,NA,0.94141,0.86843,0.84776,0.90438,NA,NA,NA,0.83062,NA,NA,NA,NA,NA,NA,NA,NA,1.2931,NA
"N",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Mean",NaN,1.8625500000000001,NaN,1.5055,NaN,NaN,NaN,NaN,1.157,0.899495,NaN,0.76119,0.8723099999999999,0.86843,0.98868,0.81512,NaN,0.87681,0.94552,0.83062,0.94298,0.9414,1.0939,NaN,NaN,NaN,NaN,NaN,1.2931,NaN
"Min",NaN,1.8224,NaN,1.5055,NaN,NaN,NaN,NaN,1.157,0.85767,NaN,0.76119,0.80321,0.86843,0.84776,0.72586,NaN,0.87681,0.94552,0.83062,0.94298,0.9414,1.0939,NaN,NaN,NaN,NaN,NaN,1.2931,NaN
"Q25",NaN,1.842475,NaN,1.5055,NaN,NaN,NaN,NaN,1.157,0.8785825,NaN,0.76119,0.83776,0.86843,0.9182199999999999,0.7704899999999999,NaN,0.87681,0.94552,0.83062,0.94298,0.9414,1.0939,NaN,NaN,NaN,NaN,NaN,1.2931,NaN
"Q50",NaN,1.8625500000000001,NaN,1.5055,NaN,NaN,NaN,NaN,1.157,0.899495,NaN,0.76119,0.8723099999999999,0.86843,0.98868,0.81512,NaN,0.87681,0.94552,0.83062,0.94298,0.9414,1.0939,NaN,NaN,NaN,NaN,NaN,1.2931,NaN
"Q75",NaN,1.882625,NaN,1.5055,NaN,NaN,NaN,NaN,1.157,0.9204075,NaN,0.76119,0.90686,0.86843,1.05914,0.85975,NaN,0.87681,0.94552,0.83062,0.94298,0.9414,1.0939,NaN,NaN,NaN,NaN,NaN,1.2931,NaN
"Max",NaN,1.9027,NaN,1.5055,NaN,NaN,NaN,NaN,1.157,0.94132,NaN,0.76119,0.94141,0.86843,1.1296,0.90438,NaN,0.87681,0.94552,0.83062,0.94298,0.9414,1.0939,NaN,NaN,NaN,NaN,NaN,1.2931,NaN
"NAs",5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0
"NA%",100.0,60.0,100.0,80.0,100.0,100.0,100.0,100.0,80.0,60.0,100.0,80.0,60.0,80.0,60.0,60.0,100.0,80.0,80.0,80.0,80.0,80.0,80.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0
"unique",0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"error",NaN,0.028390337264639895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02957474112312735,NaN,NaN,0.04886107857999043,NaN,0.09964548760480828,0.06311635128871124,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
