"Frame","Time (aligned)","Time [ smin]","Intensity Ch3-T2","background","Intensity (bg-subst)","bleach-Corrected","Normalized"
1.0,-12.0,0.0,NA,424.324,-424.324,-424.324,-31.767760816786332
2.0,-11.0,60.0,NA,415.58,-415.58,-416.874534467514,-31.21004350819924
3.0,-10.0,120.0,NA,409.904,-409.904,-412.45360788984465,-30.879063082609424
4.0,-9.0,180.0,NA,405.661,-405.661,-409.43973070872676,-30.653423879026963
5.0,-8.0,240.0,NA,403.632,-403.632,-408.63701261000494,-30.59332698004529
6.0,-7.0,300.0,NA,402.345,-402.345,-408.57121902090887,-30.588401227550303
7.0,-6.0,360.0,NA,398.841,-398.841,-406.2353684062667,-30.413523672593016
8.0,-5.0,420.0,NA,398.771,-398.771,-407.3822068216235,-30.499383742903813
9.0,-4.0,480.0,NA,395.931,-395.931,-405.6863408397844,-30.37241976045552
10.0,-3.0,540.0,NA,393.056,-393.056,-403.933238425292,-30.241170672044483
11.0,-2.0,600.0,403.175,391.014,12.161000000000001,12.534317210891333,0.9384036518257846
12.0,-1.0,660.0,403.048,391.088,11.95999999999998,12.363197575479795,0.925592480058905
13.0,0.0,720.0,400.888,388.54,12.347999999999956,12.801372936138605,0.9583972472962476
14.0,1.0,780.0,401.054,388.574,12.479999999999961,12.9755845299044,0.971439903950745
15.0,2.0,840.0,399.01,385.8,13.20999999999998,13.773989713122203,1.0312139089453851
16.0,3.0,900.0,397.235,383.961,13.274000000000001,13.880195099798765,1.0391651615763824
17.0,4.0,960.0,394.511,382.354,12.157000000000039,12.74821209109259,0.9544172673511113
18.0,5.0,1020.0,394.963,381.645,13.31800000000004,14.005006718174842,1.0485094023917199
19.0,6.0,1080.0,393.244,380.906,12.338000000000022,13.010767645812088,0.9740739496586114
20.0,7.0,1140.0,390.821,378.475,12.346000000000004,13.055416279306746,0.9774166479496688
21.0,8.0,1200.0,391.623,379.032,12.591000000000008,13.351297682687365,0.999568328393694
22.0,9.0,1260.0,391.053,378.07,12.983000000000004,13.804785993292871,1.0335195264982655
23.0,10.0,1320.0,388.378,374.937,13.440999999999974,14.330791781611177,1.0728998728174488
24.0,11.0,1380.0,388.597,375.426,13.170999999999992,14.08101659673984,1.0542000153242097
25.0,12.0,1440.0,385.463,371.87,13.593000000000018,14.571355706237958,1.0909101131495793
26.0,13.0,1500.0,383.895,370.894,13.000999999999976,13.974090938545903,1.0461948383022113
27.0,14.0,1560.0,384.539,371.87,12.668999999999983,13.653504640973463,1.0221935826051016
28.0,15.0,1620.0,383.288,370.574,12.713999999999999,13.738265405330617,1.028539345957507
29.0,16.0,1680.0,379.198,368.022,11.175999999999988,12.108125690642153,0.9064960758286256
30.0,17.0,1740.0,376.439,366.873,9.566000000000031,10.390937527642611,0.7779357708739538
31.0,18.0,1800.0,374.398,366.361,8.037000000000035,8.752763746091507,0.6552910162321097
32.0,19.0,1860.0,371.303,365.606,5.697000000000003,6.220387531619119,0.4657002274021646
33.0,20.0,1920.0,368.884,365.441,3.4430000000000405,3.7689587800521056,0.2821697124202781
34.0,21.0,1980.0,367.211,363.981,3.230000000000018,3.5448122681868197,0.2653885905019955
35.0,22.0,2040.0,366.69,365.015,1.6750000000000114,1.8429143215840609,0.1379730144274481
36.0,23.0,2100.0,363.183,362.04,1.1429999999999723,1.260751506398805,0.09438837375373607
37.0,24.0,2160.0,362.081,361.065,1.0160000000000196,1.1234746388231196,0.08411090018443047
38.0,25.0,2220.0,361.284,360.576,0.70799999999997,0.7848425552988998,0.05875861505729313
39.0,26.0,2280.0,360.671,359.807,0.8639999999999759,0.9601436639994484,0.07188284015914098
40.0,27.0,2340.0,362.139,361.617,0.5219999999999914,0.5815133606299973,0.043536018118841655
41.0,28.0,2400.0,359.209,358.544,0.6650000000000205,0.7426276783438874,0.055598124220062856
42.0,29.0,2460.0,361.755,360.615,1.1399999999999864,1.276169193500342,0.09554264595184336
43.0,30.0,2520.0,362.113,361.053,1.0600000000000023,1.1894792418097915,0.08905245060459886
44.0,31.0,2580.0,362.607,361.472,1.1350000000000477,1.2766980327623436,0.0955822384311417
45.0,32.0,2640.0,360.985,358.844,2.1410000000000196,2.4140379875201665,0.18073118982234537
46.0,33.0,2700.0,359.712,359.682,0.029999999999972715,0.03390608309865034,0.0025384384058219794
47.0,34.0,2760.0,363.202,361.384,1.8179999999999836,2.059553419440263,0.1541920806227616
48.0,35.0,2820.0,359.835,358.731,1.103999999999985,1.2536173667606336,0.0938542638715258
49.0,36.0,2880.0,360.256,357.962,2.2939999999999827,2.6109590721278453,0.19547403235682112
50.0,37.0,2940.0,359.544,357.582,1.961999999999989,2.238259346053121,0.16757121339201209
51.0,38.0,3000.0,NA,356.538,-356.538,-407.6768575345837,-30.52144328555003
52.0,39.0,3060.0,NA,357.683,-357.683,-409.92225052994837,-30.689548572115093
53.0,40.0,3120.0,NA,355.241,-355.241,-408.05002702546545,-30.549381274281412
54.0,41.0,3180.0,NA,354.812,-354.812,-408.47923575197785,-30.581514738719726
55.0,42.0,3240.0,NA,354.54,-354.54,-409.084059051445,-30.62679589631131
56.0,43.0,3300.0,NA,356.4,-356.4,-412.14967592025107,-30.85630868239962
57.0,44.0,3360.0,NA,354.538,-354.538,-410.90779223900245,-30.763332881482924
58.0,45.0,3420.0,NA,354.107,-354.107,-411.31527051770536,-30.7938394578158
59.0,46.0,3480.0,NA,355.565,-355.565,-413.91629473692325,-30.988569699976935
60.0,47.0,3540.0,NA,354.911,-354.911,-414.05752916199174,-30.999143463032222
61.0,48.0,3600.0,NA,352.205,-352.205,-411.7930445531523,-30.829608849324526
62.0,49.0,3660.0,NA,351.781,-351.781,-412.1855239410121,-30.858992507376033
63.0,50.0,3720.0,NA,350.605,-350.605,-411.68967618863104,-30.821869995335277
64.0,51.0,3780.0,NA,351.175,-351.175,-413.23935224145555,-30.937889212229987
65.0,52.0,3840.0,NA,349.85,-349.85,-412.55410183554966,-30.88658673819028
66.0,53.0,3900.0,NA,349.424,-349.424,-412.9215016615147,-30.9140927708337
67.0,54.0,3960.0,NA,351.708,-351.708,-416.4928792650526,-31.181470221780664
68.0,55.0,4020.0,NA,351.028,-351.028,-416.55517638854064,-31.186134205242695
