"Frame","Time (aligned)","Time [ smin]","Intensity Ch3-T2","background","Intensity (bg-subst)","bleach-Corrected","Normalized"
1.0,-33.0,0.0,NA,444.259,-444.259,-444.259,-28.929485221132545
2.0,-32.0,60.0,NA,437.301,-437.301,-438.6631955271629,-28.56509475791787
3.0,-31.0,120.0,NA,431.564,-431.564,-434.24833335457305,-28.277605500580876
4.0,-30.0,180.0,NA,429.966,-429.966,-433.9711316934791,-28.25955454076264
5.0,-29.0,240.0,NA,425.443,-425.443,-430.7184677028539,-28.047745900203637
6.0,-28.0,300.0,NA,422.787,-422.787,-429.329555421822,-27.957301998543656
7.0,-27.0,360.0,NA,420.031,-420.031,-427.8182233698456,-27.85888630350568
8.0,-26.0,420.0,NA,419.713,-419.713,-428.7764360290093,-27.921283686478176
9.0,-25.0,480.0,NA,416.779,-416.779,-427.0480145501729,-27.808731450895138
10.0,-24.0,540.0,NA,414.337,-414.337,-425.80315835255084,-27.727668267095726
11.0,-23.0,600.0,NA,409.702,-409.702,-422.2789926763095,-27.49817984064258
12.0,-22.0,660.0,NA,407.456,-407.456,-421.1922266985539,-27.427411256793274
13.0,-21.0,720.0,NA,406.008,-406.008,-420.91511362615654,-27.409366065739178
14.0,-20.0,780.0,NA,405.088,-405.088,-421.1741655488726,-27.42623514159295
15.0,-19.0,840.0,NA,404.085,-404.085,-421.3370653464795,-27.436842934091004
16.0,-18.0,900.0,NA,402.833,-402.833,-421.2295188064815,-27.42983966338753
17.0,-17.0,960.0,NA,401.643,-401.643,-421.17546671898367,-27.42631987185502
18.0,-16.0,1020.0,NA,402.532,-402.532,-423.29654334587315,-27.56444122658388
19.0,-15.0,1080.0,NA,399.626,-399.626,-421.4168448067184,-27.442038053865577
20.0,-14.0,1140.0,NA,398.221,-398.221,-421.10326633418197,-27.421618290198644
21.0,-13.0,1200.0,407.501,396.993,10.507999999999981,11.142517357610872,0.7255841552410116
22.0,-12.0,1260.0,407.509,397.537,9.972000000000037,10.603198484565738,0.6904645124937919
23.0,-11.0,1320.0,405.225,396.11,9.115000000000009,9.718411359972194,0.6328484911081198
24.0,-10.0,1380.0,405.139,393.559,11.579999999999984,12.38009051630455,0.806173078379314
25.0,-9.0,1440.0,405.654,393.403,12.250999999999976,13.13276530251752,0.855186140813766
26.0,-8.0,1500.0,405.24,393.7,11.54000000000002,12.403738899378533,0.8077130259068654
27.0,-7.0,1560.0,407.147,394.922,12.224999999999966,13.175001518344017,0.8579365003597723
28.0,-6.0,1620.0,404.104,391.962,12.141999999999996,13.120183935152141,0.854366860886385
29.0,-5.0,1680.0,401.427,390.822,10.605000000000018,11.489501874486434,0.7481792708220429
30.0,-4.0,1740.0,403.672,391.663,12.009000000000015,13.044613084827501,0.8494457995288996
31.0,-3.0,1800.0,401.428,388.892,12.536000000000001,13.652438263158226,0.8890264709695479
32.0,-2.0,1860.0,400.236,387.917,12.319000000000017,13.450755485697034,0.8758931885151225
33.0,-1.0,1920.0,398.994,386.815,12.17900000000003,13.332021197285556,0.8681613882773299
34.0,0.0,1980.0,400.551,388.021,12.529999999999973,13.751237684328329,0.8954601423067564
35.0,1.0,2040.0,401.273,388.347,12.926000000000045,14.221797325848055,0.9261022861800519
36.0,2.0,2100.0,400.844,387.936,12.908000000000015,14.237778166750822,0.92714293476729
37.0,3.0,2160.0,399.881,387.381,12.5,13.822276560323548,0.9000860882374625
38.0,4.0,2220.0,399.978,386.645,13.333000000000027,14.780092923447311,0.9624576650013499
39.0,5.0,2280.0,397.749,384.193,13.55600000000004,15.064476283769588,0.9809762863901779
40.0,6.0,2340.0,396.983,383.592,13.39100000000002,14.917711517617688,0.9714191831387539
41.0,7.0,2400.0,397.276,382.87,14.406000000000006,16.08766065296499,1.047604530471068
42.0,8.0,2460.0,397.572,384.103,13.468999999999994,15.077827076540618,0.9818456701554137
43.0,9.0,2520.0,396.977,383.202,13.774999999999977,15.457619392386617,1.0065771808020556
44.0,10.0,2580.0,394.444,380.726,13.718000000000018,15.43061111315693,1.004818441834869
45.0,11.0,2640.0,396.514,381.889,14.625,16.490100685419016,1.073810826733543
46.0,12.0,2700.0,395.059,381.451,13.608000000000004,15.379799293561788,1.0015096517281148
