"Frame","Time (aligned)","Time [ smin]","Intensity Ch3-T2","background","Intensity (bg-subst)","bleach-Corrected","Normalized"
1.0,-28.0,0.0,NA,413.351,-413.351,-413.351,-24.558468761741324
2.0,-27.0,60.0,NA,403.46,-403.46,-404.7167805868021,-24.045482927084965
3.0,-26.0,120.0,NA,397.647,-397.647,-400.12036920003965,-23.772395828086974
4.0,-25.0,180.0,NA,390.859,-390.859,-394.49985013368854,-23.438463306051815
5.0,-24.0,240.0,NA,390.536,-390.536,-395.3786229948589,-23.490673935419395
6.0,-23.0,300.0,NA,387.195,-387.195,-393.1867754012124,-23.360449451484275
7.0,-22.0,360.0,NA,386.634,-386.634,-393.8020550254074,-23.39700512796874
8.0,-21.0,420.0,NA,388.03,-388.03,-396.40926173918,-23.55190738932915
9.0,-20.0,480.0,NA,387.233,-387.233,-396.7740308852104,-23.573579459018188
10.0,-19.0,540.0,NA,383.144,-383.144,-393.74693861236085,-23.393730490413578
11.0,-18.0,600.0,NA,383.414,-383.414,-395.18400617520666,-23.47911114475011
12.0,-17.0,660.0,NA,380.06,-380.06,-392.8726480381989,-23.34178616766066
13.0,-16.0,720.0,NA,378.799,-378.799,-392.7070996790075,-23.331950424653485
14.0,-15.0,780.0,NA,377.357,-377.357,-392.34195925089347,-23.31025629594087
15.0,-14.0,840.0,NA,375.548,-375.548,-391.58170240602766,-23.265087071781412
16.0,-13.0,900.0,NA,373.531,-373.531,-390.5893593357641,-23.206128882997547
17.0,-12.0,960.0,NA,376.999,-376.999,-395.33299417042036,-23.487962985017415
18.0,-11.0,1020.0,NA,373.215,-373.215,-392.46723098990896,-23.31769907965094
19.0,-10.0,1080.0,NA,371.636,-371.636,-391.90060340565833,-23.284033972206274
20.0,-9.0,1140.0,NA,370.825,-370.825,-392.13305862416354,-23.297844859859055
21.0,-8.0,1200.0,377.802,367.171,10.631000000000029,11.272944616364837,0.6697607075193622
22.0,-7.0,1260.0,381.182,367.979,13.203000000000031,14.038711350954799,0.8340835129648332
23.0,-6.0,1320.0,377.334,365.031,12.302999999999997,13.11745638636728,0.7793488896799695
24.0,-5.0,1380.0,379.893,366.18,13.712999999999965,14.660464702079802,0.8710238137046677
25.0,-4.0,1440.0,379.383,365.502,13.880999999999972,14.88008449630607,0.8840721088726143
26.0,-3.0,1500.0,377.168,362.97,14.197999999999979,15.26068326632373,0.9066846657655113
27.0,-2.0,1560.0,378.639,364.444,14.194999999999993,15.29808969757822,0.9089070982102172
28.0,-1.0,1620.0,379.439,363.849,15.590000000000032,16.845961748395847,1.0008709918676106
29.0,0.0,1680.0,376.575,361.529,15.045999999999992,16.300900066338755,0.9684871817594427
30.0,1.0,1740.0,375.692,360.769,14.923000000000002,16.20990599257895,0.963080940773129
31.0,2.0,1800.0,376.258,360.256,16.00200000000001,17.42711527497272,1.0353991307331605
32.0,3.0,1860.0,375.157,359.903,15.253999999999962,16.655396069390516,0.9895488920664429
33.0,4.0,1920.0,376.834,361.245,15.588999999999999,17.064855771777978,1.0138761667319798
34.0,5.0,1980.0,374.919,359.96,14.959000000000003,16.416980408608776,0.9753838759962791
35.0,6.0,2040.0,374.615,358.785,15.829999999999984,17.41691564816445,1.0347931391754956
36.0,7.0,2100.0,371.047,355.943,15.104000000000042,16.660009407391133,0.9898229848282253
37.0,8.0,2160.0,374.087,357.824,16.262999999999977,17.983334696043325,1.0684458568256008
38.0,9.0,2220.0,370.092,354.964,15.127999999999986,16.76991267876024,0.9963526800672143
39.0,10.0,2280.0,372.29,356.425,15.865000000000009,17.630415774712596,1.0474778458496308
40.0,11.0,2340.0,371.653,356.422,15.230999999999995,16.967490413324963,1.0080913879022586
41.0,12.0,2400.0,369.679,354.473,15.20599999999996,16.981047333679363,1.0088968467133634
42.0,13.0,2460.0,370.301,356.172,14.128999999999962,15.816661872777631,0.9397170843124475
43.0,14.0,2520.0,365.306,354.285,11.020999999999958,12.36721766413739,0.7347748733506719
44.0,15.0,2580.0,365.278,355.974,9.30400000000003,10.465549336405624,0.6217908422928218
45.0,16.0,2640.0,362.719,356.07,6.649000000000001,7.496935347511183,0.4454162504521526
46.0,17.0,2700.0,360.286,355.532,4.754000000000019,5.372983968371033,0.3192256918323095
47.0,18.0,2760.0,358.877,355.114,3.7630000000000337,4.262981032647882,0.25327696442534015
