"Frame","Time (aligned)","Time [ s]","Intensity Ch3-T2","background","Intensity (bg-subst)","bleach-Corrected","Normalized"
1.0,-4.266666666666667,0.0,175.59,152.885,22.705000000000013,22.706543839734394,0.9825110561701529
2.0,-3.2666666666666666,60.0,175.188,152.037,23.150999999999982,23.154148127057972,1.001878872082102
3.0,-2.2666666666666666,120.0,173.089,149.663,23.425999999999988,23.430777972947695,1.0138486321641136
4.0,-1.2666666666666666,180.0,174.701,151.761,22.939999999999998,22.94623805912971,0.9928826134761953
5.0,-0.26666666666666666,240.0,172.636,149.328,23.307999999999993,23.31592214675393,1.0088788261074357
6.0,0.7333333333333334,300.0,169.545,144.518,25.026999999999987,25.03720703722828,1.0833587402522853
7.0,1.7333333333333334,360.0,170.147,146.063,24.084000000000003,24.095458772486754,1.0426093382839219
8.0,2.7333333333333334,420.0,167.601,143.535,24.066000000000003,24.07908510219075,1.0419008503603762
9.0,3.7333333333333334,480.0,166.369,143.196,23.173000000000002,23.18717358686427,1.0033078821341739
10.0,4.733333333333333,540.0,165.538,142.531,23.007000000000005,23.022634599774083,0.9961882881031239
11.0,5.733333333333333,600.0,167.05,144.39,22.660000000000025,22.67693757150845,0.9812299943727593
12.0,6.733333333333333,660.0,163.921,141.948,21.972999999999985,21.99091599473146,0.9515458738517315
13.0,7.733333333333333,720.0,163.383,143.68,19.703000000000003,19.720402746946743,0.8533008751907913
14.0,8.733333333333333,780.0,160.563,143.611,16.951999999999998,16.96812363076303,0.7342098906533424
15.0,9.733333333333333,840.0,155.882,141.45,14.432000000000016,14.44670629966411,0.6251082844155563
16.0,10.733333333333333,900.0,154.82,143.062,11.757999999999981,11.770779410936745,0.5093210570755285
17.0,11.733333333333333,960.0,153.615,142.79,10.825000000000017,10.837499884113592,0.4689380969882076
18.0,12.733333333333333,1020.0,150.116,141.093,9.023000000000025,9.034031241284113,0.3909020958449852
19.0,13.733333333333333,1080.0,150.91,143.017,7.893000000000001,7.9031851723970545,0.3419704410167493
20.0,14.733333333333333,1140.0,149.713,143.166,6.546999999999997,6.555892354634244,0.2836731458099731
21.0,15.733333333333333,1200.0,148.469,142.487,5.981999999999999,5.990530645532055,0.2592099719404155
22.0,16.733333333333334,1260.0,145.817,140.24,5.576999999999998,5.5853312711917456,0.24167701456687102
23.0,17.733333333333334,1320.0,147.093,142.486,4.606999999999999,4.614194584961363,0.19965597701891472
24.0,18.733333333333334,1380.0,146.0,141.893,4.106999999999999,4.11369217656895,0.1779992619610811
25.0,19.733333333333334,1440.0,145.788,142.22,3.568000000000012,3.5740557515361346,0.1546492198917514
26.0,20.733333333333334,1500.0,145.694,141.632,4.061999999999983,4.069169489051076,0.17607276742076391
27.0,21.733333333333334,1560.0,143.618,139.861,3.757000000000005,3.763885756190198,0.16286315503229326
28.0,22.733333333333334,1620.0,145.819,141.705,4.113999999999976,4.121818811478548,0.17835090106144325
